,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,10,167,1,5.572233333333338,4.465195489297457,37.47691654034163,4.465195489297571,6.136824213801799,10.524566699352848,10.524566699352848,9.053574604251846,23.999704620837818,17.922691265724254,15.628184212541328,17.860781957190056,13.395586467892599,6.6977932339462996,8.186191730378823,2.2325977446487286,3.7209962410812523,4.465195489297457,4.465195489297571,4.465195489297571,11.907187971460075,14.883984964325009,13.47802162422101
1,10,168,0,5.605600000000004,3.250850920004723,37.70146236156883,4.876276380006971,8.288076138442337,11.493493650809107,11.493493650809107,8.753183983824897,24.86422841532713,16.576152276884795,14.628829140020912,19.505105520027882,14.628829140020912,8.939840030012874,7.314414570010399,0.8127127300011807,5.688989110008265,6.501701840009332,4.876276380006971,4.876276380006971,9.752552760013941,13.00340368001855,13.104599009185492
2,10,169,0,5.638966666666671,3.594890259561324,35.69637330961355,4.823051395218613,6.430735193624741,9.779158769512783,9.779158769512726,8.197611059760275,22.736082317135434,16.39522211952045,14.469154185655839,17.684521782468323,12.86147038724971,7.234577092827976,7.234577092827749,0.8038418992030074,4.0192094960156055,5.083942560314471,4.823051395218613,4.823051395218613,11.253786588843354,14.469154185655839,14.469154185655839
3,10,170,0,5.672333333333338,3.267729577810883,32.84027582045702,3.267729577810769,6.535459155621766,8.331108441200957,9.803188733432592,11.553168717769589,24.562373613803018,18.046626446730887,16.3386478890543,21.240242255770568,17.972512677959685,8.169323944527036,4.901594366716381,1.6338647889053846,4.901594366716267,6.535459155621652,6.535459155621766,6.535459155621766,13.070918311243418,13.070918311243418,13.070918311243418
4,10,171,0,5.705700000000005,2.429289166450657,36.23633125148199,3.4355336861203796,8.588834215301176,12.146445832253036,10.448767788755465,8.758926652566927,22.593695279685154,14.165068268242385,12.883251322951878,17.177668430602466,13.742134744481973,6.8710673722409865,6.871067372240873,1.7177668430603035,3.435533686120607,5.153300529180683,5.432055713187326,5.153300529180683,13.742134744481973,13.742134744481973,12.024367901421726
5,10,172,0,5.739066666666671,3.4953499085937665,36.86724354918719,5.243024862890593,6.990699817187533,10.4860497257813,12.233724680078183,5.526633465208881,21.04479325515242,14.09020594178736,12.23372468007824,15.729074588671892,12.233724680078126,8.73837477148436,6.990699817187533,0.0,3.4953499085937665,5.243024862890707,5.243024862890593,5.243024862890593,12.23372468007824,12.23372468007824,12.233724680078183
6,10,173,0,5.772433333333338,0.0,33.446828157225724,5.540376413648346,7.387168551531204,9.416829148614049,9.416829148614095,9.945280027019079,22.467196035125568,15.229038106101962,14.774337103062294,20.314713516710867,16.62112924094515,9.233960689414062,3.693584275765488,1.8467921378828578,5.540376413648346,5.540376413648346,5.54037641364846,5.54037641364846,11.080752827296806,11.080752827296806,12.92754496517955
7,10,174,0,5.805800000000005,1.8814417367673286,39.55504733800108,5.644325210301531,7.525766947068632,11.44436329934669,11.44436329934669,8.41406323823349,22.88872659869341,15.514766018273518,14.110813025753941,16.93297563090482,15.05153389413772,8.46648781545241,6.585046078685082,0.9407208683835506,4.7036043419179805,4.207031619116656,5.644325210301645,5.644325210301645,11.288650420603176,13.17009215737039,13.170092157370334
8,10,175,0,5.839166666666672,2.6607604209509055,26.407293173352006,3.76288347353443,7.525766947068632,7.525766947068803,9.593508129463794,11.444363299346588,21.035158095583444,13.69710259394399,14.110813025753941,22.577300841206352,20.695859104439023,10.347929552219512,0.9407208683835506,8.466487815452183,6.585046078685082,4.207031619116758,5.644325210301531,5.644325210301531,11.288650420603176,11.288650420603176,11.288650420603176
9,10,247,1,8.241566666666673,8.202647831950626,40.268234354955304,2.593904999320614,5.800147905657401,11.957311229615284,12.303971747925942,11.957311229615284,28.325870156112153,22.650301650185753,18.157334995244213,23.34514499388544,12.969524996603013,6.484762498301507,9.07866749762212,3.890857498980921,5.1878099986412,5.347472147508271,4.101323915975313,3.890857498980907,5.187809998641214,19.454287494904534,16.04241644252484
