,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,11,21,1,0.3670333333333326,7.071067811865476,109.01834707974616,10.0,19.0,28.0,30.01666203960727,32.0,68.00735254367721,49.01020301937138,45.5,42.0,40.0,9.0,27.0,7.0,0.0,13.0,14.0356688476182,14.0,41.0,42.0,36.0,{},{}
1,12,21,0,0.4003999999999992,12.0,106.01886624558855,10.04987562112089,17.0,27.0,29.017236257093817,30.01666203960727,69.02897942168927,52.03844732503075,46.0,43.0,45.0,14.0,25.0,6.0,5.0,12.0,13.0,13.0,36.0,35.0,38.01315561749642,{},{}
2,13,21,0,0.4337666666666658,12.0,101.0,10.0,18.0,26.019223662515376,29.017236257093817,29.0,69.0,51.0,45.0,41.0,41.0,12.0,28.0,8.0,4.0,13.0,13.0,12.5,36.0,35.0,39.0,{},{}
3,14,21,0,0.4671333333333324,15.0,101.0,12.0,20.0,27.018512172212592,30.01666203960727,27.0,74.0,54.0,46.5,43.0,43.0,16.0,31.0,10.0,5.0,14.0,14.0,13.5,36.0,35.0,41.01219330881976,{},{}
4,15,21,0,0.5004999999999991,17.0,102.04410811016967,15.033296378372908,22.02271554554524,29.017236257093817,32.01562118716424,22.0,76.02631123499285,54.00925846556311,45.5,40.0,43.0,19.5,34.5,10.5,5.5,16.0312195418814,17.029386365926403,16.5,38.0,36.0,39.0,{},{}
5,16,21,0,0.5338666666666656,19.026297590440446,100.07996802557444,11.04536101718726,19.026297590440446,31.064449134018133,34.058772731852805,21.0,70.06425622241343,51.03920062069938,41.5,38.0,42.0,19.0,30.0,8.0,8.0,16.0312195418814,17.029386365926403,16.5,39.0,36.0,39.0,{},{}
6,17,21,0,0.5672333333333321,11.0,98.08159868191385,11.04536101718726,19.026297590440446,29.017236257093817,31.016124838541646,21.02379604162864,62.07253821135398,43.04648650006177,37.5,34.0,38.0,15.0,26.0,4.0,5.0,18.027756377319943,18.027756377319943,17.5,38.0,35.0,38.01315561749642,{},{}
7,18,21,0,0.6005999999999987,6.082762530298219,95.1892851112981,11.0,19.026297590440446,27.073972741361768,29.017236257093817,23.08679276123039,59.13543776789008,40.11234224026316,37.0,34.0,40.0,14.0,22.0,0.0,3.0,17.029386365926403,17.029386365926403,16.5,38.0,35.0,38.0,{},{}
8,19,21,0,0.6339666666666652,5.0990195135927845,92.26592003551474,11.0,20.024984394500787,27.018512172212592,28.0713376952364,24.08318915758459,60.13318551349163,40.11234224026316,37.5,35.0,42.0,14.5,21.5,1.5,3.5,17.029386365926403,16.0,16.0,37.0,35.0,38.01315561749642,{},{}
9,20,21,0,0.6673333333333318,3.1622776601683795,91.35097153287424,12.0,20.024984394500787,27.018512172212592,28.0713376952364,23.08679276123039,58.137767414994535,38.11823710509184,36.5,34.0,42.0,15.0,20.0,3.0,4.0,12.041594578792296,12.0,12.0,36.0,34.0,36.013886210738214,{},{}
