,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,53,0,0.0,62.91803191420278,117.79550564585865,18.62510479860685,38.85886614567897,26.571270083067475,32.385889064272384,40.85553634633454,161.1335942613827,122.2832561946572,89.89784336712955,94.94828400573238,82.82722647308572,48.484230130586866,70.70616894043894,30.302643831616592,32.32282008705795,18.293474039939582,22.31357605969661,21.211850682131683,62.62546391867454,86.86757898396792,46.988101129424436
1,53,1,0.0333666666666666,62.91803191420278,117.79550564585865,20.601836294782014,38.85886614567897,24.576504862390703,30.36990838459784,39.224727696303155,161.42459780950986,122.56660903900371,89.89784336712955,94.94828400573238,82.82722647308572,50.50440638602788,70.70616894043894,30.302643831616592,30.30264383161682,18.62510479860685,20.30252009992492,19.191674426690554,64.64564017411567,88.88775523940905,50.665762728071634
2,53,2,0.0667333333333332,75.37877466355759,129.84473899920135,17.160763740381743,33.87701160091898,29.430467014403437,35.43897520519639,40.02976291547193,166.28864966917277,132.43710156481515,93.64717259717236,97.80926915704663,83.24193119748656,50.98568285846045,73.87721393776928,38.49939317883752,34.33729661896314,25.059139685896263,29.430467014403355,27.053627639183105,60.350400118177674,89.48507603729792,54.62503985374185
3,53,3,0.1000999999999998,63.72763169471718,128.3254837155296,16.883890991787858,38.369115216718875,27.946415214648308,35.788873722055214,36.06062305863495,154.6550679013757,116.30544603075876,82.99661877415724,90.90105865741032,69.16384897846433,44.462474343298595,72.12801393468419,32.60581451841881,28.653594576792443,20.152446604364233,23.79551511164246,21.737209678945987,57.307189153584716,86.94883871578372,56.89686987246106
4,53,4,0.1334666666666664,55.30854215043503,126.9923231887931,18.447571623500387,37.75623022159909,26.44866858206933,32.0702542128191,35.85563423778137,147.22143322014966,109.46595494644998,79.72633629344705,87.50451544402722,62.225433204641604,39.863168146723524,69.03133996139934,32.08498899614335,26.251354633208166,17.927817118890708,23.656408345548083,20.41772027027298,52.50270926641639,87.50451544402728,49.57635908628626
5,53,5,0.166833333333333,45.98038342684854,129.46920180126386,16.828126476466878,34.90110371970251,28.677564671370977,30.128829939150272,34.901103719702576,132.32902563984638,97.44959624824796,71.88978782080494,82.72249557462487,53.17874715511596,34.46770648942697,60.07228845300142,26.589373577558035,22.650207121623453,18.68510712492962,22.020609925391305,20.680623893656275,55.14833038308319,94.5399949424284,51.2091639271486
6,53,6,0.2001999999999996,38.15737069147774,137.6344880877718,16.79071523148992,36.23658185573811,28.613810491797615,31.991212677477968,41.03467618835242,132.03483997380107,95.83269272062785,73.69517148514194,74.67777377161053,51.09531889636514,23.582454875245503,64.85175090692485,29.478068594056708,11.791227437622751,18.11829092786908,20.51733809417612,17.686841156433957,53.060523469302154,88.4342057821703,50.10308232804058
7,53,7,0.2335666666666662,34.871877559221794,135.26468961692916,18.94290870436517,36.81839646786622,24.698531197406165,30.216430032472623,37.88581740872998,128.36839585184455,91.61180954518655,70.88490546706691,67.88976861634569,47.9221896115381,21.964336905288405,65.89301071586488,27.954610606730512,7.987031601923036,22.32443200042361,24.291608278242474,21.96433690528829,53.91246331298038,91.85086342211474,43.79231960534461
8,53,8,0.2669333333333328,36.055734409426194,137.27286055121323,17.639483173130802,36.05573440942624,29.559790848637398,34.04935413048355,39.171993766419654,128.7488616662736,92.74382583514507,71.22681445528724,76.38817782161243,47.484542970191455,24.774544158360754,61.93636039590206,24.774544158360868,12.38727207918032,23.08231868736041,27.154854361661776,23.74227148509567,57.807269702841836,92.90454059385297,50.274964548095134
9,53,9,0.3002999999999994,31.548087119454568,135.40945247206187,16.558139019653836,33.84542828989446,28.21746694367439,31.962044108002377,36.77065320424974,118.47088791274318,84.65240083102303,65.89144193397215,65.89144193397215,44.5736224847459,20.348827656079607,59.10849938194576,26.162778414959575,8.720926138319783,19.763632247064198,19.763632247064084,18.41084406978632,54.263540416212436,87.20926138319851,47.19298428559227
