,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,39,0,0.0,10.397331079685744,38.474035745337716,2.542435845509311,5.839783133565479,9.40689415439306,10.450788147114228,6.6264987000223625,25.239579564740197,19.448760361538994,14.16355452375933,15.57990997613527,6.137540293629058,4.249066357127788,14.163554523759359,9.44236968250624,3.7769478730024844,5.278445119691753,5.70462934866991,5.1933033253784515,9.914488166631514,24.07804269039086,20.04141574892137
1,39,1,0.0333666666666666,9.930506454796436,38.70765490799534,2.86346747552324,5.822870183553415,9.704783639255671,10.620630110003734,6.6073072953579945,25.166481688031357,19.392433627434702,14.357910171314444,14.593285747893361,5.649013837894216,3.5306336486838745,14.828661324472307,9.17964748657809,2.5891313423681765,5.1996164358856705,5.688107825728956,5.4136382613152705,9.885774216314843,23.53755765789252,19.983372589615648
2,39,2,0.0667333333333332,9.976710824707842,39.24274254488727,2.8767905332213246,5.84996266359273,9.646150736511066,10.78472438402425,6.6884021329510635,25.349838208901865,19.53425678072517,14.4247142357124,14.661184960887994,6.148238854565932,3.783531602809802,14.661184960887965,9.458829007024491,2.36470725175613,5.2238090591214235,6.148238854565916,5.438826679039096,9.931770457375734,23.647072517561256,20.07635064097798
3,39,3,0.1000999999999998,2.7485843888538004,38.91941143698718,3.431686069731775,5.734564933270171,10.749079843216157,10.175659716256126,8.01343167516464,16.12361976482426,10.434404221977159,10.606012511247314,11.784458345830359,0.47137833383322914,1.8855133353328597,9.427566676664298,4.2424050044989485,2.8282700029992895,2.9812583491363362,3.431686069731748,3.2996483368325187,11.784458345830359,22.626160023994274,22.399152459087762
4,39,4,0.1334666666666664,13.145513781435227,41.55665727393096,2.513853531383633,5.904742490107639,10.777166083060523,11.809484980215268,5.621147381651705,27.01460021863662,21.192391436154097,14.471137330773644,14.471137330773644,3.734487053102896,3.5010816122839685,17.5054080614197,12.837299245041123,3.5010816122839685,3.131462591936581,3.3662211393797135,2.8008652898271293,8.869406751119328,23.340544081892943,19.700304134780065
5,39,5,0.166833333333333,13.60975897410339,42.57970363298794,2.513853531383633,5.322462954123508,10.777166083060523,12.11911535844335,5.621147381651705,26.93785977741489,21.65519529147196,14.704542771592571,14.937948212411499,3.734487053102896,3.7344870531028675,17.2720026206008,13.070704685860079,3.7344870531028675,2.952371245053815,3.3662211393797135,2.8008652898271578,9.336217632757183,23.8073549635308,20.154123948654284
6,39,6,0.2001999999999996,13.536945560832988,45.516924868654755,2.707389112166603,5.610320184537602,11.467695087215425,12.934274695359198,5.648616330031047,27.145462701998554,21.679011030052408,14.625872168254347,16.250969075838157,1.8572536086672073,3.4823505162510457,17.411752581255172,13.697245363920729,3.4823505162510457,3.828826401047256,4.643134021668027,3.714507217334443,8.821954641169299,26.001550521341073,20.556030585844063
7,39,7,0.2335666666666662,13.536945560832988,45.516924868654755,2.707389112166603,5.610320184537602,11.467695087215425,12.934274695359198,5.648616330031047,27.145462701998554,21.679011030052408,14.625872168254347,16.250969075838157,1.8572536086672073,3.4823505162510457,17.411752581255172,13.697245363920729,3.4823505162510457,3.828826401047256,4.643134021668027,3.714507217334443,8.821954641169299,26.001550521341073,20.556030585844063
8,39,8,0.2669333333333328,13.536945560832988,45.516924868654755,2.707389112166603,5.610320184537602,11.467695087215425,12.934274695359198,5.648616330031047,27.145462701998554,21.679011030052408,14.625872168254347,16.250969075838157,1.8572536086672073,3.4823505162510457,17.411752581255172,13.697245363920729,3.4823505162510457,3.828826401047256,4.643134021668027,3.714507217334443,8.821954641169299,26.001550521341073,20.556030585844063
9,39,9,0.3002999999999994,13.365299777325212,46.857242831400775,3.169859168046679,5.709658567737907,12.28590233667903,13.340216302397518,5.530876922432189,27.52083664615126,21.890141532310075,14.648575862963469,18.428853505018537,0.9450694105137529,4.48907969994039,16.774982036619463,13.467239099821256,4.48907969994039,4.653927118488687,4.725347052568844,4.016544994683528,5.670416463082631,27.40701290489936,20.629806709303793
