,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,m_0_16,m_1_15,m_2_14,m_3_13,label_measures
0,0,18,0,0.0,3.972094753663225,156.5327906379897,22.64442412145912,31.40216625895173,39.7209475366309,42.50326994271032,34.16925106252339,91.44448845065055,60.04304408738584,58.37617805121136,62.20236081897974,55.68709377667551,24.80104010914863,32.48413803639369,0.4302534839259806,3.457394067260566,20.44760923433502,23.16109343037674,21.48194180457847,73.14309226737737,66.75075479190889,60.63139499116061,399.99999999999983,393.3176167654101,377.8712842031045,357.4995612559483,{}
1,1,18,0,0.0333333333333333,4.0056117875075214,155.05908970337396,23.3565296423809,34.45757548963851,40.05611787507416,43.32731606838283,34.45757548963862,95.54874554787288,61.14301030851245,59.446548301780695,66.39445341297687,58.637597434644704,28.101592272379435,33.03090035997434,0.0831631732569349,6.826940495549934,20.620148726276994,20.028058937536976,19.97428215862965,69.79658322803493,69.07079553415588,64.58854934101515,400.00000000000006,396.6364801587214,381.6173069359784,360.5161874033726,{}
2,2,18,0,0.0666666666666666,3.97808148335524,156.76871640604256,22.678553731818987,36.99829648687371,40.27500539468696,42.56733074789463,31.44949551286076,94.3484865385823,57.37270706484716,55.69299469672251,63.04694422269881,55.02861919437578,27.60594759751166,35.257720624539616,0.2520045008900524,3.688429513028496,20.47842781166817,22.67855373181885,21.214197074934305,69.50742324551891,65.6586272319239,61.43528343500451,400.0000000000001,398.8510277375297,383.4362939572408,357.0203467807256,{}
3,3,18,0,0.0999999999999999,3.9659400229230752,154.00925245015546,22.60933675776889,34.11630606676498,42.89820032418966,42.43741144781056,34.68780823725734,94.60242634850772,60.53744710378213,58.85759311922902,62.85451931087232,58.19524535032815,25.85440256537356,34.07665073103976,1.324695537801972,5.344461307683105,20.4159258186757,22.60933675776889,22.5198241426308,69.29528037397768,65.45823122999991,61.24777745602734,400.0000000000002,398.7791642294565,380.0376383165656,356.94561839311973,{}
4,4,18,0,0.1333333333333332,3.95961979576278,153.76381922256883,22.57330591932413,34.06193741697248,40.08809505348354,42.82983661489516,34.632528826454966,94.4516654139091,60.44097302319169,58.76359601859815,61.13734304571665,55.48919899405234,23.691674508602205,36.13285667645732,0.931180505815064,2.763011009057209,20.383390458052045,23.08835255097001,21.714824090519755,71.24294132193745,68.75470488836652,63.16803686929503,400.0,396.6345437471168,380.54603745697295,356.9153051241251,{}
5,5,18,0,0.1666666666666665,3.973368347692389,159.82624143358603,22.651684724528664,34.18020693262228,39.73368347692472,45.73690439354062,32.034319748027656,92.03302373706616,57.921299239739234,56.22679595382613,62.30680812964249,54.75815721799052,26.526811570583163,33.49713842045503,1.0044575809858998,5.61583102096688,20.4541654608731,23.168519695895743,21.48169508426736,71.05776432762605,66.67467670150563,61.36249638261943,400.00000000000017,398.65579061416105,381.86736557115336,358.15458284777,{}
6,6,18,0,0.1999999999999998,6.282446980763993,154.29771640526005,22.6516847245286,31.412234903820234,42.97854994173255,42.97854994173233,35.53888690034537,95.4022206200944,64.06863949605538,60.96737686374502,64.74759616333233,57.82223440648829,25.902062640772783,34.11269895947635,1.708659123413554,5.715691580975999,20.454165460873025,19.866841738462185,20.110766673804733,69.99454055115962,67.09133212907648,64.0686394960555,399.99999999999983,398.0117342106165,385.2016162537964,358.71616975477235,{}
7,7,18,0,0.2333333333333331,3.953136622188201,159.01243300654752,19.765683110940287,34.57582421659495,39.531366221881015,42.759710370641066,34.57582421659495,92.20219791091988,57.62637369432492,55.940047951066845,62.634512705866655,53.89196969274906,23.690457465615737,33.93084875720456,1.1310282919066594,5.77741478838891,23.05054947772985,23.05054947772997,21.367264217374668,67.15862587349386,64.40747597426116,63.06461043733423,400.0,399.3450711018624,379.9229609644671,359.07234530450114,{}
8,8,18,0,0.2666666666666664,6.2607086114502914,153.76381922256851,19.798098978814167,31.303543057253133,42.36978206388463,42.82983661489479,34.63252882645496,91.71457332034907,60.44097302319172,57.39721632219391,60.43410607469093,54.96770452019644,23.08036211897752,34.013165227966965,1.518444876248623,5.46640155449461,20.38339045805209,22.573305919324014,21.10638377985447,68.63370840643302,65.90050762918565,61.1501713741562,400.00000000000006,398.7437401498262,382.7234210895194,356.9153051241246,{}
9,9,18,0,0.2999999999999997,3.924115376476269,151.9043258423358,22.37089958755955,33.75651685385239,39.24115376476287,42.44579760216603,31.637229599213413,90.8922032864044,57.20331997513995,55.52143176228731,59.15310809905304,52.46597129523809,24.2238118913707,35.080931962870864,0.0379089387970452,3.25258694879426,21.13200802453541,22.881327990056004,21.22142393863749,65.70377272319831,64.33905092650127,59.89902158366315,400.0,393.4402694909238,378.2346498713631,355.39792473293943,{}
10,10,18,0,0.333333333333333,2.78957392425031,152.7148416773481,22.490263985239864,33.936631483855045,39.45053276917322,42.67227562308784,34.50512382046001,93.5651538432725,59.63427927155748,58.26110035155909,61.778895670756015,55.87266231488081,24.34985870619846,34.71247485255299,0.1449850565395536,3.151517281623228,20.308404712814703,19.72526638458664,21.05335636803557,66.61681808370827,63.56450110392768,62.93565637648288,400.0000000000002,396.6789814058567,378.0361583198461,354.5503464309021,{}
11,11,18,0,0.3666666666666663,6.171399351810949,150.6630588295682,22.251296804319928,35.98513274428945,38.73751536179893,41.76537542207229,31.468085721058245,95.2876850298755,59.57878011698895,56.56094414801407,60.53674402898264,53.12345372868549,25.438967130065407,38.4352955610841,3.768166231478745,7.013403271650418,20.09262057500343,19.51567830220961,20.840266300627945,72.10270731907269,67.55014730063306,60.27786172501047,400.0,396.2211409972932,377.95979453404567,352.1052405918906,{}
12,12,18,0,0.3999999999999997,11.551536286609007,150.61360628689604,22.58769757263137,34.0836536687273,39.62144258751637,45.17539514526258,31.94382824999693,100.00000000000014,65.94322280737354,60.165685716322855,61.62341082294131,57.06610180540804,27.474282141055028,40.65518599984648,4.963937599905876,6.068739785974458,20.39638592667106,22.58769757263139,21.15235852077308,67.46965572422141,65.49021847418157,60.47950727831657,399.9999999999999,396.1847086787861,378.15133232779607,355.1151227312978,{}
13,13,18,0,0.433333333333333,11.567152041259623,150.3729765363739,22.618232380700025,36.899886894288045,39.67500418408594,45.23646476140005,31.36584484960545,102.38918728883516,65.49380682816287,59.7019061416039,63.57584150968376,56.91050760292785,28.880536127301184,42.10295025787218,3.518244695561407,7.353518034019771,20.423958446073065,22.61823238070016,21.186792232611765,70.76697901929276,68.44725724199952,63.29375688473085,399.9999999999999,396.2140672569959,378.6625299970789,355.595179278897,{}
14,14,18,0,0.4666666666666663,11.662778530884468,151.21980728236994,22.80521895754906,37.20494095069461,40.00300033754221,42.80507961943516,31.625148576779484,103.23564616834624,66.0352489062828,60.20403959018813,66.46326175136642,57.78463950294963,30.5000501320269,41.082974384592944,4.838800174477001,8.678622248417241,20.592804800255443,20.001500168771106,19.979562010744303,69.14801539656025,68.46121795244085,61.06192990638742,400.0,396.7059444235129,378.5307026172691,352.4920390528548,{}
15,15,18,0,0.4999999999999996,11.596853927405888,153.5408209029766,22.67631099509159,34.21736668625907,42.5631211621695,45.7866282615885,31.06673704790168,99.44220203272566,65.23893519224944,59.33602513613596,63.32487118897052,56.93030086302542,29.21014891608877,39.20554525081843,3.693950819356587,7.512068052809354,20.47640265068496,19.88844040654511,21.24797761218156,65.99444909203498,64.78382655459882,60.71677343222201,400.00000000000017,393.49971689197776,376.3910335488483,350.0591509260902,{}
16,16,18,0,0.533333333333333,8.48591784194497,154.02453873905935,25.61441810313501,34.41188205611558,40.003000337542346,46.04691138075541,31.625148576779424,100.00750084385542,65.60979878687706,61.346386824003616,63.1879439712219,54.96698421697317,27.45241097520011,40.84837942163245,4.980751609143454,2.711828879237146,20.59280480025562,22.80521895754901,21.376049417711783,66.52916579950852,64.50889213589346,63.81701098949841,400.0,396.2114934376965,378.530702617269,354.8448777044482,{}
17,17,18,0,0.5666666666666663,6.405454645480237,158.8242780483164,23.095195166937856,31.640611891261205,43.349360941782365,46.190390333875726,32.027273227401025,92.77964413259396,61.23829045849322,58.16258691522728,61.17099658325617,53.33659640609733,25.22676857045144,35.505501602883896,1.8489184418094733,3.3531232758239184,20.85464940204516,23.09519516693787,21.65428208966705,68.56667035049429,65.18220947396162,64.05454645480228,400.00000000000017,396.1140610596474,380.5185118766343,356.97409666934044,{}
18,18,18,0,0.5999999999999996,2.8556862458542973,158.32971185299874,23.023278562346807,31.927542840704888,40.38550218769205,43.214374472623646,32.55983279316504,90.16916935935556,58.24479956923494,56.80799345633204,60.16722530868674,53.92078481508088,24.647478673132127,33.09669415188864,1.1564568672040425,2.60399471458868,20.789709679124982,23.023278562347024,21.35905030244305,69.38741203224595,66.75981615710191,61.04759928273611,400.0000000000002,396.7040560077587,381.2528304067659,360.64276065865295,{}
19,19,18,0,0.633333333333333,2.842317362273542,157.25491665097906,22.73853889818878,28.564935966601823,40.196437622958136,45.56581364230889,34.578283100907704,86.0241331075168,57.48231125349502,57.251079515322886,58.9831108052457,50.81670083194433,20.321977985384365,31.0903535163975,2.9546416122211667,1.0580281635275242,22.915495177113748,22.915495177113748,21.497564833748243,66.36579621297096,65.4253267342799,63.5561483567162,400.0,393.52497196455937,378.6581231783191,358.18837839264364,{}
20,20,18,0,0.6666666666666663,2.882775257538748,165.22603189054024,20.179426802771456,28.97153278190917,40.768598664848895,43.62430560449472,35.070474639654755,84.39198397925183,55.45128924224133,55.22442367937128,59.6120319054196,50.83681545332297,20.15484206510996,29.14904787608225,0.5552944457208469,0.5552944457210742,20.38429933242433,20.384299332424444,20.381652472516866,67.58950140732566,66.08786008931986,64.00799825365931,399.9999999999999,399.1264548641443,384.0479895219559,363.2868758688777,{}
21,21,18,0,0.6999999999999996,4.060861387368419,167.75339257810393,20.100238371268485,26.00219997431484,43.45311440218851,43.45311440218829,32.10392811578971,81.2172277473709,55.23368640035564,53.59507141100903,53.77536783377536,48.17833975311692,18.88409054104432,30.23492620041884,1.6540237045085178,0.7447026157740311,20.90456344908091,23.150471793058,23.140653913309848,68.24611550449686,68.19908165507945,67.03496993377529,400.0,400.0,385.0116366027205,361.8612596624906,{}
22,22,18,0,0.733333333333333,4.056786786239542,173.28226530266204,20.080070124644863,26.447014174246195,40.567867862393605,43.40951426612869,32.07171556547757,81.59084781538375,55.178265833262486,53.53948748344669,54.30739082307309,47.54667482264972,18.8650892611347,30.644884821591404,4.96366385511169,1.6862207354686234,20.883588155981847,20.283933931196803,20.28214800127012,70.83710394823004,68.30381458038994,61.32326718406263,400.0,397.16129108148425,385.3947446927404,362.271287154822,{}
23,23,18,0,0.7666666666666663,4.003905713034374,171.3746482903742,20.019528565172315,25.63750571552669,42.843662072593546,42.84366207259355,28.453096113128414,77.27641753587585,51.6643489231388,50.04251763793059,50.582659098149634,46.26152741639794,20.017007055172144,28.84990858110564,3.5585790320308206,0.3177302707167655,23.346581604200107,20.019528565172088,21.415020246327003,66.40562657985697,67.67654766272517,63.3073079487469,400.0,391.5852538995687,379.9809887692553,359.96203508156947,{}
24,24,18,0,0.7999999999999996,14.295564113509078,173.06491195815985,17.391304347826235,20.81465553512045,43.266227989540006,46.54298470477209,31.96585313451343,84.13762316065552,63.48260693716461,56.39651288292509,52.888139038748136,45.82365837292252,17.390714792223662,34.781429584447324,15.2109088210118,1.129680466832497,20.216980651099057,23.05090450808793,21.615083298477543,69.19690634161134,67.11256632534287,61.12085112915883,400.0000000000002,397.1800666114074,384.9729325422374,364.7582587683283,{}
25,25,18,0,0.8333333333333329,2.8556862458540366,176.0826420745646,17.370461294569385,26.328126299731995,43.21437447262365,46.48720407500893,31.92754284070516,76.19921312946366,49.87241622482237,49.55619005396193,51.48324305173969,44.82182528164413,16.22531042573314,27.97795463440184,3.0452195520435907,0.2854893330040795,18.060945639429267,20.192751093846148,20.17457953228984,67.47064569996951,65.8528728129462,67.87888716780552,400.0,396.7040560077589,384.96726630507374,367.59681853762095,{}
26,26,18,0,0.8666666666666663,6.396439453492734,177.30948625214688,20.227317588399284,23.588903163943183,43.758378438041,46.12538085993689,29.17225229202741,79.11958648385477,55.54231361077476,52.448674576660096,48.003062887751184,42.8973693201674,16.27936874274792,33.66417581243422,8.612875597653328,1.9961512234635848,20.82529806344417,20.82529806344417,20.77269719397077,65.73779288107244,62.73163685529869,65.23113918174721,400.00000000000006,396.6308269512695,387.1193644631478,366.9126132330443,{}
27,27,18,0,0.8999999999999996,2.8676229792481425,178.27760906813435,23.119515583643235,26.43817754393429,43.86619658644189,46.68152001643553,27.204660255186813,77.21311173988988,50.81440865590558,50.40606190141512,47.90678447359414,41.73396593757957,17.732968416442873,32.34779070865284,5.530147197432143,2.8483828463104146,18.13644017012458,20.277156545128225,20.20050898803765,66.40937165352511,65.12402897636014,65.3918649877691,399.99999999999983,399.3724840864504,386.9485060349248,371.74172535034216,{}
28,28,18,0,0.9333333333333328,4.063374944974996,178.6268129669137,23.693343834868426,29.99750604497032,44.60467936422924,50.1789789790116,26.489963714520524,78.16057765316505,48.16427867262918,49.13269786072317,49.84896487294316,40.06266502058622,18.478079326489706,33.109241441280346,3.2352734709274955,2.333903747683962,15.472870812490576,18.1719651900666,17.769860258227027,64.36745577232807,63.82019558321599,66.33389592756747,399.99999999999983,399.3080026319213,388.9394915329205,371.4933737811816,{}
29,29,18,0,0.9666666666666662,4.056161012507243,182.30176401218304,20.880366788532523,27.20955525495108,44.5254902298183,49.51175498553936,27.20955525495108,78.91292262567963,51.706110382620736,49.76180681185883,48.65069788782967,43.253883113976144,18.80948678534355,32.69834833570326,5.714274466433608,1.9047581554780209,18.1397035033006,20.88036678853264,19.12694647792341,63.9681280547976,61.19035574472571,65.40363110286467,399.9999999999998,398.59908922771257,388.2489859153108,370.8338412135587,{}
30,30,18,0,0.9999999999999996,8.02713746093603,183.1568684477933,20.66110959716471,23.402926194014768,46.199645549833605,49.56391760155864,26.92383754108214,78.08428652207331,54.81130250647725,51.02857841084517,50.32824857613639,41.52637588081586,19.04419652794036,31.984381882905154,5.610596971248697,2.3795297792955807,17.94922502738824,20.661109597164824,18.91686383072056,64.41442820607949,62.77501972937421,65.52081805649149,399.9999999999999,395.0970594462654,387.5744368799742,366.31373689558654,{}
31,31,18,0,1.0333333333333328,4.048777943771181,184.7636203641593,20.84236011602788,24.46078501573277,44.4444444444444,46.60493403096864,29.889744974979784,78.76928445892742,54.32005624844718,52.48161818491974,50.864493319759845,41.80859407486457,16.455231554748707,32.26361316343332,8.440602954736732,1.0886011287416295,15.41728708789453,15.417287087894506,15.319299942148518,64.87431654182762,62.66556062843858,62.5270803480834,399.99999999999983,400.6551675578575,390.3345322636805,371.7166250267046,{}
32,32,18,0,1.066666666666666,11.744106622602883,186.60590452140417,18.01463720965411,24.33643473635134,44.21850406354297,49.74454289357059,26.260620743145303,80.21066527585172,55.96147812670839,50.08516059639464,42.83144768243415,37.30480927179724,13.816596026591924,40.06812847711558,15.88908543058028,4.144978807977395,12.738272131561729,15.338910864259468,13.816596026591585,69.08298013295814,62.17468211966229,63.051230233788566,399.9999999999998,398.6183734815737,391.1292629031652,373.2118090428081,{}
33,33,18,0,1.0999999999999992,6.424759906691241,188.23559762872483,20.316874724874506,26.48996371452046,47.38668766973683,50.17897897901152,27.25794778509981,78.16057765316462,51.79807033867741,49.47727683163657,43.20550934593621,37.63060491420242,13.24039802536754,37.63060491420265,10.452945809500989,4.181178323800623,10.359614067735675,12.84951981338184,12.195103444417557,66.89885318080462,62.71767485700445,59.9950120899401,400.00000000000017,401.4318318320928,393.92738333925536,375.8676734172919,{}
34,34,18,0,1.1333333333333324,5.657702968596225,184.7437118597585,20.00300067516893,26.080722022565983,46.05036580590036,49.40376726187885,30.467662915705475,77.83198150634183,52.00780175543881,50.74475278019372,45.42045718079498,38.17566786079192,11.63225871422901,35.69307841708405,8.821780098710633,5.652184771209477,10.19956907730942,10.199569077309512,9.586854832934932,69.20022902209826,64.65662192701006,67.24103216728676,400.00000000000017,397.984318102154,387.2531336178561,366.7156174793092,{}
35,35,18,0,1.1666666666666656,2.8190692511722406,184.1048638792264,19.93382984138372,29.43194705208271,46.49328115405567,49.23292790486792,26.74403914634856,76.68697456380367,47.25621181872535,46.836899988807545,41.83475267221365,33.38837872999602,10.943629167448307,38.97092787263728,9.5995407281805,6.117129771895407,7.973531936553397,10.16429873418517,9.232971153834685,68.2277620251109,65.76869113054113,64.2846696367837,399.99999999999983,398.726428288003,391.43464310048273,370.9728043088609,{}
36,36,18,0,1.1999999999999988,3.953136622188247,183.1288140184584,17.00308352456007,29.18368137976796,45.50401974400936,48.25418203533243,30.1061915710656,74.27269398137281,45.15928735659839,45.71340346383067,38.274496737930576,34.77028077770956,6.736553095941872,37.29271209390345,7.914694668775155,7.748546498247379,10.07856038821758,10.078560388217564,9.130597189455102,66.86708644783721,64.69205585183795,66.44327795884173,400.0,398.70866420966667,389.2986645397508,371.7209850101005,{}
37,37,18,0,1.233333333333332,3.9664274487249607,185.91504810820908,17.060249531028745,29.2817997308377,42.90347264035585,48.98176571607739,26.607604209509294,76.29575532897775,47.01513386339246,45.191211024130325,34.03086920264991,29.00797235090522,5.037757493318168,44.56706407805564,14.875502214782957,9.73372023045249,7.932854897449705,8.869201403169848,7.772115542788583,68.77504920081424,64.49518442772978,64.7512447536608,400.0,395.898341191909,388.4872205757084,371.4596894482033,{}
38,38,18,0,1.2666666666666653,14.326183313910828,183.486175164214,15.130135901023284,24.00519620759689,46.337039391791365,48.501141717903856,29.33304030340571,82.63268863734956,58.666080606810965,51.42618692504698,37.52846814296322,30.571896366359624,4.758541891534605,48.36436985707405,24.378850760359,9.70989342211078,10.130141369787838,12.56489396152797,12.247268271891926,70.19813338209042,68.80990398099425,64.86455373351026,400.00000000000006,395.9237763592452,386.4292231782214,369.3736906989072,{}
39,39,18,0,1.2999999999999985,3.9664274487249136,186.4853734039449,20.41843499656477,25.857943363789,46.25609529581744,52.39589106214972,26.60760420950954,76.29575532897799,50.56222740074524,48.63201745953711,35.24843813393795,29.368685868422062,5.782007023250571,43.87257604768092,15.270814387804649,11.255740590124788,10.112445480149052,10.112445480148946,9.180533908177836,68.84272601415023,66.52691565893417,67.42926662832276,400.0,396.5832439978553,387.0570707374641,365.9983182040872,{}
40,40,18,0,1.3333333333333317,3.9396918468930857,182.50598561917465,20.28080506253579,31.76281111852104,43.246979174748994,49.36419735203344,29.08442651560925,79.28476902048848,47.60347770780301,48.318737086689,40.78529291537757,34.898130098723186,8.7852249248524,41.225312816622136,9.52870682695584,8.724532524680853,10.044282802424794,10.044282802424688,9.468014426783952,70.66112689989302,66.48852438808899,70.4753502404343,399.9999999999998,396.6097781174406,384.4481225433401,364.8524775281677,{}
41,41,18,0,1.366666666666665,6.206961131025463,176.43498552584572,17.55593722523799,26.33390583785653,42.4621472768448,48.47791616195713,31.649415927210782,81.63982729891445,55.308168462494464,52.198809636576016,45.93009536501268,40.2533420052921,11.444577628955813,38.41674533008813,11.657076417822054,3.1723033480789127,10.00842409439974,12.413922262051038,10.799492019896434,70.39781305450401,67.63532879923878,64.08518289735693,400.0,396.5951888256626,378.3701598267749,358.86757707577067,{}
42,42,18,0,1.399999999999998,2.762301832183529,172.8812592536711,20.109860885656985,31.49508665762005,44.96701595839349,48.24152755340307,28.83927779812144,81.241734173103,49.798104471229294,49.25030155290028,47.11666136013923,43.32025329301996,16.40695734433325,35.859869998332215,4.429142744972523,0.2795804390514149,9.95962089424587,12.353389342269235,10.38862052475281,71.42544479766275,67.27588249174164,61.14615762189299,399.9999999999998,393.9549899694109,379.2007628693966,359.0992381838595,{}
43,43,18,0,1.4333333333333311,7.889339183033929,171.85364039635928,20.306429571328582,28.445416953955966,46.00235725838941,49.42656831340282,30.041708586594343,85.56387530158591,57.50294657298664,53.534874087085655,51.98572914967394,46.83184310790125,19.587746083616366,35.92824604842781,7.149899711130047,0.3277037367602133,10.056973610910433,15.020854293297202,13.562466014549727,70.93296338416826,68.49008098286549,61.74384548785799,400.0000000000001,394.6345719991731,382.3786990497672,362.0725386149322,{}
44,44,18,0,1.4666666666666646,6.212948073464768,168.4843383099148,20.227893412163485,26.35930628344148,39.782278395114425,45.82444077932895,35.145741711255255,87.86435427813797,61.5050479946965,58.33959280231841,57.064286737955285,52.82332810971786,19.869117558983817,32.74291723829515,6.029405594237687,2.633620215756082,13.89257423294377,11.45611019483224,10.111894238145965,73.45461083142766,70.79835204648191,65.04336495360116,400.0000000000002,396.5496544797809,383.5759620951572,361.4312788908504,{}
45,45,18,0,1.4999999999999978,6.107190525937464,162.960168745342,19.31263216656351,28.514759676668387,41.77961132443199,45.0444116504297,34.547486679108275,86.36871669777055,57.87348525520876,55.69646146184141,56.17056997043437,51.143514672973424,19.160004172659,32.5855530509084,3.868123387567266,3.145672326854537,12.214381051874774,12.21438105187462,11.980646756823605,71.23668479905325,66.7514677971268,63.0550785774033,400.00000000000006,390.57381419035806,374.41610719225673,351.90350420811694,{}
46,46,18,0,1.533333333333331,2.731218633507872,157.6554407765045,19.88357178358676,31.14068366498343,39.10509967924977,42.39991520025428,36.43900149394213,88.16380517779731,57.029519353336894,56.64926192133135,59.282558763294674,57.20559224005592,21.822983969170764,29.89348245946917,0.9939768361211918,4.8808713296105,12.214381051874591,12.21438105187475,11.957392983787711,72.90152496567316,65.7063195101681,63.93618899154725,400.0,391.3656185905934,374.0972006816342,354.21705050436594,{}
47,47,18,0,1.5666666666666642,5.534642642580031,165.11426216759176,22.31085776460229,30.939592949945,42.96037963239131,42.33187625291779,35.00415357129236,89.32920083414798,58.638487493919946,57.76286351571696,59.34726807923596,54.72986049412373,22.09112648563473,32.276584393970325,0.4526870181482536,3.123540425222928,13.836606606450266,14.902481389443986,13.105289175391816,75.8703442416471,69.9854130057198,61.25726874976154,400.0000000000001,393.8939494357541,380.8964228091687,358.8992782193636,{}
48,48,18,0,1.5999999999999974,6.107190525937601,159.67704830594667,22.5222058252148,30.53595262968661,39.10509967924991,42.399915200254505,33.783308737822324,90.78991421155678,60.45810168843957,58.32728935866066,60.49417831606775,54.01585050526296,23.47835354881363,33.53093118626953,2.1222108345739343,4.043370116398819,12.21438105187466,15.925604466288672,13.649166525523356,72.24452462118302,69.07237790003023,63.936188991547326,400.0000000000001,391.36561859059367,376.7102050406281,356.04449367598994,{}
49,49,18,0,1.6333333333333306,5.473293058406656,162.66365457517824,19.351013185102545,31.202571197804623,39.84617492143625,42.48417880126556,37.22241705979181,89.1407735751393,57.98850030294259,57.12258231127305,61.33067223075557,54.12319907079075,20.525630085986226,31.314456368915216,1.7682931044635095,1.0520224798706297,12.23865533937474,12.238655339374787,11.639397649632317,72.38809999790647,66.56840117309025,64.06325277207358,400.0000000000001,393.2019218638481,378.5386617536434,354.50929401520176,{}
50,50,18,0,1.666666666666664,5.498314251901201,163.40727249079643,22.16441333998527,31.345213947450272,36.678330833931504,42.678395490724895,37.39257957249664,92.16854209087448,60.85518714580359,60.03583123228577,61.497210134611805,54.48855621529401,20.623336958333766,34.103811730809184,1.7447074650217471,1.0289300434744746,12.294604428906876,12.294604428906876,12.048919929380872,72.86017670167632,69.37076177163283,66.94635081598362,400.0000000000002,393.1390813309219,380.2691536165576,356.8613506928534,{}
51,51,18,0,1.699999999999997,6.107190525937413,162.9601687453422,22.019788590294688,31.140683664983445,41.77961132443233,45.04441165042971,34.54748667910836,91.56713423384072,60.45810168843944,58.32781327748455,58.60966375303212,53.97817485754933,21.80151516261708,35.2084567021725,3.8087902101010513,3.092737650601748,12.214381051874732,14.708062465755846,12.93465155350259,75.55116260756074,68.40587217341147,60.45810168843956,400.00000000000006,393.1911520085487,378.5472967192077,355.278952297541,{}
52,52,18,0,1.7333333333333305,3.854716722458247,165.28151499070478,22.476667776911377,31.07771976313704,39.0260323830919,42.3141860580274,34.47763450168959,91.38199301747284,60.33586037795666,58.58727441154838,59.96695157244335,53.10626186526156,22.09745223269192,34.80857623962402,3.656521437344054,2.9176779304168576,12.18968457770797,14.678323972811596,13.284104685773857,73.76372318139124,69.97903501325345,62.927586393185976,400.00000000000017,393.181105690767,377.7819052110668,357.9390403576901,{}
