,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,0,33,0,0.0,2.0,133.01503674397117,14.0,24.08318915758459,33.0,36.0,41.01219330881976,81.05553651663777,57.0087712549569,56.0,44.0,46.0,4.0,36.0,9.0,8.0,13.152946437965904,15.132745950421556,14.5,62.0,56.0,55.00909015790027,{},{}
1,1,33,0,0.0334224598930481,3.0,132.015150645674,13.038404810405298,25.079872407968907,33.0,36.013886210738214,41.0,82.05485969764375,57.0087712549569,55.5,43.0,45.0,3.0,38.0,10.0,8.0,14.142135623730953,15.132745950421556,14.5,61.0,55.0,56.0357029044876,{},{}
2,2,33,0,0.0668449197860962,2.23606797749979,130.01538370516005,14.0,25.019992006393608,32.0,34.0,41.01219330881976,82.05485969764375,57.0350769263968,56.0,44.0,46.0,4.0,37.0,10.0,8.0,14.142135623730953,14.142135623730953,13.5,61.0,55.0,55.03635162326805,{},{}
3,3,33,0,0.1002673796791443,3.0,130.00384609695206,13.038404810405298,24.020824298928627,32.01562118716424,35.0,41.0,81.02468759581859,57.0087712549569,55.5,45.0,46.0,4.5,35.5,8.5,7.5,14.317821063276352,15.033296378372908,14.5,62.0,56.0,55.00909015790027,{},{}
4,4,33,0,0.1336898395721924,2.0,130.00384609695206,13.038404810405298,24.020824298928627,32.0,34.0147027033899,41.01219330881976,80.00624975587844,56.0,55.0,44.0,45.0,3.5,35.5,9.5,7.5,14.317821063276352,15.132745950421556,14.5,60.0,55.0,54.08326913195984,{},{}
5,5,33,0,0.1671122994652405,3.0,131.00381673829202,13.038404810405298,24.020824298928627,32.01562118716424,35.0,42.0,82.02438661763951,58.00862004909271,56.5,45.0,46.0,3.5,36.5,9.5,8.5,13.152946437965904,14.0356688476182,14.0,60.0,54.0,54.037024344425184,{},{}
6,6,33,0,0.2005347593582886,3.0,130.00384609695206,13.038404810405298,24.020824298928627,33.0,35.0,42.0,82.02438661763951,58.00862004909271,56.5,44.0,45.0,2.5,37.5,10.5,8.5,14.142135623730953,15.132745950421556,15.0,62.0,55.0,56.0357029044876,{},{}
7,7,33,0,0.2339572192513367,3.1622776601683795,130.01538370516005,12.0,24.020824298928627,32.0,34.0147027033899,42.01190307520001,81.05553651663777,57.0350769263968,55.5,43.0,45.0,2.0,37.0,10.0,8.0,13.152946437965904,14.0356688476182,13.5,60.0,54.0,55.08175741568164,{},{}
8,8,33,0,0.2673796791443848,2.0,130.01538370516005,13.038404810405298,24.020824298928627,32.0,34.0147027033899,42.0,81.02468759581859,57.0087712549569,56.0,44.0,46.0,3.0,36.0,10.0,8.0,14.142135623730953,14.0356688476182,14.0,61.0,55.0,53.03772242470448,{},{}
9,9,33,0,0.3008021390374329,3.1622776601683795,129.0155029444136,13.0,24.020824298928627,32.01562118716424,34.0147027033899,41.0,81.02468759581859,57.0087712549569,55.5,44.0,46.0,4.0,36.0,10.0,8.0,13.341664064126334,15.033296378372908,14.5,60.0,54.0,53.03772242470448,{},{}
10,10,33,0,0.334224598930481,4.123105625617661,131.01526628603247,12.0,24.020824298928627,32.0,35.0,41.0,81.02468759581859,57.0087712549569,55.0,44.0,46.0,4.0,36.0,10.0,7.0,17.11724276862369,18.110770276274835,17.5,60.0,54.0,53.009433122794285,{},{}
11,11,33,0,0.3676470588235291,5.0,130.034610777285,13.038404810405298,24.08318915758459,32.0,34.0,41.0,83.05419917138447,59.00847396772772,56.5,45.0,48.0,5.5,36.5,10.5,5.5,16.1245154965971,17.029386365926403,17.0,60.0,54.0,53.08483775994799,{},{}
12,12,33,0,0.4010695187165772,4.0,130.034610777285,12.0,24.08318915758459,31.016124838541646,34.0,42.01190307520001,82.05485969764375,58.00862004909271,56.0,45.0,48.0,4.5,35.5,9.5,6.5,15.132745950421556,17.029386365926403,17.0,59.0,53.0,54.00925846556311,{},{}
13,13,33,0,0.4344919786096253,3.1622776601683795,128.00390619039715,13.0,25.079872407968907,32.01562118716424,34.0147027033899,40.01249804748511,81.09870529176159,56.0357029044876,54.5,45.0,46.0,5.5,35.5,7.5,6.5,16.278820596099706,16.0312195418814,16.0,59.0,53.0,54.037024344425184,{},{}
14,14,33,0,0.4679144385026734,5.0,128.00390619039715,13.038404810405298,26.0768096208106,32.0,35.0,40.01249804748511,84.02380615040002,58.0,55.5,46.0,47.0,6.5,37.5,9.5,5.5,16.278820596099706,17.029386365926403,16.5,59.0,53.0,54.00925846556311,{},{}
15,15,33,0,0.5013368983957215,23.0,131.00381673829202,9.055385138137416,24.020824298928627,34.0,37.0,39.0,95.0210502993942,71.00704190430693,59.5,47.0,48.0,8.5,47.5,21.5,0.5,15.297058540778355,16.1245154965971,16.0,60.0,53.0,55.0,{},{}
16,16,33,0,0.5347593582887696,40.0,134.00373129133382,9.055385138137416,24.0,35.0142828000232,39.0,37.0,110.00454536063498,86.00581375697809,66.0,49.0,48.0,11.5,61.5,34.5,4.5,15.132745950421556,15.033296378372908,15.0,59.0,53.0,55.00909015790027,{},{}
17,17,33,0,0.5681818181818178,50.0,136.0,8.0,24.020824298928627,36.0,40.0,37.01351104664349,119.01680553602505,95.00526301210895,70.0,51.0,51.0,14.0,68.0,41.0,7.0,15.297058540778355,16.0312195418814,16.0,58.0,52.0,59.00847396772772,{},{}
18,18,33,0,0.6016042780748659,56.00892785976178,139.05754204644924,9.0,24.020824298928627,36.013886210738214,41.01219330881976,37.01351104664349,126.03570922560004,102.0196059588548,74.0,51.0,55.0,16.0,73.0,45.0,8.0,15.297058540778355,16.0312195418814,16.0,61.0,52.0,58.0,{},{}
19,19,33,0,0.6350267379679141,55.03635162326805,141.2267680009707,9.055385138137416,24.020824298928627,38.05259518088089,43.10452412450461,37.0,125.06398362438324,101.04454463255304,73.5,49.0,57.0,16.0,72.0,44.0,7.0,14.317821063276352,16.0,16.0,64.0,52.0,58.077534382926416,{},{}
20,20,33,0,0.6684491978609622,53.009433122794285,141.28694207179942,9.055385138137416,24.08318915758459,39.01281840626232,43.10452412450461,37.0,123.06502346320826,99.02019995940222,72.5,49.0,58.0,16.5,69.5,41.5,8.5,14.142135623730953,15.033296378372908,15.0,64.0,52.0,57.07889277132134,{},{}
21,21,33,0,0.7018716577540104,53.009433122794285,142.22517358048822,9.055385138137416,23.021728866442675,38.01315561749642,41.10960958218893,37.01351104664349,122.06555615733704,99.04544411531506,72.5,49.0,57.0,16.0,69.0,42.0,8.0,14.142135623730953,14.0,14.0,63.0,50.0,57.07889277132134,{},{}
22,22,33,0,0.7352941176470585,51.0098029794274,139.35924798878617,9.055385138137416,24.08318915758459,37.05401462729781,42.190046219457976,36.013886210738214,120.10412149464314,96.04686356149271,70.5,48.0,58.0,17.0,67.0,39.0,8.0,13.152946437965904,14.0,14.0,64.0,50.0,57.14017850864661,{},{}
23,23,33,0,0.7687165775401067,50.00999900019995,139.35924798878617,8.06225774829855,23.08679276123039,37.05401462729781,41.10960958218893,38.01315561749642,119.10499569707392,96.04686356149271,71.0,48.0,58.0,15.0,66.0,39.0,8.0,14.317821063276352,15.0,14.5,63.0,49.0,58.034472514187634,{},{}
24,24,33,0,0.8021390374331548,47.042533945356304,136.36715146984628,9.055385138137416,25.079872407968907,36.12478373637688,40.19950248448356,37.01351104664349,118.15244390193544,93.08598175880188,69.5,48.0,58.0,16.0,65.0,36.0,7.0,14.317821063276352,15.033296378372908,15.0,62.0,49.0,55.03635162326805,{},{}
25,25,33,0,0.835561497326203,40.049968789001575,130.18832512940628,10.04987562112089,25.079872407968907,34.0147027033899,38.11823710509184,38.0,113.11056537742176,88.05112151472007,68.0,50.0,57.0,15.5,59.5,30.5,6.5,14.317821063276352,14.0,14.0,63.0,50.0,59.033888572581766,{},{}
26,26,33,0,0.8689839572192511,34.058772731852805,130.13838787997952,11.04536101718726,26.0768096208106,33.06055050963308,37.12142238654117,37.0,108.1156787889712,82.05485969764375,65.0,50.0,56.0,16.0,55.0,25.0,6.0,14.317821063276352,14.0,14.0,62.0,50.0,55.00909015790027,{},{}
27,27,33,0,0.9024064171122992,41.04875150354759,128.14054783713078,9.055385138137416,27.073972741361768,33.06055050963308,38.11823710509184,36.0,113.11056537742176,86.05230967266364,65.5,50.0,56.0,17.0,60.0,29.0,8.0,14.317821063276352,14.0,13.5,62.0,49.0,55.03635162326805,{},{}
28,28,33,0,0.9358288770053474,52.009614495783374,133.1840831330831,8.06225774829855,25.079872407968907,37.01351104664349,40.049968789001575,36.013886210738214,121.10326172320876,96.04686356149271,70.0,53.0,60.0,20.5,64.5,35.5,12.5,11.40175425099138,12.041594578792296,11.5,62.0,50.0,57.0087712549569,{},{}
29,29,33,0,0.9692513368983956,54.00925846556311,136.1800279042415,8.0,25.019992006393608,38.05259518088089,42.04759208325728,35.0142828000232,122.03687967167956,97.02061636580136,70.0,51.0,58.0,19.5,67.5,38.5,11.5,8.54400374531753,8.0,8.0,61.0,47.0,56.1426753904728,{},{}
30,30,33,0,1.0026737967914436,50.00999900019995,135.2368293032634,10.0,25.019992006393608,38.01315561749642,42.1070065428546,35.0142828000232,120.03749414245534,95.0210502993942,70.0,51.0,59.0,20.0,65.0,36.0,11.0,5.0990195135927845,6.082762530298219,5.5,61.0,48.0,59.033888572581766,{},{}
31,31,33,0,1.0360962566844918,48.04164859785725,135.2368293032634,9.0,25.019992006393608,38.05259518088089,41.04875150354759,35.0142828000232,117.06835610018618,92.04890004774636,68.0,49.0,57.0,18.0,64.0,35.0,9.0,5.385164807134504,6.082762530298219,6.0,61.0,48.0,61.07372593840988,{},{}
32,32,33,0,1.06951871657754,43.01162633521314,132.13629327327143,9.055385138137416,25.079872407968907,36.05551275463989,39.05124837953327,37.01351104664349,114.109596441316,89.05054744357274,67.5,51.0,57.0,17.0,60.0,31.0,8.0,8.246211251235321,8.0,8.0,61.0,49.0,56.0357029044876,{},{}
33,33,33,0,1.102941176470588,38.05259518088089,126.19429464123962,9.055385138137416,25.079872407968907,34.058772731852805,37.12142238654117,39.0,111.1125555461668,86.05230967266364,67.0,52.0,59.0,16.5,55.5,26.5,7.5,9.219544457292889,11.04536101718726,10.5,60.0,48.0,55.03635162326805,{},{}
34,34,33,0,1.1363636363636362,39.05124837953327,122.2620137246234,9.055385138137416,25.019992006393608,32.0624390837628,36.12478373637688,38.01315561749642,111.04053313993047,86.02325267042627,66.5,53.0,61.0,19.0,54.0,25.0,10.0,9.219544457292889,10.0,10.0,60.0,49.0,54.0,{},{}
35,35,33,0,1.1697860962566844,35.0142828000232,120.10412149464314,9.0,26.0768096208106,30.066592756745816,34.058772731852805,39.0,109.04127658827184,83.00602387778854,65.5,56.0,61.0,19.5,50.5,20.5,10.5,10.44030650891055,11.0,10.5,60.0,49.0,51.0098029794274,{},{}
36,36,33,0,1.2032085561497323,25.019992006393608,118.06777714516352,8.06225774829855,24.020824298928627,29.068883707497267,33.06055050963308,43.01162633521314,100.0199980003999,76.00657866263946,63.5,58.0,62.0,17.0,40.0,14.0,9.0,11.180339887498947,12.0,11.5,59.0,49.0,56.00892785976178,{},{}
37,37,33,0,1.2366310160427807,4.123105625617661,119.06720791217036,14.0356688476182,25.079872407968907,30.01666203960727,33.06055050963308,45.0111097397076,88.05112151472007,63.00793600809346,61.0,57.0,61.0,14.0,29.0,1.0,1.0,7.280109889280518,7.071067811865476,7.0,61.0,52.0,55.00909015790027,{},{}
38,38,33,0,1.2700534759358288,3.0,121.10326172320876,14.0356688476182,24.08318915758459,30.066592756745816,32.0624390837628,41.0,82.05485969764375,58.00862004909271,56.5,53.0,58.0,14.5,26.5,0.5,0.5,5.385164807134504,7.071067811865476,6.5,60.0,52.0,51.0,{},{}
39,39,33,0,1.303475935828877,4.0,122.10241602851272,14.0356688476182,24.08318915758459,30.066592756745816,32.0624390837628,38.0,80.05623023850174,56.00892785976178,54.0,52.0,57.0,16.5,25.5,1.5,2.5,5.0990195135927845,7.071067811865476,6.5,60.0,51.0,53.03772242470448,{},{}
40,40,33,0,1.3368983957219251,18.0,122.06555615733704,13.038404810405298,24.020824298928627,32.0624390837628,35.05709628591621,37.01351104664349,92.04890004774636,68.0294054067798,59.0,55.0,59.0,20.0,35.0,8.0,7.0,8.246211251235321,9.055385138137416,8.5,62.0,50.0,55.08175741568164,{},{}
