,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,107,D,L,museu_da_pessoa_4_neutral_1,360,640,0.82,29.97002997002997,24,0.0333666666666666
