,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,0,17,0,0.0,2.23606797749979,88.45903006477066,11.04536101718726,17.11724276862369,25.179356624028344,26.30589287593181,19.1049731745428,46.52956049652737,29.42787793912432,29.5,26.0,35.0,11.5,15.5,3.5,0.5,9.055385138137416,11.04536101718726,11.0,42.0,35.0,36.12478373637688,{},{}
1,1,17,0,0.0333333333333333,2.23606797749979,88.45903006477066,11.04536101718726,17.11724276862369,25.179356624028344,26.30589287593181,19.1049731745428,46.52956049652737,29.42787793912432,29.5,26.0,35.0,11.5,15.5,3.5,0.5,9.055385138137416,11.04536101718726,11.0,42.0,35.0,36.12478373637688,{},{}
2,2,17,0,0.0666666666666666,2.23606797749979,88.45903006477066,11.04536101718726,17.11724276862369,25.179356624028344,26.30589287593181,19.1049731745428,46.52956049652737,29.42787793912432,29.5,26.0,35.0,11.5,15.5,3.5,0.5,9.055385138137416,11.04536101718726,11.0,42.0,35.0,36.12478373637688,{},{}
3,3,17,0,0.0999999999999999,2.23606797749979,88.45903006477066,11.04536101718726,17.11724276862369,25.179356624028344,26.30589287593181,19.1049731745428,46.52956049652737,29.42787793912432,29.5,26.0,35.0,11.5,15.5,3.5,0.5,9.055385138137416,11.04536101718726,11.0,42.0,35.0,36.12478373637688,{},{}
4,4,17,0,0.1333333333333332,3.1622776601683795,88.45903006477066,11.04536101718726,17.11724276862369,23.345235059857504,24.186773244895647,19.026297590440446,46.52956049652737,29.42787793912432,29.5,26.0,35.0,11.5,15.5,3.5,0.5,10.04987562112089,10.198039027185567,10.5,41.0,34.0,43.18564576337837,{},{}
5,5,17,0,0.1666666666666665,3.1622776601683795,88.45903006477066,11.04536101718726,17.11724276862369,25.179356624028344,26.1725046566048,18.110770276274835,45.70557952810576,28.635642126552707,28.5,25.0,34.0,11.5,15.5,3.5,0.5,10.04987562112089,11.04536101718726,10.5,41.0,34.0,42.01190307520001,{},{}
6,6,17,0,0.1999999999999998,2.23606797749979,88.45903006477066,11.04536101718726,17.11724276862369,25.179356624028344,26.1725046566048,18.110770276274835,45.5411901469428,28.442925306655784,28.5,25.0,34.0,11.5,15.5,3.5,0.5,11.04536101718726,11.04536101718726,10.5,41.0,34.0,40.049968789001575,{},{}
7,7,17,0,0.2333333333333331,2.23606797749979,87.36704184073076,11.04536101718726,17.029386365926403,24.186773244895647,25.179356624028344,18.110770276274835,45.39823785126467,28.442925306655784,28.5,26.0,34.0,12.0,15.0,4.0,0.0,10.04987562112089,11.04536101718726,11.0,40.0,34.0,38.01315561749642,{},{}
8,8,17,0,0.2666666666666664,2.23606797749979,90.448880590088,11.04536101718726,18.110770276274835,25.179356624028344,26.1725046566048,19.1049731745428,47.51841748206689,29.42787793912432,29.5,25.0,34.0,10.5,17.5,2.5,0.5,10.04987562112089,10.04987562112089,10.0,40.0,34.0,38.01315561749642,{},{}
9,9,17,0,0.2999999999999997,2.0,89.27485648266257,11.04536101718726,17.11724276862369,25.079872407968907,26.0768096208106,19.1049731745428,47.51841748206689,30.4138126514911,30.0,27.0,34.0,11.5,16.5,2.5,0.5,10.04987562112089,11.04536101718726,10.5,39.0,33.0,41.04875150354759,{},{}
