,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,m_0_16,m_1_15,m_2_14,m_3_13
0,9,0,0,0.0,30.406056993414808,195.57607215607948,23.9889911858171,32.57791820723029,47.830281716257915,52.169896618716294,30.406056993414808,117.30061364828474,84.73042713818255,69.49898066502851,58.28653897707159,52.53278600561998,25.063438732644613,61.77624122307043,28.592861166809143,2.7179957330623665,19.667039757680648,19.667039757680566,20.455896905407258,67.02498037355628,67.7739896361121,82.78752070756582,399.99999999999983,404.2521630378181,391.15214431215895,375.88888362146173
1,9,1,0,0.0333666666666666,28.240440671284894,195.61933003373952,26.158456714619174,32.58512385148264,50.01105909255233,52.31691342923835,30.412782261383757,117.32655841514055,84.74916797089709,70.56985361000727,59.49806045193384,51.630359855568486,25.23365423153109,61.58471147966554,28.677198550520075,0.9920144230200094,19.67138974993883,19.551074310889565,19.418397269000252,63.83099701225092,68.80247159198325,82.80583180463981,399.99999999999994,404.42909925965415,391.31705433725904,378.08730125930396
2,9,2,0,0.0667333333333332,29.995384948402393,192.63403054193935,23.507909599079344,32.05624036238116,47.06436419735653,51.467766688548366,29.99538494840228,115.48158939018231,83.45574696702434,68.44372640101437,56.18540514406311,53.43458971473308,24.81464751874671,60.609633292902004,26.006667538122997,3.0029735103519215,21.47741523484577,19.233744217428605,20.25287859844127,67.16574339947147,67.14281993756049,79.33154924109593,400.0,404.2703007462013,391.4596515701332,374.20922055355
3,9,3,0,0.1000999999999998,30.234513538279394,194.79617266152135,21.59608109877102,34.621151733867386,49.71791236336124,54.16269584693266,34.62115173386739,121.01515843519536,86.41131527979057,71.2482527880619,58.78576196933204,58.445566587565054,23.99511426063009,62.335133785767425,25.174458250755606,4.218422733910302,19.556083182382157,19.436472988893886,19.39113676071713,68.03907635339363,67.84629897039241,82.1786931545007,399.99999999999983,402.15707076568924,386.95573426254924,371.6785316854805
4,9,4,0,0.1334666666666664,29.286876433466617,186.47443481760394,23.0111171977239,35.62410958833207,48.15960918544847,52.33981530411244,29.286876433466617,117.16618209998516,81.58487006465714,66.74639455860404,55.63339341539381,51.86067200164757,24.54548508913149,63.21872906750298,27.42916641142085,3.5162675412105955,18.9431389712915,18.943138971291443,18.61285217114073,65.02530412514278,66.54123146057555,79.74029285417204,399.99999999999994,401.99709318442075,389.2994638248624,368.3264190436021
5,9,5,0,0.166833333333333,39.522276821967615,195.61296717642267,22.06633146246017,30.817866087613037,50.548396732212794,55.06742555374319,32.935230684972964,125.230894380404,94.4398556990736,74.61640786602038,60.18330707441794,54.804934609622705,24.645200408302344,67.64948657196089,34.35804182151924,4.49332383134788,22.391651192980948,19.882746564388817,19.55049737730434,68.86359174861292,69.41958383885549,83.69552882404669,400.0000000000002,404.2977505328651,393.24781903232105,377.81684807350837
6,9,6,0,0.2001999999999996,29.579573604087628,186.22862396802267,21.233645403347804,35.98014196024031,48.64092310702039,52.98942370518868,31.692400290093847,118.39372846571952,82.427323825067,67.57711919433143,56.10927978942891,52.6131261674775,22.759162910325472,63.93861404054155,25.663134159829042,3.4449070704896485,21.54668900157091,21.23364540334785,20.98830985425559,67.87321038055529,67.12159429244849,80.53722857915163,400.0,402.1092760349267,389.2248839260976,368.0202040632266
7,9,7,0,0.2335666666666662,36.722437716326084,188.37887142912274,23.85956364752923,38.94253886654304,49.73023555412294,54.17612073147311,30.319057356684446,129.77051332896292,90.82882831758239,72.47977359420133,57.73088309389584,55.782593966393165,26.43862526532189,72.95830074832475,33.924157176253175,4.631459241695097,21.70917244431977,19.441290555702082,20.45703583877838,71.12964340935304,70.99292136531773,80.18759538418762,399.99999999999994,404.3162961080726,391.20071641671325,369.4855660779063
8,9,8,0,0.2669333333333328,41.05166994725564,194.61755547889067,21.576278701685766,34.589406076354464,51.82799997179112,56.26405120294099,32.43625924648182,129.61939328779738,95.03364967572656,74.44585845302868,58.36682706432725,54.88597555747003,24.195330572173816,72.91587633645258,36.219056202069396,4.880017308633114,19.538151349155605,21.683891731858154,20.42440810641193,68.29749165741981,69.29852084893423,80.09421552150125,399.99999999999994,404.1738649849079,391.0131305903962,371.41920304186874
9,9,9,0,0.3002999999999994,33.860326024961104,186.30065089726753,21.121491060927376,35.90653480357636,46.51525895325773,52.97243008741124,33.8603260249611,124.68837497775644,88.81078403200368,71.79998926736653,57.70060428586578,53.219891750196325,21.614865828956454,69.0166895162555,31.193531912862227,4.823624209317586,21.22683580949367,19.009341954834497,19.98032018456678,68.29657500159442,70.9027037213205,78.40597911062373,399.99999999999994,402.1079269148691,389.10006016987717,372.0321472448012
10,9,10,0,0.333666666666666,26.407704160044887,184.6847383164927,21.930404638065347,39.53559920710882,48.44584729608567,52.81540832008978,32.96862726216778,120.7965228301651,81.26095342414304,67.99299845292171,61.8658553509099,57.68202256110328,26.817682308432154,60.928493906199265,21.50215704269442,5.064038048864177,19.858826023287662,19.737364174258747,19.650296627534033,73.09133021317774,73.81149815240678,81.61529065751988,400.00000000000017,404.2398834496762,390.85986236339625,375.3239953412234
11,9,11,0,0.3670333333333326,25.989977866742585,175.30534208950877,19.54469217303833,34.600985637250716,45.37671404077797,49.82938338874306,34.60098563725085,114.71788581879386,80.12102881352553,67.11802570348709,63.0164962313637,59.156233198777045,26.504841714814233,53.60710508943339,18.9451599426651,9.237057970832439,22.010939403950015,21.58350183331729,21.484201996836873,73.44839752180638,77.14781626136858,82.4704447076442,399.99999999999994,402.03291709741956,388.886550401094,369.3050062212824
12,9,12,0,0.4003999999999992,30.524170726073116,166.06085552183893,17.578123710476756,34.95283444596798,41.65453306405667,45.83813854891539,32.70446863507844,115.63803530098326,80.7004807399389,65.33950245475296,64.50788778677645,60.44221607666998,29.90347743598295,53.00388487977045,15.685176654331713,12.127713907988436,22.234763166926484,21.91172280249261,21.81255972879643,77.43256575157568,77.52496738135073,83.10911265519739,400.00000000000017,404.2027708577725,388.588790170252,371.0608265842311
13,9,13,0,0.4337666666666658,30.045063065716953,156.79577967133048,17.302217321406808,34.40421443972736,40.83187935799171,45.067594598575475,32.26259555527352,113.92409273792812,79.52072902251159,64.51324598056567,69.36438457710847,62.352075231394906,33.601606913968794,48.01707563450168,13.32338775685605,16.01335560422808,21.88576612274524,21.46075933265499,21.289830997150318,76.51464099191827,76.03182625008219,84.1360304372138,399.99999999999994,399.867565871551,386.88934092140005,369.52411475768344
14,9,14,0,0.4671333333333324,30.45794438365689,151.96469647938673,21.700386860313646,36.95442721343556,39.120928761133065,43.40077372062752,28.29384284271713,117.36278628339932,80.40864521400863,65.14269503845321,71.85938534609022,63.302505913073105,39.288037826863615,49.731111113395514,12.283262411911664,19.32198581649027,20.006768139911728,19.53034817428239,19.4600000008939,75.49375886871587,78.76009456626537,82.7180491613659,400.0000000000001,402.16619208317843,388.92760129308266,371.3873971447919
15,9,15,0,0.5004999999999991,30.34706638076368,147.54341424171935,19.6288838493169,37.10415018250503,36.91370846217432,41.24230828266152,28.17941878213778,115.06922109380092,78.06541396189593,62.83622961664253,70.99945158649018,65.82026453839364,40.318770695613125,46.62983305885666,11.095808013637452,20.082212030864753,22.105754807972826,21.784588756612454,21.694276873649756,76.2129378865609,78.0650974931649,80.46616209376633,399.99999999999994,404.1660182743399,388.7408704376777,369.0161405913232
16,9,16,0,0.5338666666666656,24.082940368163396,144.56397117378134,22.002777753719386,39.469216527888456,35.02973144460124,41.597806090464005,30.65101501402616,116.11857331066908,76.65880770063345,64.54199168730668,74.0608159372224,66.29878313511983,39.63688939771964,45.814365207677156,5.833006898621534,19.10654228209887,22.32716052399214,21.893582152875815,20.725546165377693,72.2695775982757,77.18400073333476,78.93843305577693,400.00000000000006,404.006300041642,390.7437102424919,373.1170020033159
