0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,rot_x,rot_y,rot_z
"(1179.3206391017334, 436.54410397688474)","(1174.9769166741028, 490.8406343222684)","(1179.3206391017334, 545.1371646676521)","(1185.8362227431794, 599.4336950130357)","(1196.695528812256, 653.7302253584194)","(1224.9297245918556, 697.1674496347264)","(1266.1950876543472, 731.9172290557719)","(1318.3197567859156, 753.6358411939253)","(1372.6162871312993, 766.6670084768175)","(1429.0846786904983, 760.1514248353715)","(1479.0374866082514, 738.432812697218)","(1518.1309884569275, 705.8548944899877)","(1546.365184236527, 662.4176702136808)","(1561.5682127332345, 610.2930010821125)","(1570.2556575884958, 558.1683319505441)","(1578.9431024437572, 506.0436628189758)","(1578.9431024437572, 453.9189936874075)","(1214.070418522779, 369.216406348609)","(1240.132753088563, 347.4977942104555)","(1277.054393723424, 340.98221056900945)","(1311.8041731444696, 349.66965542427084)","(1344.3820913516997, 367.0445451347936)","(1426.912817476683, 373.56012877623965)","(1461.6625968977285, 358.35710027953223)","(1496.412376318774, 354.01337785190157)","(1531.1621557398196, 367.0445451347936)","(1552.880767877973, 395.27874091439315)","(1383.475593200376, 414.82549183873124)","(1383.475593200376, 447.40341004596144)","(1383.475593200376, 479.9813282531917)","(1383.475593200376, 512.5592464604218)","(1340.0383689240691, 542.9653034538368)","(1359.5851198484072, 549.4808870952828)","(1381.3037319865607, 555.9964707367288)","(1403.0223441247142, 551.6527483090981)","(1422.5690950490523, 547.3090258814674)","(1248.8201979438245, 419.16921426636196)","(1274.8825325096086, 406.13804698346985)","(1300.9448670753927, 408.3099081972852)","(1324.8353404273616, 430.0285203354387)","(1298.7730058615775, 427.85665912162335)","(1272.7106712957932, 425.684797907808)","(1439.943984759575, 438.7159651907001)","(1463.8344581115439, 419.16921426636196)","(1489.896792677328, 419.16921426636196)","(1511.6154048154815, 434.3722427630694)","(1492.0686538911434, 440.8878264045154)","(1466.006319325359, 438.7159651907001)","(1281.3981161510546, 608.1211398682972)","(1320.491617999731, 588.574388943959)","(1357.4132586345918, 582.058805302513)","(1381.3037319865607, 586.4025277301437)","(1405.1942053385294, 584.2306665163284)","(1442.1158459733904, 595.089972585405)","(1476.865625394436, 614.6367235097432)","(1442.1158459733904, 655.9020865722348)","(1405.1942053385294, 671.1051150689422)","(1379.1318707727453, 673.2769762827576)","(1353.0695362069612, 668.9332538551268)","(1316.1478955721002, 649.3865029307888)","(1294.4292834339467, 610.2930010821125)","(1357.4132586345918, 608.1211398682972)","(1379.1318707727453, 610.2930010821125)","(1405.1942053385294, 610.2930010821125)","(1463.8344581115439, 616.8085847235585)","(1405.1942053385294, 640.6990580755273)","(1379.1318707727453, 640.6990580755273)","(1355.2413974207764, 638.527196861712)",2.36,-0.54,-2.29
"(1177.40914183357, 436.6406596098663)","(1173.0644586533722, 488.77685777223843)","(1179.5814834236687, 543.0853975247094)","(1183.9261666038665, 601.7386204573779)","(1196.9602161444593, 653.87481861975)","(1225.2006568157442, 697.3216504217268)","(1266.4751470276221, 732.0791158633082)","(1318.6113451899944, 753.8025317642965)","(1372.9198849424652, 766.8365813048896)","(1429.400766285035, 760.3195565345931)","(1479.3646228573082, 740.7684822237036)","(1520.6391130691861, 706.0110167821222)","(1546.7072121503722, 662.5641849801455)","(1561.913603281064, 610.4279868177733)","(1570.6029696414594, 558.2917886554012)","(1577.119994411756, 506.15559049302914)","(1577.119994411756, 451.8470507405582)","(1214.3389488652501, 369.29807031680235)","(1242.579389536535, 347.574654415814)","(1279.5091965682152, 343.2299712356163)","(1314.2666620097966, 349.7469960059128)","(1344.6794442711803, 367.1257287267035)","(1427.2284246949362, 373.64275349700006)","(1459.8135485464188, 358.4363623663082)","(1494.5710139880002, 354.0916791861105)","(1529.3284794295816, 367.1257287267035)","(1551.05189533057, 393.1938278078896)","(1383.7815928929595, 414.91724370887795)","(1383.7815928929595, 447.5023675603605)","(1383.7815928929595, 480.0874914118431)","(1383.7815928929595, 512.6726152633256)","(1340.3347610909827, 543.0853975247094)","(1359.8858354018723, 549.6024222950059)","(1381.6092513028607, 556.1194470653023)","(1403.332667203849, 551.7747638851047)","(1422.8837415147384, 547.430080704907)","(1249.0964143068315, 419.2619268890756)","(1275.1645133880177, 406.2278773484826)","(1301.2326124692036, 410.5725605286803)","(1322.956028370192, 430.12363483956983)","(1299.0602708791048, 427.95129324947095)","(1272.9921717979187, 425.7789516593721)","(1440.2624742355292, 438.81300119996513)","(1464.1582317266163, 421.4342684791745)","(1488.0539892177037, 421.4342684791745)","(1511.9497467087908, 436.6406596098663)","(1490.2263308078025, 440.985342790064)","(1464.1582317266163, 440.985342790064)","(1279.5091965682152, 608.2556452276744)","(1318.6113451899944, 588.704570916785)","(1357.7134938117733, 582.1875461464884)","(1381.6092513028607, 586.5322293266861)","(1405.5050087939478, 584.3598877365872)","(1442.434815825628, 595.2215956870815)","(1475.0199396771106, 614.772669997971)","(1442.434815825628, 656.0471602098489)","(1405.5050087939478, 673.4258929306396)","(1379.4369097127617, 673.4258929306396)","(1353.3688106315758, 669.0812097504419)","(1316.4390035998954, 649.5301354395524)","(1292.5432461088083, 612.6003284078721)","(1355.5411522216746, 610.4279868177733)","(1379.4369097127617, 612.6003284078721)","(1405.5050087939478, 612.6003284078721)","(1461.9858901365176, 616.9450115880699)","(1405.5050087939478, 640.840769079157)","(1379.4369097127617, 640.840769079157)","(1355.5411522216746, 638.6684274890582)",2.16,-0.85,-2.28
"(1149.75048766407, 429.55362085590724)","(1147.6134049732448, 482.9806881265425)","(1151.8875703548956, 534.2706727063522)","(1160.435901118197, 589.8348226678129)","(1173.2583972631496, 641.1248072476227)","(1201.04047224388, 686.0035437549564)","(1243.782126060388, 720.1968668081629)","(1295.072110640198, 743.7047764072423)","(1348.4991779108332, 756.5272725521949)","(1404.0633278722937, 750.1160244797186)","(1455.3533124521036, 730.8822802622899)","(1493.820800886961, 696.6889572090834)","(1519.4657931768659, 653.9473033925752)","(1534.4253720126437, 602.6573188127653)","(1542.9737027759454, 551.3673342329555)","(1551.522033539247, 500.07734965314575)","(1549.3849508484216, 446.6502823825105)","(1190.3550587897528, 367.57822282197037)","(1218.1371337704832, 341.93323053206547)","(1256.6046222053405, 335.52198245958925)","(1292.9350279493724, 344.0703132228909)","(1324.9912683117536, 363.3040574403195)","(1404.0633278722937, 369.7153055127958)","(1436.119568234675, 352.6186439861925)","(1470.3128912878815, 350.4815612953671)","(1504.506214341088, 361.16697474949416)","(1525.877041249342, 388.94904973022443)","(1363.458756746611, 410.31987663847855)","(1363.458756746611, 442.37611700085967)","(1363.458756746611, 474.43235736324084)","(1363.458756746611, 506.48859772562196)","(1316.442937548452, 536.4077553971777)","(1337.8137644567062, 542.8190034696539)","(1361.3216740557857, 549.2302515421302)","(1380.5554182732142, 544.9560861604793)","(1401.9262451814684, 540.6819207788285)","(1228.8225472246102, 412.45695932930397)","(1254.4675395145152, 399.6344631843515)","(1280.11253180442, 403.90862856600233)","(1303.6204414034996, 425.2794554742564)","(1277.9754491135945, 423.14237278343103)","(1252.3304568236897, 421.0052900926056)","(1416.8858240172463, 431.69070354673266)","(1440.3937336163258, 414.5940420201294)","(1466.0387259062306, 414.5940420201294)","(1487.4095528144846, 431.69070354673266)","(1466.0387259062306, 435.96486892838345)","(1440.3937336163258, 433.82778623755803)","(1258.7417048961659, 598.3831534311146)","(1297.2091933310232, 581.2864919045113)","(1335.6766817658806, 572.7381611412096)","(1359.1845913649602, 579.1494092136859)","(1384.829583654865, 577.0123265228605)","(1421.159989398897, 587.6977399769875)","(1451.0791470704528, 609.0685668852416)","(1419.0229067080716, 649.6731380109244)","(1382.6925009640397, 664.6327168467022)","(1357.0475086741349, 664.6327168467022)","(1331.4025163842298, 660.3585514650514)","(1292.9350279493724, 638.9877245567973)","(1271.5642010411184, 602.6573188127653)","(1335.6766817658806, 600.52023612194)","(1359.1845913649602, 602.6573188127653)","(1382.6925009640397, 602.6573188127653)","(1438.2566509255003, 611.205649576067)","(1382.6925009640397, 632.5764764843211)","(1357.0475086741349, 632.5764764843211)","(1333.5395990750553, 628.3023111026703)",2.25,-1.92,-2.79
"(1168.3479874435127, 434.0812300852977)","(1166.1883793336356, 488.0714328322253)","(1172.667203663267, 544.22124368903)","(1176.9864198830212, 600.3710545458347)","(1189.9440685422837, 652.2016491828851)","(1218.0189739706861, 697.5534194903043)","(1261.2111361682282, 734.266757358215)","(1313.0417308052786, 755.8628384569861)","(1367.0319335522063, 768.8204871162487)","(1418.8625281892566, 764.5012708964945)","(1468.53351471643, 742.9051897977234)","(1507.406460694218, 708.3514600396898)","(1533.3217580127432, 665.1592978421478)","(1548.4390147818829, 613.3287032050973)","(1559.2370553312685, 561.4981085680467)","(1567.8754877707768, 507.5079058211192)","(1567.8754877707768, 453.5177030741917)","(1207.2209334213005, 369.29298678898465)","(1235.295838849703, 345.5372975803365)","(1272.0091767176136, 341.2180813605823)","(1308.7225145855246, 349.8565138000907)","(1338.9570281238039, 369.29298678898465)","(1421.0221362991338, 373.61220300873885)","(1453.4162579472904, 358.49494623959913)","(1490.1295958152011, 356.335338129722)","(1522.5237174633576, 369.29298678898465)","(1544.1197985621286, 395.2082841075099)","(1379.9895822114688, 416.8043652062809)","(1379.9895822114688, 449.1984868544374)","(1377.8299741015917, 481.592608502594)","(1377.8299741015917, 513.9867301507505)","(1332.4782037941725, 544.22124368903)","(1354.0742848929435, 550.7000680186613)","(1375.6703659917146, 555.0192842384155)","(1395.1068389806087, 552.8596761285384)","(1416.7029200793795, 548.5404599087842)","(1241.7746631793343, 418.963973316158)","(1267.6899604978596, 406.0063246568954)","(1293.6052578163847, 410.3255408766496)","(1317.3609470250328, 429.7620138655435)","(1291.4456497065075, 429.7620138655435)","(1265.5303523879825, 425.4427976457893)","(1431.8201768485194, 438.4004463050519)","(1457.7354741670447, 421.1235814260351)","(1483.6507714855697, 421.1235814260351)","(1505.2468525843408, 436.24083819517483)","(1483.6507714855697, 440.560054414929)","(1457.7354741670447, 440.560054414929)","(1272.0091767176136, 606.849878875466)","(1310.8821226954017, 589.5730139964492)","(1349.7550686731895, 583.0941896668178)","(1373.5107578818377, 589.5730139964492)","(1399.4260552003627, 585.2537977766949)","(1436.1393930682736, 598.2114464359576)","(1466.373906606553, 619.8075275347286)","(1436.1393930682736, 658.6804735125164)","(1399.4260552003627, 675.9573383915333)","(1371.3511497719605, 675.9573383915333)","(1345.4358524534352, 671.6381221717791)","(1308.7225145855246, 650.042041073008)","(1284.9668253768764, 611.1690950952202)","(1349.7550686731895, 609.0094869853431)","(1373.5107578818377, 611.1690950952202)","(1399.4260552003627, 611.1690950952202)","(1451.2566498374133, 621.9671356446057)","(1399.4260552003627, 641.4036086334996)","(1373.5107578818377, 641.4036086334996)","(1347.5954605633124, 637.0843924137454)",1.99,-1.51,-2.61
"(1119.1770637074762, 420.47586879477143)","(1117.0851439622286, 472.77386242596185)","(1123.3609031979713, 527.1637758024)","(1133.8205019242096, 581.5536891788381)","(1148.463940140943, 633.8516828100286)","(1177.7508165744096, 677.7819974602286)","(1221.6811312246095, 713.3446331294381)","(1273.9791248558, 736.3557503271619)","(1326.2771184869905, 748.9072687986476)","(1376.4831923729332, 742.6315095629047)","(1422.5054267683809, 719.6203923651809)","(1460.1599821828381, 684.0577566959714)","(1485.2630191258095, 642.219361791019)","(1501.9983770877905, 592.0132879050761)","(1512.4579758140285, 539.7152942738857)","(1518.7337350497714, 489.50922038794283)","(1518.7337350497714, 439.30314650199995)","(1169.383137593419, 357.71827643734287)","(1196.578094281638, 334.70715923961905)","(1232.1407299508476, 330.5233197491238)","(1267.7033656200572, 340.9829184753619)","(1299.0821617987713, 357.71827643734287)","(1378.5751121181809, 363.9940356730857)","(1409.9539082968952, 349.3505974563524)","(1443.4246242208571, 345.16675796585713)","(1474.8034203995715, 357.71827643734287)","(1495.7226178520475, 382.8213133803143)","(1336.7367172132285, 403.74051083279045)","(1336.7367172132285, 437.21122675675235)","(1338.8286369584762, 468.59002293546666)","(1338.8286369584762, 502.06073885942857)","(1292.8064025630285, 529.2556955476476)","(1313.7256000155046, 535.5314547833905)","(1334.6447974679809, 541.8072140191333)","(1355.5639949204572, 537.623374528638)","(1374.3912726276856, 533.4395350381428)","(1202.853853517381, 405.8324305780381)","(1230.0488102056, 395.37283185179996)","(1255.1518471485713, 399.5566713422952)","(1278.1629643462952, 418.3839490495238)","(1253.0599274033236, 418.3839490495238)","(1227.9568904603523, 414.20010955902853)","(1389.034710844419, 426.75162803051427)","(1412.0458280421428, 410.0162700685333)","(1437.1488649851142, 412.10818981378094)","(1458.0680624375905, 426.75162803051427)","(1439.2407847303618, 430.9354675210095)","(1414.1377477873905, 428.84354777576186)","(1234.2326496960952, 589.9213681598285)","(1273.9791248558, 573.1860101978476)","(1311.6336802702572, 566.9102509621048)","(1334.6447974679809, 571.0940904526)","(1359.7478344109522, 569.0021707073523)","(1393.2185503349142, 581.5536891788381)","(1420.4135070231332, 600.3809668860666)","(1393.2185503349142, 640.1274420457714)","(1359.7478344109522, 656.8628000077523)","(1332.5528777227332, 658.954719753)","(1307.4498407797619, 654.7708802625048)","(1269.7952853653046, 633.8516828100286)","(1246.784168167581, 594.1052076503238)","(1311.6336802702572, 592.0132879050761)","(1334.6447974679809, 594.1052076503238)","(1359.7478344109522, 594.1052076503238)","(1407.8619885516475, 602.4728866313143)","(1357.6559146657046, 623.3920840837905)","(1334.6447974679809, 623.3920840837905)","(1309.5417605250095, 621.3001643385428)",2.0,-2.86,-2.7
"(1192.2553507960226, 447.91913731563284)","(1187.863986704693, 502.8111884572545)","(1192.2553507960226, 557.7032395988762)","(1196.6467148873526, 614.7909727861627)","(1209.8208071613417, 669.6830239277845)","(1238.364673754985, 713.5966648410817)","(1282.2783146682823, 750.9232596173845)","(1334.974683764239, 775.075762119698)","(1389.8667349058608, 788.2498543936872)","(1444.7587860474825, 781.6628082566926)","(1493.0637910521095, 757.5103057543791)","(1530.3903858284123, 720.1837109780763)","(1556.7385703763907, 676.270070064779)","(1574.3040267417095, 625.7693830144871)","(1585.2824369700338, 570.8773318728654)","(1591.8694831070286, 518.1809627769086)","(1591.8694831070286, 465.4845936809518)","(1229.5819455723254, 377.6573118543571)","(1258.1258121659687, 355.70049139770845)","(1295.4524069422714, 349.11344526071383)","(1330.5833196729093, 357.8961734433733)","(1363.5185503578823, 377.6573118543571)","(1446.9544680931474, 384.2443579913517)","(1479.8896987781204, 368.8745836716976)","(1515.0206115087583, 364.4832195803679)","(1547.955842193731, 377.6573118543571)","(1569.9126626503798, 404.0054964023355)","(1403.0408271798499, 425.9623168589842)","(1403.0408271798499, 461.09322958962207)","(1403.0408271798499, 494.02846027459503)","(1403.0408271798499, 526.9636909595681)","(1356.9315042208877, 557.7032395988762)","(1378.8883246775365, 564.2902857358708)","(1400.845145134185, 570.8773318728654)","(1420.606283545169, 568.6816498272005)","(1440.3674219561526, 562.094603690206)","(1264.7128583029632, 430.3536809503139)","(1291.0610428509417, 414.9839066306599)","(1317.4092273989202, 419.3752707219896)","(1341.5617299012338, 441.3320911786383)","(1315.2135453532553, 439.13640913297337)","(1286.669678759612, 436.9407270873085)","(1457.9328783214717, 450.11481936129775)","(1482.0853808237853, 432.5493629959788)","(1508.4335653717635, 432.5493629959788)","(1530.3903858284123, 447.91913731563284)","(1510.6292474174284, 452.3105014069626)","(1484.2810628694501, 452.3105014069626)","(1295.4524069422714, 623.5737009688222)","(1334.974683764239, 603.8125625578384)","(1376.6926426318716, 597.2255164208439)","(1400.845145134185, 603.8125625578384)","(1424.9976476364986, 599.4211984665087)","(1462.3242424128014, 610.399608694833)","(1490.8681090064447, 632.3564291514816)","(1460.1285603671365, 678.4657521104439)","(1424.9976476364986, 696.0312084757628)","(1396.4537810428553, 696.0312084757628)","(1370.1055964948769, 691.6398443844331)","(1330.5833196729093, 669.6830239277845)","(1306.430817170596, 625.7693830144871)","(1374.4969605862068, 623.5737009688222)","(1398.6494630885202, 625.7693830144871)","(1424.9976476364986, 625.7693830144871)","(1477.6940167324553, 634.5521111971466)","(1424.9976476364986, 663.0959777907898)","(1398.6494630885202, 665.2916598364546)","(1372.3012785405417, 660.9002957451249)",1.91,-1.51,-2.52
"(1132.4751036993512, 428.9038172592692)","(1130.362277013345, 479.6116577234192)","(1134.5879303853574, 534.5451515595818)","(1145.1520638153886, 587.365818709738)","(1157.8290239314263, 640.1864858598944)","(1185.2957708495076, 686.668672952032)","(1227.5523045696325, 722.5867266141382)","(1278.2601450337825, 750.0534735322195)","(1333.193638869945, 764.8432603342633)","(1386.0143060201015, 758.5047802762446)","(1432.496493112239, 735.2636867301758)","(1468.4145467743454, 697.2328063820632)","(1495.8812936924264, 654.9762726619382)","(1512.7839071804765, 604.2684321977881)","(1523.3480406105077, 553.560591733638)","(1531.7993473545328, 502.852751269488)","(1531.7993473545328, 452.144910805338)","(1178.9572907914887, 367.6318433650879)","(1208.5368643955762, 344.3907498190191)","(1244.4549180576826, 338.05226976100033)","(1280.372971719789, 348.6164031910316)","(1312.0653720098826, 367.6318433650879)","(1392.3527860781203, 373.9703234231066)","(1424.045186368214, 359.18053662106286)","(1457.850413344314, 354.95488324905034)","(1491.655640320414, 365.51901667908163)","(1510.6710804944703, 392.98576359716293)","(1350.0962523579951, 414.1140304572254)","(1350.0962523579951, 445.8064307473192)","(1350.0962523579951, 479.6116577234192)","(1350.0962523579951, 513.4168846995193)","(1305.7268919518638, 540.8836316176006)","(1324.74233212592, 547.2221116756193)","(1345.8705989859827, 553.560591733638)","(1366.9988658460452, 549.3349383616255)","(1386.0143060201015, 545.1092849896131)","(1216.9881711396013, 416.22685714323165)","(1242.3420913716764, 403.54989702719416)","(1267.6960116037512, 407.7755503992067)","(1290.9371051498201, 428.9038172592692)","(1265.583184917745, 426.79099057326295)","(1238.1164379996637, 424.6781638872567)","(1402.9169195081515, 437.3551240032942)","(1426.1580130542202, 418.3396838292379)","(1451.5119332862953, 418.3396838292379)","(1472.6402001463578, 435.2422973172879)","(1451.5119332862953, 439.46795068930044)","(1428.2708397402264, 439.46795068930044)","(1244.4549180576826, 602.1556055117819)","(1284.5986250918013, 585.2529920237318)","(1322.6295054399138, 576.8016852797068)","(1345.8705989859827, 585.2529920237318)","(1371.2245192180576, 581.0273386517193)","(1405.0297461941577, 591.5914720817506)","(1430.3836664262328, 612.7197389418131)","(1402.9169195081515, 652.8634459759319)","(1369.1116925320514, 671.8788861499881)","(1341.64494561397, 671.8788861499881)","(1316.291025381895, 667.6532327779756)","(1278.2601450337825, 646.5249659179132)","(1257.13187817372, 606.3812588837943)","(1320.5166787539076, 604.2684321977881)","(1343.7577722999763, 606.3812588837943)","(1369.1116925320514, 606.3812588837943)","(1419.8195329962014, 614.8325656278193)","(1369.1116925320514, 635.9608324878819)","(1343.7577722999763, 635.9608324878819)","(1318.4038520679014, 631.7351791158694)",1.87,-2.63,-3.35
"(1164.3172899470453, 442.8293959909912)","(1159.9970031568891, 496.8329808679414)","(1164.3172899470453, 552.9967091399695)","(1172.9578635273572, 609.1604374119977)","(1185.9187238978252, 663.1640222889479)","(1216.1607314289174, 710.6871769806639)","(1257.2034559353995, 747.40961469699)","(1309.0468974172716, 775.4914788330042)","(1360.8903388991437, 788.4523392034722)","(1412.7337803810158, 781.9719090182382)","(1460.256935072732, 756.050188277302)","(1499.139516184136, 717.167607165898)","(1527.2213803201503, 671.8045958692599)","(1542.3423840856963, 617.8010109923097)","(1555.3032444561643, 565.9575695104376)","(1563.9438180364764, 514.1141280285655)","(1563.9438180364764, 460.1105431516153)","(1205.3600144535274, 378.025094138651)","(1235.6020219846193, 354.263516792793)","(1272.3244597009455, 347.78308660755897)","(1309.0468974172716, 358.583803582949)","(1341.4490483434417, 378.025094138651)","(1421.3743539613279, 384.5055243238851)","(1453.776504887498, 369.38452055833903)","(1488.3387992087462, 365.064233768183)","(1522.9010935299941, 378.025094138651)","(1544.5025274807742, 406.1069582746651)","(1380.3316294548458, 427.70839222544515)","(1380.3316294548458, 460.1105431516153)","(1380.3316294548458, 492.51269407778534)","(1380.3316294548458, 527.0749883990335)","(1332.8084747631297, 555.1568525350475)","(1354.4099087139098, 563.7974261153596)","(1376.01134266469, 570.2778563005936)","(1395.4526332203918, 565.9575695104376)","(1414.893923776094, 561.6372827202815)","(1242.0824521698535, 427.70839222544515)","(1268.0041729107895, 414.7475318549771)","(1296.0860370468035, 419.0678186451332)","(1317.6874709975837, 440.66925259591324)","(1291.7657502566476, 438.5091092008352)","(1265.8440295157116, 436.3489658057572)","(1432.175070936718, 449.3098261762252)","(1458.096791677654, 432.0286790156012)","(1484.01851241859, 432.0286790156012)","(1503.4598029742922, 449.3098261762252)","(1484.01851241859, 453.63011296638126)","(1458.096791677654, 451.46996957130324)","(1272.3244597009455, 619.9611543873878)","(1309.0468974172716, 602.6800072267637)","(1350.0896219237536, 594.0394336464516)","(1373.8511992696117, 600.5198638316856)","(1397.6127766154698, 598.3597204366076)","(1434.335214331796, 611.3205808070757)","(1460.256935072732, 632.9220147578558)","(1432.175070936718, 676.1248826594159)","(1397.6127766154698, 697.7263166101959)","(1369.5309124794558, 699.8864600052739)","(1343.6091917385197, 693.4060298200399)","(1304.7266106271156, 669.6444524741819)","(1283.1251766763355, 624.2814411775437)","(1347.9294785286756, 622.1212977824657)","(1371.6910558745337, 624.2814411775437)","(1397.6127766154698, 624.2814411775437)","(1447.296074702264, 635.0821581529337)","(1397.6127766154698, 661.0038788938698)","(1371.6910558745337, 661.0038788938698)","(1345.7693351335977, 658.8437354987918)",1.16,-2.16,-3.11
"(1158.6461662805268, 437.99845764422145)","(1154.3309105401895, 491.9391543984359)","(1158.6461662805268, 548.037479022819)","(1167.276677761201, 604.135803647202)","(1180.2224449822124, 658.0765004014165)","(1208.271607294404, 707.7019414152937)","(1251.4241646977755, 746.5392430783282)","(1301.049605711653, 772.4307775203512)","(1354.9903024658674, 787.5341726115312)","(1406.7733713499133, 781.0612890010254)","(1454.2411844936219, 755.1697545590025)","(1493.0784861566565, 718.4900807661367)","(1521.1276484688478, 673.1798954925965)","(1538.3886714301966, 619.239198738382)","(1549.1768107810394, 567.4561298543362)","(1557.8073222617138, 515.6730609702903)","(1557.8073222617138, 463.8899920862444)","(1201.7987236838983, 375.42724940933266)","(1232.0055138662583, 353.85097070764687)","(1268.6851876591243, 349.53571496730973)","(1305.36486145199, 360.3238543181526)","(1337.7292795045187, 379.74250514966985)","(1417.5615107007561, 386.2153887601756)","(1449.9259287532848, 371.1119936689955)","(1484.447974675982, 366.7967379286584)","(1518.9700205986794, 377.58487727950126)","(1538.3886714301966, 405.6340395916928)","(1376.566581167553, 427.2103182933786)","(1374.4089532973846, 461.73236421607584)","(1374.4089532973846, 494.0967822686045)","(1374.4089532973846, 528.6188281913018)","(1326.9411401536759, 556.6679905034932)","(1348.5174188553617, 563.140874113999)","(1370.0936975570473, 569.6137577245047)","(1391.6699762587332, 567.4561298543362)","(1411.0886270902504, 563.140874113999)","(1238.478397476764, 425.05269042321)","(1264.369931918787, 414.2645510723671)","(1292.4190942309785, 418.57980681270425)","(1313.9953729326644, 440.15608551439004)","(1288.1038384906415, 437.99845764422145)","(1262.2123040486185, 433.6832019038843)","(1428.349650051599, 448.7865969950644)","(1454.2411844936219, 431.5255740337157)","(1477.9750910654764, 433.6832019038843)","(1499.5513697671622, 448.7865969950644)","(1480.132718935645, 453.1018527354015)","(1452.0835566234534, 453.1018527354015)","(1264.369931918787, 619.239198738382)","(1303.2072335818214, 601.9781757770335)","(1344.2021631150244, 595.5052921665277)","(1367.936069686879, 601.9781757770335)","(1393.8276041289018, 597.6629200366963)","(1430.5072779217676, 610.6086872577077)","(1458.5564402339592, 632.1849659593935)","(1428.349650051599, 677.4951512329337)","(1391.6699762587332, 699.0714299346195)","(1363.6208139465416, 699.0714299346195)","(1335.5716516343502, 694.7561741942823)","(1298.8919778414843, 668.8646397522593)","(1275.15807126963, 623.5544544787192)","(1342.044535244856, 621.3968266085507)","(1367.936069686879, 623.5544544787192)","(1393.8276041289018, 623.5544544787192)","(1445.6106730129477, 636.5002216997307)","(1391.6699762587332, 664.5493840119223)","(1365.7784418167103, 664.5493840119223)","(1339.8869073746873, 660.2341282715851)",1.06,-2.54,-3.84
"(1125.7754735474261, 426.65411943073184)","(1123.6633244413333, 479.4578470830501)","(1127.8876226535187, 536.485872947554)","(1134.224069971797, 591.4017497059649)","(1149.0091137144461, 644.2054773582832)","(1178.5792011997444, 690.6727576923233)","(1220.8221833215991, 728.6914416019926)","(1271.5137618678245, 754.0372308751053)","(1324.317489520143, 768.8222746177544)","(1375.0090680663684, 762.4858272994762)","(1423.5884975065012, 737.1400380263634)","(1461.6071814161705, 701.233503222787)","(1489.065119795376, 656.8783719948397)","(1505.962312644118, 606.186793448614)","(1516.5230581745816, 555.4952149023885)","(1524.9716545989525, 504.80363635616294)","(1524.9716545989525, 451.99990870384465)","(1174.354902987559, 363.28964624794986)","(1203.9249904728572, 342.1681551870226)","(1241.9436743825263, 337.9438569748371)","(1275.73806008001, 348.50460250530074)","(1307.420296671401, 367.51394446013535)","(1385.569813596832, 373.85039177841355)","(1417.2520501882232, 356.9531989296717)","(1453.1585849917994, 354.84104982357894)","(1484.8408215831905, 369.62609356622806)","(1503.850163538025, 397.0840319454336)","(1345.4389805810702, 416.0933739002682)","(1343.3268314749776, 447.77561049165917)","(1343.3268314749776, 481.5699961891429)","(1343.3268314749776, 515.3643818866266)","(1296.8595511409374, 542.8223202658321)","(1317.9810422018647, 549.1587675841103)","(1339.1025332627921, 555.4952149023885)","(1358.1118752176267, 553.3830657962958)","(1377.1212171724612, 549.1587675841103)","(1210.2614377911354, 413.98122479417543)","(1235.6072270642483, 403.4204792637118)","(1263.0651654434537, 407.64477747589723)","(1284.186656504381, 428.76626853682455)","(1258.8408672312682, 426.65411943073184)","(1233.4950779581554, 424.5419703246391)","(1396.1305591272958, 439.32701406728825)","(1419.3641992943158, 422.4298212185464)","(1444.7099885674286, 422.4298212185464)","(1465.831479628356, 437.21486496119553)","(1444.7099885674286, 443.5513122794737)","(1419.3641992943158, 441.43916317338096)","(1237.7193761703409, 604.0746443425213)","(1275.73806008001, 589.2896005998722)","(1313.7567439896793, 580.8410041755013)","(1336.9903841566993, 589.2896005998722)","(1362.336173429812, 585.0653023876868)","(1394.018410021203, 597.7381970242432)","(1423.5884975065012, 616.7475389790777)","(1394.018410021203, 658.9905211009324)","(1360.2240243237193, 677.9998630557669)","(1334.8782350506065, 680.1120121618596)","(1307.420296671401, 673.7755648435815)","(1271.5137618678245, 650.5419246765614)","(1248.2801217008046, 608.2989425547067)","(1313.7567439896793, 606.186793448614)","(1336.9903841566993, 610.4110916607996)","(1360.2240243237193, 608.2989425547067)","(1408.803453763852, 620.9718371912631)","(1360.2240243237193, 644.2054773582832)","(1334.8782350506065, 644.2054773582832)","(1311.6445948835865, 639.9811791460978)",1.3,-2.81,-3.84
