,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,161,3,1,5.372033333333337,4.0,30.265491900843116,3.1622776601683795,6.082762530298219,9.055385138137416,8.06225774829855,7.071067811865476,20.223748416156685,14.142135623730953,12.0,14.0,10.0,5.0,8.0,2.0,3.0,4.0,4.123105625617661,4.0,8.0,11.0,11.0,{},{}
1,162,3,0,5.405400000000004,4.0,29.068883707497267,4.0,5.0990195135927845,8.06225774829855,9.0,5.0990195135927845,18.110770276274835,13.038404810405298,11.0,12.0,10.0,6.0,7.0,1.0,3.0,4.0,3.0,3.5,9.0,10.0,10.0,{},{}
2,163,3,0,5.438766666666671,3.0,29.068883707497267,3.0,5.0990195135927845,8.06225774829855,8.0,6.082762530298219,17.11724276862369,12.041594578792296,10.5,12.0,10.0,5.0,6.0,1.0,3.0,4.0,4.0,4.0,9.0,9.0,10.0,{},{}
3,164,3,0,5.472133333333337,3.0,25.079872407968907,3.0,5.0990195135927845,7.071067811865476,7.0,5.385164807134504,16.278820596099706,11.180339887498947,9.5,11.0,9.0,5.0,6.0,1.0,2.0,4.0,3.0,3.5,8.0,9.0,10.04987562112089,{},{}
4,165,3,0,5.505500000000004,2.0,26.0768096208106,3.1622776601683795,6.0,7.071067811865476,8.06225774829855,5.0990195135927845,16.1245154965971,10.198039027185567,9.0,11.0,9.0,5.0,6.0,0.0,3.0,4.0,4.0,4.0,8.0,9.0,9.055385138137416,{},{}
5,166,3,0,5.538866666666671,3.0,24.08318915758459,2.0,5.0990195135927845,7.071067811865476,7.071067811865476,5.0990195135927845,15.132745950421556,10.04987562112089,8.5,11.0,9.0,5.0,5.0,0.0,3.0,3.1622776601683795,3.0,3.0,8.0,9.0,8.0,{},{}
6,167,3,0,5.572233333333338,2.0,23.08679276123039,3.0,5.0990195135927845,7.0,7.071067811865476,5.0990195135927845,15.132745950421556,10.04987562112089,9.0,11.0,9.0,5.0,5.0,0.0,2.0,3.0,3.0,3.5,7.0,7.0,8.0,{},{}
7,168,3,0,5.605600000000004,2.23606797749979,22.09072203437452,3.0,5.0,6.0,6.082762530298219,5.0990195135927845,15.132745950421556,10.198039027185567,9.0,12.0,10.0,6.0,4.0,1.0,3.0,4.123105625617661,3.1622776601683795,3.0,9.0,9.0,8.0,{},{}
8,169,3,0,5.638966666666671,1.0,23.021728866442675,3.0,5.0,6.082762530298219,7.0,5.385164807134504,14.142135623730953,9.219544457292889,8.5,10.0,9.0,4.5,4.5,0.5,2.5,3.1622776601683795,4.123105625617661,4.0,8.0,7.0,8.0,{},{}
9,170,3,0,5.672333333333338,1.0,21.095023109728988,3.0,5.0990195135927845,6.0,7.0,5.385164807134504,14.317821063276352,9.219544457292889,8.5,11.0,9.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,7.0,7.0,7.0,{},{}
10,171,3,0,5.705700000000005,2.0,21.0,3.0,4.0,6.0,6.0,4.47213595499958,13.152946437965904,9.219544457292889,8.0,9.0,9.0,5.0,4.0,1.0,2.0,3.0,2.0,2.5,7.0,7.0,7.0,{},{}
11,172,3,0,5.739066666666671,2.0,22.0,3.0,4.0,6.0,7.0,4.123105625617661,13.038404810405298,9.055385138137416,8.0,8.0,8.0,4.0,5.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,8.0,{},{}
12,173,3,0,5.772433333333338,1.0,18.24828759089466,2.0,4.123105625617661,5.0,5.0,5.0990195135927845,12.16552506059644,8.06225774829855,7.5,11.0,8.0,4.5,2.5,0.5,2.5,3.1622776601683795,2.23606797749979,2.5,6.0,6.0,6.0,{},{}
13,174,3,0,5.805800000000005,2.0,18.027756377319943,2.0,4.123105625617661,6.0,5.0,4.47213595499958,12.36931687685298,8.246211251235321,7.0,8.0,7.0,3.5,4.5,0.5,1.5,3.0,3.0,3.0,7.0,7.0,7.0,{},{}
14,175,3,0,5.839166666666672,1.0,15.132745950421556,2.0,4.123105625617661,5.0990195135927845,5.0990195135927845,5.0990195135927845,12.16552506059644,8.06225774829855,7.5,11.0,9.0,5.0,2.0,2.0,3.0,3.0,2.0,2.5,6.0,6.0,6.0,{},{}
15,246,3,1,8.208200000000007,6.324555320336759,33.24154027718932,3.1622776601683795,4.123105625617661,8.54400374531753,9.486832980505138,8.54400374531753,22.13594362117865,18.027756377319943,14.0,19.0,10.0,6.5,6.5,3.5,5.5,4.123105625617661,3.1622776601683795,3.0,3.0,15.0,12.083045973594572,{},{}
16,266,3,1,8.875533333333324,3.1622776601683795,47.09564735726647,5.0,8.0,10.04987562112089,11.180339887498947,14.142135623730953,30.14962686336267,22.20360331117452,20.5,20.0,17.0,4.5,11.5,3.5,0.5,10.04987562112089,11.180339887498947,11.0,18.0,20.0,30.01666203960727,{},{}
17,267,3,0,8.90889999999999,2.0,46.17358552246078,6.0,9.0,10.04987562112089,11.40175425099138,13.152946437965904,30.066592756745816,21.095023109728988,20.0,21.0,17.0,6.0,11.0,3.0,1.0,9.0,10.198039027185567,10.5,16.0,21.0,30.01666203960727,{},{}
18,268,3,0,8.942266666666656,2.0,45.39823785126467,6.0,9.0,9.055385138137416,11.40175425099138,12.16552506059644,29.068883707497267,20.09975124224178,19.0,22.0,16.0,7.0,10.0,3.0,2.0,9.0,9.219544457292889,9.5,15.0,23.0,29.0,{},{}
