,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,40,Y,L,Azp4Wd8Vb8E,1280,720,56.63,29.97002997002997,1697,0.0333666666666666
