,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,m_0_16,m_1_15,m_2_14,m_3_13,label_measures
0,218,14,1,7.273933333333343,21.181372554387966,159.65261974216477,16.74534531011075,32.21031482852923,42.69242124905261,47.95137155858848,32.21031482852923,101.8579590092482,69.64936467261573,58.94588553833364,62.63572110488258,60.5315999966856,29.47294276916682,40.024042818967246,6.08365450848305,11.81662216559971,21.181372554387963,16.74534531011118,18.693133903258968,56.17088523621851,55.07308291889831,52.95343138596917,399.9999999999999,393.6046756951156,377.30945590721626,356.20777893467124,{}
1,219,14,0,7.3073000000000095,15.949044456578312,159.84447484505503,16.81176899535652,27.10816296908333,42.86176908266806,47.84713336973398,32.33808333817737,91.77439832135155,64.67616667635562,56.296365683176646,59.86637911674416,57.48637016103248,26.546253736783,32.4047373200724,4.485401493456266,9.52003582284624,21.26539260877063,15.949044456578315,18.5823776157481,47.417101502252535,47.87479553219691,58.47982967411934,400.0,394.3067724145103,378.3955380064399,357.1858050740612,{}
2,220,14,0,7.340666666666676,17.080228269287257,159.517099473101,17.0802282692868,29.030805747238308,45.90173423558961,51.24068480786155,36.008282857695896,98.28348506224542,69.26331501690704,60.12871038394951,60.30354935149444,59.95387141640413,25.605961519572247,37.1771222807447,2.0821731589467163,13.462600500979534,17.080228269287257,17.080228269287254,17.070641013048316,48.9549109126524,53.46893516563705,56.93409423095714,400.00000000000006,388.19701258957207,376.4544996085541,353.7252548457931,{}
3,221,14,0,7.374033333333343,5.699763999032657,159.69514103774728,17.099291997098884,34.67031088485894,45.95296646467529,51.29787599129495,36.04847272474664,92.78543558036245,58.12641570788394,54.33417537043533,55.82367004685966,52.84468069401101,19.94627653646512,37.14022595344977,2.4609042480055905,8.159840401281599,17.09929199709843,17.099291997097975,17.096808459827116,47.242885497892985,49.5418881506348,51.61355820773208,400.0,388.2539333365072,376.8746711660224,359.8081835284047,{}
4,222,14,0,7.40740000000001,11.907187971460084,160.85725157185826,17.860781957190348,29.76796992864997,41.67515790011007,47.62875188584022,32.06108480792093,90.09422527801026,60.71498381849231,53.84326623309471,57.868609459466825,55.63230766703782,26.715205258784863,32.80482706278326,2.494336614632175,8.44633984678876,17.860781957190348,17.860781957190348,20.832011312549184,49.95554157856395,51.22851336810072,47.99940924167553,400.00000000000006,394.0631644557248,375.83167265077446,358.4538253144851,{}
5,223,14,0,7.440766666666676,12.08657803670286,157.2416886257031,18.12986705505337,24.917118948797103,48.346312146809616,48.346312146809616,32.544107340967265,86.5267307984155,61.62969726170768,54.76982636544881,58.13288587911666,57.446547202858255,27.1790115798467,27.38491318272463,3.843496587048776,8.23606411510491,18.12986705505384,18.12986705505384,18.119341053230983,45.572888103581136,44.8179155596963,48.34631214680973,399.9999999999999,381.92439118802224,369.8769359244087,351.8107851927654,{}
6,224,14,0,7.474133333333343,12.641212350399137,151.8261703971952,12.64121235039913,25.282424700799176,50.56484940159756,44.24424322639787,39.97502341311284,89.38686975386557,64.45778845015634,57.279032300371,61.04085226557527,59.83423076730287,22.109564512472843,28.42658294460807,4.010242038377783,8.623794825892219,19.987511706556,18.961818525598925,18.95105529640523,47.62606031418727,47.129216167839786,56.88545557679723,399.9999999999998,393.7083212192159,374.8391248763627,355.36199475444096,{}
7,225,14,0,7.50750000000001,6.430735193624667,154.47156019899828,19.292205580874,32.79044423904076,39.11663507805109,45.472164634270754,32.79044423904121,90.9443292685416,58.2327838996472,54.87078974771566,61.49405484974659,61.09917183553307,28.916206177157164,29.1674953680199,3.966779370050972,15.310691414721076,19.29220558087445,19.29220558087445,19.277470784771594,48.75010302741157,47.38596170558367,51.44588154899822,400.00000000000017,394.1678731522664,374.9730756251494,355.14895909758815,{}
8,226,14,0,7.540866666666677,6.633581268066721,152.71650936694223,19.90074380420018,33.82476033087469,40.3504995790836,46.435068876465934,35.72292839005876,94.97842960487928,61.15859741200567,56.666276666392605,64.99305074090762,61.75076703047717,29.91743605533884,29.91743605533793,3.831789839599878,16.2114185521541,14.833138649666347,13.267162536132997,13.263887906307446,48.63425565646139,44.06558315539996,46.435068876466175,400.00000000000006,393.3998936802536,372.9583217880773,353.8255491791471,{}
9,227,14,0,7.574233333333344,6.744873473157093,148.5404298900256,20.234620419469923,27.80982576125191,41.02746363412023,47.21411431209762,30.1639911712272,83.42947728375573,55.61965152250382,50.94161662985471,58.9948869058976,56.37289193230254,30.340227551604585,23.785240117616013,3.932992460393052,16.293825907343034,20.23462041947037,13.489746946313277,16.855681973113406,50.00518985357076,51.1289019851115,47.693457711144106,400.00000000000006,386.5818803110364,373.9605060045512,360.58272743809977,{}
