video_id,frame_seq,gap,time_seconds,time_datetime,instance_ref,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
14,868,0,28.962266666666185,0:00:28.962267,0,"(1377.4842489546354, 353.26068208934413)","(1376.9314038236364, 413.2554357053464)","(1380.0162796546103, 471.1825485314127)","(1392.444238199466, 528.6121007395799)","(1415.88487175382, 581.7073471207157)","(1450.2386681940925, 628.5996711320437)","(1491.6688823111513, 667.619480477947)","(1543.813235066969, 696.6991343684899)","(1598.5006754253814, 703.1563654985573)","(1646.686657043247, 693.0945841143771)","(1684.1363862171133, 657.3697317492273)","(1715.6817293919116, 616.3375661264878)","(1741.2231744440612, 568.1294707033825)","(1757.4215367823294, 520.4189358981761)","(1767.8150252451092, 469.2697043781565)","(1774.3717684987564, 416.4508805625202)","(1777.2907907904307, 365.6996975368198)","(1454.0975272084652, 349.18068502257216)","(1484.7693750762849, 326.93419695117586)","(1521.942681684652, 321.2067213940271)","(1559.7130610344977, 326.69094509353636)","(1597.8814888786628, 339.64963496415095)","(1657.7767303710853, 338.3338635523735)","(1688.946138856804, 325.4304581948589)","(1720.414083713262, 318.13290246567317)","(1750.8095090155825, 325.88379120227796)","(1765.282994545134, 351.347837936088)","(1625.9328508255478, 373.760179546784)","(1626.0544767543674, 411.2320225258904)","(1628.0447192259635, 448.604353381417)","(1630.2339859447193, 489.71391732249634)","(1578.410283364881, 501.84333949661254)","(1599.4626259533197, 510.09178885111635)","(1620.5149685417582, 518.3402382056202)","(1640.7712141415584, 511.6397552179134)","(1655.2225858658703, 501.50057551539317)","(1496.7992851268214, 376.8892829882378)","(1520.9917880593337, 373.727008838924)","(1545.283803115426, 372.43335123238654)","(1564.5670412846682, 382.6499292532465)","(1542.3426670185117, 387.5813078217568)","(1517.9511398388397, 387.0063488855179)","(1667.639487508106, 382.78261208468626)","(1689.6648375271025, 374.11400043062326)","(1711.9887239168388, 371.0512384048893)","(1727.3357047533686, 377.7296075873562)","(1712.884333029057, 387.8687872898763)","(1690.361422392161, 387.19431623005755)","(1534.5807213792868, 558.5210223266213)","(1566.3472026064846, 556.8293162257646)","(1592.5078342053532, 555.4361464956473)","(1613.3611525466324, 559.9473627645986)","(1631.848293727236, 555.2150084432478)","(1650.733483402159, 557.9571202930024)","(1673.156881915475, 556.7629748100447)","(1651.728604637957, 576.6432857207658)","(1633.3409755809332, 583.2442565848928)","(1614.7543222767497, 586.1079943634671)","(1592.131899516274, 583.5649067608721)","(1565.4737072995065, 575.6149937771077)","(1545.891932759525, 559.7925661279188)","(1592.9058826996725, 562.9106126667526)","(1613.6596889173718, 565.5532123929274)","(1632.2463422215553, 562.6894746143531)","(1662.0446947823966, 559.2286640942998)","(1634.2144708879114, 564.4585790335497)","(1615.6278175837278, 567.322316812124)","(1594.8740113660288, 564.6797170859492)"
14,869,0,28.99563333333285,0:00:28.995633,0,"(1377.4749013336675, 345.1165668780791)","(1378.2064441156363, 405.02179246818764)","(1380.644920055532, 461.1067390857927)","(1388.7731731885185, 518.817336329995)","(1407.9558505823659, 572.3012419450445)","(1439.9811679263316, 619.6076751790243)","(1481.028846247912, 659.0297028740076)","(1533.0496662990242, 692.3555407192513)","(1587.6715273526918, 699.3458384136194)","(1641.5618456243906, 689.510652122706)","(1681.3090034446934, 655.9409666834729)","(1713.1717557259994, 613.3489202666249)","(1741.1329465034719, 567.1804424712632)","(1757.714582894764, 517.7606634227068)","(1766.6556613410487, 464.92701805829626)","(1771.9390258774897, 414.12543597713227)","(1777.141107882601, 361.4543556753814)","(1447.0527481520298, 351.4566043218083)","(1472.0877678016275, 324.1456737949745)","(1508.990037025385, 311.30303384485626)","(1550.362845472285, 315.12331281735976)","(1590.2725683552474, 328.37236542412734)","(1652.0472921659427, 327.55954011082883)","(1683.25978419661, 313.0912495341133)","(1716.7481871045134, 307.88916752900207)","(1749.0986345737986, 319.59385204050227)","(1761.6161443985973, 349.01812838191245)","(1620.021974821977, 366.412590086503)","(1619.7781272279874, 403.8838370295696)","(1621.3224953232548, 439.40430322071944)","(1622.948145949852, 476.7942676324561)","(1571.0898909613998, 490.2871678332133)","(1592.0607840445043, 498.74055109151897)","(1614.9011753481957, 507.1126518184948)","(1633.2710274287447, 498.8218336228488)","(1649.7713812887066, 490.61229795853274)","(1495.0907241679786, 379.3365125679511)","(1517.6872678776804, 382.1001186331664)","(1540.0399639933923, 379.25523003662124)","(1560.6044444198474, 378.36112219199276)","(1540.283811587382, 384.8637246983817)","(1517.84983294034, 385.83911507434004)","(1659.7691326422796, 375.9226462520969)","(1680.4961781313946, 378.7675348486421)","(1701.2232236205095, 381.6124234451873)","(1718.0487076057912, 380.88088066321853)","(1699.5975729939123, 387.3022006382776)","(1680.7400257253842, 384.3760295104026)","(1526.7909113866249, 548.4041777340649)","(1556.7028829160142, 547.1036572327871)","(1584.8266387561464, 547.753917483426)","(1607.4231824658482, 550.5175235486414)","(1626.0368821403868, 547.8352000147559)","(1644.7318643462552, 547.0223747014572)","(1669.1979062765438, 549.7046982353427)","(1645.6259721908837, 567.5868551279125)","(1625.305339358418, 574.0894576343014)","(1604.7408589319627, 574.9835654789299)","(1582.225597753591, 574.0894576343014)","(1555.5649274773962, 564.0104237493985)","(1538.0891832414757, 549.7859807666725)","(1583.2822706608792, 555.3131928971031)","(1605.8788143705808, 558.0767989623185)","(1624.4925140451194, 555.3944754284331)","(1658.0621994843527, 552.0618916439087)","(1626.443294797036, 557.1826911176901)","(1607.8295951224975, 559.8650146515755)","(1585.2330514127957, 557.1014085863602)"
14,870,0,29.02899999999952,0:00:29.029000,0,"(1399.8608485802963, 350.22180904434634)","(1397.7389435330715, 407.5583922353135)","(1401.2829764310957, 462.81821729495425)","(1408.6419237225348, 517.965175064849)","(1427.4456141942183, 572.7735309655058)","(1461.3396613049413, 621.4080461170563)","(1502.6378026230022, 662.1869979022856)","(1555.098518896942, 693.0900618347398)","(1610.640512180948, 699.0833149202523)","(1665.6746026610967, 687.9094532353986)","(1704.7718318291106, 654.2975743490402)","(1737.92095482751, 613.2251676104714)","(1765.2348389460417, 568.507147413107)","(1779.0272217530028, 518.4617911397313)","(1789.004690166549, 468.52930215610166)","(1795.1672441866806, 418.7096804622181)","(1799.4223410101047, 368.9464924132074)","(1462.6376351370204, 342.63712717341525)","(1486.5880740211214, 313.2916318394557)","(1526.418940572484, 304.4766965102932)","(1566.7012762828308, 310.9214187547898)","(1605.2454557310891, 323.1449462342814)","(1668.1915432224325, 321.28263595347244)","(1702.1307372490542, 306.9146299688068)","(1738.2595566967482, 302.02747632280506)","(1771.1377981997575, 316.32776193362304)","(1783.5419133428427, 348.41593240841036)","(1635.0988538689057, 364.2624998887485)","(1636.1710931214927, 400.5041866261886)","(1637.1868987292069, 434.8384161669212)","(1636.4081144299594, 473.04399374594163)","(1587.2092628296787, 487.8634688895912)","(1606.5660030211175, 496.83641842439806)","(1629.6812239610979, 503.7890434727516)","(1650.49395219026, 497.44590178902644)","(1667.4353323811342, 489.30817019834)","(1505.7303663620426, 379.5447309203567)","(1530.5837435641113, 380.71855073371506)","(1553.4732299246, 380.0413469952391)","(1576.3062826402154, 377.45668606005574)","(1553.6425308592188, 385.7637185853612)","(1528.902020946896, 388.4048131654176)","(1677.4579477105788, 376.37316007849415)","(1702.3677585575208, 379.45443708855987)","(1723.4062213661748, 380.7411241916642)","(1740.629769781414, 382.14067858451466)","(1721.7244987489594, 388.4273866233667)","(1700.6860359403054, 387.1406995202624)","(1539.36481870635, 548.4619167542177)","(1573.6426146022097, 545.5386539497964)","(1602.1980389079474, 542.784692079994)","(1625.2568262030547, 547.82985993164)","(1646.1824217219628, 545.3016326413297)","(1667.220884530617, 546.5883197444341)","(1692.1306953775586, 549.6695967544998)","(1667.898088269093, 569.4778061049225)","(1645.1779028432234, 575.8773814335207)","(1624.1958736794425, 576.4981515271236)","(1601.2499536740809, 575.2678980688924)","(1570.4484703023982, 566.6335504033234)","(1550.8659955314672, 550.030772081687)","(1600.6856172253508, 556.1933261018186)","(1623.6879708755855, 559.3310367567573)","(1646.521023591201, 556.7463758215739)","(1682.6498430388947, 551.8592221755722)","(1646.4645899463278, 554.8389186248667)","(1623.6315372307124, 557.4235795600499)","(1602.5930744220584, 556.1368924569456)"
14,871,0,29.062366666666183,0:00:29.062367,0,"(1376.416718927091, 341.101796729842)","(1375.5093810147885, 396.063790767564)","(1378.4242040580602, 452.85180235379477)","(1386.9872056054146, 507.64367053296013)","(1406.8805893326462, 560.337319789926)","(1438.0363048963325, 607.1446143408297)","(1480.4543522964727, 648.0655541856709)","(1530.2104950623593, 675.591918100147)","(1585.2745646152152, 682.1814596882438)","(1636.2442718388065, 671.7924405923806)","(1677.3013123704932, 636.9506647599658)","(1710.7140309910317, 598.4568538305335)","(1740.2365383125732, 554.3488895687299)","(1756.398494875461, 504.79689783311125)","(1764.9501546989118, 453.48693889240667)","(1771.607746630431, 402.21100512341343)","(1776.3372454983078, 349.07502863420007)","(1431.174561934545, 330.6447272905561)","(1455.3210921256943, 303.6854495712689)","(1493.0323241057658, 293.5346066773851)","(1530.9817322878166, 296.6422390270211)","(1567.2071984364927, 309.2542360080254)","(1633.4655494823803, 306.1692871061971)","(1667.3546205068774, 294.1924266638045)","(1703.2398349384403, 287.86374472549477)","(1737.6052583668961, 302.4038347701418)","(1753.302204249729, 332.43671966735354)","(1600.1889315486872, 352.23936960335493)","(1600.8013846394913, 386.3325916581201)","(1601.3798125585843, 418.531745820954)","(1600.1322229291684, 454.553060939362)","(1553.1207773479966, 474.3443691514596)","(1574.0916248460876, 481.5463638303604)","(1595.0624723441783, 488.74835850926127)","(1615.7611184685784, 480.79781005271093)","(1634.565696701047, 472.88128676787187)","(1475.384601711483, 365.84943828789187)","(1500.0415094783025, 367.3011789475758)","(1520.8762562895479, 366.926902058751)","(1543.571045821013, 364.6245321062836)","(1520.9783318046818, 372.60910573454527)","(1498.2495171015048, 373.01740779508134)","(1643.9566440933777, 362.82119800558246)","(1668.6475770319084, 366.1670065571978)","(1689.5163490148652, 367.68679756030446)","(1708.423002762468, 365.45247795125965)","(1689.6184245299994, 373.36900123609865)","(1666.8555846551112, 371.8832354047034)","(1510.6460213283374, 535.7371206426254)","(1542.7771251477484, 531.3705569396698)","(1571.120093183297, 527.0720435801369)","(1593.9509834016078, 532.3459451953948)","(1614.7176798694304, 528.1835325227073)","(1639.37458763625, 529.6352731823913)","(1665.9936136384238, 534.8411244542267)","(1639.8169148684974, 554.2581557774996)","(1617.2242008521662, 562.2427294057613)","(1594.5294113207005, 564.5450993582288)","(1571.7665714458126, 563.0593335268335)","(1543.1854272082846, 554.0993716428466)","(1522.0104286799258, 535.5329696123573)","(1571.4263197286991, 544.1186546075194)","(1592.295091711656, 545.638445610626)","(1614.989881243121, 543.3360756581585)","(1654.6632314585465, 536.9393433764261)","(1616.81589879163, 539.5139147025843)","(1594.1551344318757, 543.7103525469834)","(1571.3582693852763, 540.3305188236566)"
14,872,0,29.09573333333285,0:00:29.095733,0,"(1327.6497313164377, 335.1528610436195)","(1331.3530778473064, 388.851385741216)","(1336.9080976436096, 442.5499104388125)","(1346.1664639707815, 494.3967618709747)","(1364.683196625125, 546.2436133031368)","(1394.3099688720747, 590.6837716735615)","(1431.343434180762, 629.5689102476832)","(1477.635265816621, 657.3440092291986)","(1531.3337905142175, 664.750702290936)","(1583.1806419463796, 659.1956824946329)","(1627.6208003168044, 627.7172369822488)","(1662.8025923600574, 590.6837716735615)","(1690.5776913415727, 546.2436133031368)","(1707.242750730482, 496.24843513640917)","(1714.6494437922195, 444.401583704247)","(1722.056136853957, 392.55473227208483)","(1727.61115665026, 340.7078808399227)","(1377.6449094831655, 312.9327818584072)","(1401.7166619338122, 287.00935614232617)","(1436.8984539770652, 277.7509898151543)","(1473.9319192857524, 283.3060096114574)","(1509.1137113290054, 294.4160492040636)","(1575.7739488846423, 292.5643759386292)","(1609.104067662461, 279.60266308058874)","(1644.2858597057136, 274.04764328428564)","(1677.6159784835322, 288.8610294077605)","(1694.2810378724414, 318.4878016547103)","(1540.5921568413894, 333.30118777818524)","(1540.5921568413894, 366.6313065560037)","(1538.740483575955, 399.96142533382226)","(1538.740483575955, 435.14321737707513)","(1496.1519984709648, 453.65995003141876)","(1514.6687311253083, 461.0666430931562)","(1536.8888103105207, 468.4733361548937)","(1555.4055429648643, 461.0666430931562)","(1573.922275619208, 453.65995003141876)","(1422.0850678535903, 346.2629006362257)","(1444.3051470388025, 346.2629006362257)","(1466.525226224015, 344.4112273707914)","(1488.7453054092273, 344.4112273707914)","(1464.6735529585806, 351.8179204325288)","(1444.3051470388025, 351.8179204325288)","(1588.7356617426829, 344.4112273707914)","(1609.104067662461, 344.4112273707914)","(1631.324146847673, 346.2629006362258)","(1651.6925527674512, 346.2629006362258)","(1631.324146847673, 353.66959369796325)","(1609.104067662461, 351.8179204325288)","(1464.6735529585806, 520.3201875870558)","(1490.5969786746616, 511.06182125988397)","(1514.6687311253083, 509.21014799444964)","(1536.8888103105207, 514.7651677907527)","(1557.2572162302986, 509.21014799444964)","(1581.3289686809453, 511.06182125988397)","(1610.9557409278952, 518.4685143216215)","(1585.0323152118142, 535.1335737105308)","(1562.8122360266018, 542.5402667722682)","(1540.5921568413894, 544.3919400377025)","(1518.372077656177, 542.5402667722682)","(1492.448651940096, 535.1335737105308)","(1475.7835925511868, 520.3201875870558)","(1514.6687311253083, 524.0235341179246)","(1536.8888103105207, 525.8752073833589)","(1559.1088894957331, 524.0235341179246)","(1599.845701335289, 518.4685143216215)","(1560.9605627611675, 520.3201875870558)","(1540.5921568413894, 524.0235341179246)","(1518.372077656177, 520.3201875870558)"
14,873,0,29.129099999999514,0:00:29.129100,0,"(1319.1404258615044, 315.4563092608711)","(1322.5077788007457, 372.87454925056505)","(1325.8967867428112, 426.5897837572352)","(1334.8403029094125, 480.3375007681423)","(1354.9144905279102, 530.4471773044999)","(1386.1410046011285, 573.2158078832837)","(1424.816839646044, 608.6217375016694)","(1467.2281626782205, 638.4948138983441)","(1515.3347514532932, 644.3308371596008)","(1565.3794629811764, 635.3656659901746)","(1606.285763317036, 605.9798271570559)","(1643.5323681755212, 569.1663223550647)","(1673.405444572196, 526.7549993228882)","(1692.1911595226236, 480.575705799214)","(1703.5925185098288, 430.6500967868665)","(1711.3016995154221, 378.8513300301824)","(1719.0217080224281, 325.2010605319864)","(1359.895141177591, 311.991508808919)","(1382.2755865969193, 284.3488977031885)","(1417.5191036941198, 273.44560378095167)","(1454.5275035215334, 277.36515929222253)","(1491.4925933432976, 288.6907257695409)","(1554.4653415575274, 285.35585533453707)","(1589.71968615614, 272.60105867078835)","(1626.771395989203, 269.11460321601146)","(1661.8741555680426, 282.28084493342953)","(1682.0782732034886, 310.17248857164407)","(1522.7407624193406, 327.75635086530104)","(1520.6943646524064, 361.07257271110313)","(1520.4994696269841, 394.39962205831756)","(1518.4422443586375, 429.5673466456315)","(1479.4524117727638, 447.8549965310913)","(1497.9241291822336, 455.3692825112624)","(1516.4066740931157, 461.0320657499216)","(1536.8056867539838, 455.59666004092173)","(1555.35319667334, 450.1504268305095)","(1402.3281192125924, 338.16157972256974)","(1424.5569796121476, 336.4400069980061)","(1446.785840011703, 334.7184342734423)","(1470.8228931471208, 340.4137000163386)","(1446.7317025046411, 343.9759479810019)","(1424.5028421050858, 345.6975207055656)","(1572.666371431688, 339.15770985250595)","(1596.7575620741677, 335.5954618878427)","(1617.1240922307986, 335.7145644033785)","(1639.3312976275292, 337.6959971618387)","(1618.9214574652487, 344.98290561235046)","(1596.703424567106, 344.85297559540226)","(1445.768054878942, 508.759691975562)","(1471.7107482629335, 505.2082715123111)","(1495.7911114040007, 503.49752628915974)","(1514.284483816295, 507.30880678630706)","(1534.6726689757509, 503.7249038188191)","(1560.5828798555053, 505.72799158010395)","(1590.1744412154587, 511.45573982723727)","(1564.1451278201685, 529.8191822225834)","(1540.021454673452, 538.9359384117824)","(1517.8034217753088, 538.8060083948342)","(1495.5962163785782, 536.8245756363741)","(1471.5808182459853, 527.426304410454)","(1456.866243826601, 510.6761597255481)","(1495.7153188941143, 516.4580454797431)","(1516.071021549333, 518.4286507367908)","(1536.4483792073763, 516.6962505108148)","(1579.0654247663874, 511.39077481876313)","(1538.2998819488882, 516.7070780122272)","(1517.9116967894324, 520.2909809797152)","(1497.566821635626, 516.4688729811554)"
14,874,0,29.16246666666618,0:00:29.162467,0,"(1305.833013024394, 325.13179024793027)","(1309.1923382814496, 380.4515879874956)","(1314.405836569997, 433.93902649593974)","(1325.149133252464, 487.4591857049396)","(1348.8389204548173, 533.6826286900102)","(1381.777759014259, 574.4308077820875)","(1418.4467574370542, 607.8277361493094)","(1458.8241019228333, 637.5599460542887)","(1503.0297683736335, 643.3515100526541)","(1551.0092222885287, 634.418758800938)","(1591.7355875802355, 605.1664525041094)","(1628.8190482100702, 568.5192678816844)","(1660.394524246356, 528.1528302960907)","(1680.9431241953587, 482.1911529154659)","(1692.2972072881994, 432.48840877130203)","(1699.9756650186123, 380.9205846954611)","(1705.8108566177184, 329.341853719435)","(1342.7746839518206, 312.44706533248973)","(1363.225121799156, 283.07478313362344)","(1396.4802604639697, 270.36824441781243)","(1433.3237692897292, 274.2729146841302)","(1470.1236505147476, 285.55064947567416)","(1530.9732466482324, 282.2240449191743)","(1569.7581837069656, 269.550226903919)","(1608.4885862647725, 266.09273954519614)","(1645.2557467892352, 282.9002727306595)","(1665.3462569304575, 314.35577286490764)","(1501.2192229428827, 326.28792166756625)","(1499.190539508427, 357.61253899959144)","(1497.150949173786, 390.7804224629231)","(1496.9546249704517, 423.9592128264401)","(1458.1260603109774, 444.0060953669214)","(1476.5150940233016, 451.48822889399986)","(1496.7583007671174, 457.138003189957)","(1517.0669489120444, 451.7281806980752)","(1535.5432378258504, 444.4641851747017)","(1385.0607359700177, 331.1305853498153)","(1405.3693841149448, 325.7207628579335)","(1427.4885776906228, 325.85164566015646)","(1449.5532367653745, 335.19885911891186)","(1427.4231362895114, 336.91124244799545)","(1403.4497696823416, 338.6127188768937)","(1550.943780887417, 333.95547249779383)","(1573.1175089640212, 324.87002464348427)","(1595.236702539699, 325.00090744570724)","(1617.3231754148214, 330.6615886418497)","(1597.003620369709, 337.914677265038)","(1574.884426794031, 337.7837944628151)","(1428.2629676037755, 506.5026334283783)","(1454.101414142622, 501.1255316370523)","(1476.2424215186704, 497.56988217666225)","(1496.4856282624862, 503.2196564726194)","(1516.7942764074135, 497.8098339807376)","(1542.5781884453338, 501.64906284594406)","(1572.048632745867, 505.5101055115209)","(1546.1229310055387, 525.633336353299)","(1522.105936797628, 534.7078773074234)","(1501.8191024530713, 536.4311675366921)","(1479.7108157775785, 534.4570186031626)","(1455.8028905715203, 525.098898244222)","(1439.3225643916144, 506.5680748294898)","(1477.998432448495, 512.3269181272995)","(1498.263452992681, 514.2901601606436)","(1518.5502873372377, 512.5668699313749)","(1560.9781290578428, 507.2879302417159)","(1520.4044603687296, 510.73451070025357)","(1500.1067191239874, 514.3010670608288)","(1479.8526054799866, 510.49455889617815)"
14,875,0,29.19583333333285,0:00:29.195833,0,"(1334.3071249277657, 336.3286969577331)","(1335.233817431263, 391.06974698574584)","(1339.9665684312665, 443.99050816760325)","(1348.5053779277764, 495.0909805033055)","(1368.3961705921267, 544.5035486362094)","(1399.705138745996, 588.4552502306476)","(1432.9998765502166, 626.7806044824243)","(1475.8594048369616, 657.7255148670628)","(1524.8417228789563, 662.3589773845488)","(1577.8286763824922, 653.8532640488779)","(1619.8608006482575, 624.397680902003)","(1658.2523472217126, 587.3299807621154)","(1691.0506426133454, 546.3900298040429)","(1710.7428583126607, 499.55896221659566)","(1721.0357643336474, 450.6759326571188)","(1729.5083815084788, 397.9868446011356)","(1734.2080363476432, 345.23156422347404)","(1370.580517207513, 312.43326883184125)","(1389.9417712984366, 284.46701292272957)","(1424.097009284476, 273.7438568108335)","(1459.8739591516353, 278.14564620244516)","(1497.4050055432715, 290.12645642623033)","(1557.8054990747848, 289.2990524052507)","(1593.9134105503363, 274.83603011852665)","(1633.5957073965196, 271.7580871604824)","(1669.174080298644, 287.47876355909546)","(1691.2823157392197, 318.05961617450276)","(1526.893684850986, 330.2720995241622)","(1524.4114727880467, 364.19566438432724)","(1521.929260725108, 398.11922924449226)","(1519.447048662169, 432.04279410465733)","(1483.2398487041003, 452.1652598948821)","(1501.9722757390791, 460.0421461746082)","(1520.7377989348972, 466.0325512865008)","(1541.588380263584, 460.7371655522311)","(1560.5855765852766, 453.5222024892887)","(1409.7994678019477, 335.766062223467)","(1428.79666412364, 328.55109916052453)","(1451.4344381376432, 328.9482530905948)","(1475.7601163544443, 340.69739018850555)","(1451.1696688509296, 344.0401024332633)","(1428.5318948369265, 343.6429485031931)","(1577.6631955782962, 340.59810170598803)","(1598.6130653895007, 329.6432724682177)","(1623.137320571337, 330.07352255912707)","(1645.6758061028222, 336.13011999269804)","(1624.7921286132962, 343.31198689480124)","(1600.2678734314597, 342.88173680389184)","(1448.1910143754028, 513.8234075382845)","(1474.6679430467511, 510.51379145436596)","(1499.258390550266, 507.17107920960825)","(1519.9103949139176, 513.1945804823399)","(1540.7609762426043, 507.89919474807033)","(1567.1386164314354, 510.2490221676525)","(1599.1426039629275, 514.5846192375858)","(1570.514424837032, 532.9529885033337)","(1545.8246888509998, 541.9551442515922)","(1525.0402998439913, 543.4775676501946)","(1502.4356219908277, 541.1939325522909)","(1476.1903664453537, 531.2981804613745)","(1457.6234202145706, 513.9888883424804)","(1498.9936212635525, 522.2629285522768)","(1521.598299116716, 524.5465636501806)","(1542.4157842845639, 521.1376590837446)","(1587.7906207950869, 516.2725234403842)","(1544.3353616132365, 519.2842740767501)","(1523.517876445389, 522.6931786431861)","(1502.7996797600588, 520.4426397061216)"
14,876,0,29.229199999999512,0:00:29.229200,0,"(1313.3412621670195, 326.3654461849846)","(1315.7959195072551, 380.6443330463185)","(1320.1192123902824, 434.9674479678368)","(1330.09263996187, 487.5546115271165)","(1347.6290658249939, 536.5814162415501)","(1376.4657610652382, 582.1363182315064)","(1412.9539107173878, 620.3935902910328)","(1455.2691072988348, 649.440368817153)","(1505.5895827736629, 656.2404330705081)","(1558.1325182727583, 648.1356410417125)","(1601.8630127801068, 617.3860821984919)","(1638.2516492968416, 580.853704486158)","(1667.2984278229617, 538.5385079047107)","(1687.1347128156756, 490.3962643939656)","(1699.5406836974064, 440.20847309969093)","(1708.2536115537378, 388.0635901422555)","(1713.2292683244857, 335.8302510644512)","(1349.2433900217254, 310.3880594433616)","(1368.637394412595, 280.93217136053545)","(1402.5824306041402, 268.6478276443118)","(1437.9980497968174, 273.22543187339966)","(1475.1496203517331, 283.45317079104757)","(1536.9030493842347, 281.1754256915498)","(1576.4539922041554, 269.0237661558794)","(1613.9151591803623, 266.17105627398405)","(1650.8898174945405, 283.8733373627996)","(1668.8685239595088, 314.2137866493142)","(1505.9876353153224, 323.44639421281266)","(1503.3228946892111, 357.0376059228824)","(1500.6581540630996, 390.6288176329521)","(1499.86204897978, 424.2642574032063)","(1463.8272369445208, 445.847550773205)","(1480.5122726490947, 451.85150994324044)","(1500.9345794392523, 457.94392523364485)","(1519.7536190477244, 452.78029920711333)","(1538.6168867163813, 445.74803763779005)","(1389.9110913613029, 330.04743219533793)","(1408.7743590299594, 323.01517062601454)","(1431.1979855434624, 323.5459073482276)","(1453.4004717560429, 333.4198217844002)","(1430.8883891221715, 336.6263561477709)","(1408.420534548484, 337.9642549683497)","(1556.2196546697817, 333.9837295517516)","(1577.0842420617835, 321.38978941423693)","(1601.3322760578938, 323.83338973942637)","(1623.6232183908435, 329.9700330900151)","(1602.891315179395, 336.95806659915405)","(1578.5548250629158, 338.25173735954843)","(1432.42531421358, 508.6735102651787)","(1458.71889599322, 503.68679647938495)","(1481.2309786270914, 500.4802621160143)","(1501.653285417249, 506.57267740641856)","(1522.340960568513, 501.4532794400716)","(1550.3262656502075, 503.9853358856298)","(1580.135978214509, 508.4302559341644)","(1553.532800013578, 526.4974185195014)","(1527.1949901737537, 533.3527678480871)","(1504.7271356000667, 534.6906666686659)","(1484.172144629356, 534.2041580066373)","(1460.056794813799, 526.1546510530721)","(1443.6371274703315, 508.93887862628526)","(1482.745789688408, 515.4735745185338)","(1501.3879170561424, 517.78449066317)","(1523.8999996900143, 514.5779562997993)","(1568.879936897573, 510.03352311584973)","(1525.8128632929904, 512.7535488171918)","(1505.169416201911, 516.0043112407469)","(1484.6586532913846, 513.6491670359264)"
14,877,0,29.26256666666617,0:00:29.262567,0,"(1317.1478755669643, 325.74049352198193)","(1317.0491020615675, 382.10724060174203)","(1322.7121163709826, 434.9181414872182)","(1330.2518272829366, 487.7948913762922)","(1347.3067192147796, 537.247493078278)","(1377.6960343751878, 581.5309479978325)","(1413.9129863540056, 620.3818601205644)","(1457.9659697609677, 650.1126852449939)","(1508.5050800223178, 655.6440015472133)","(1561.3818299113918, 648.1042906352595)","(1605.6652848309463, 617.7149754748515)","(1646.3928935562171, 581.5638724996315)","(1676.1237186806466, 537.5108890926695)","(1694.7260621970393, 489.3094184590429)","(1705.887468306875, 438.9678552084861)","(1713.2954812116332, 388.49459395073364)","(1717.0159499149117, 336.01293808324675)","(1351.4552064414443, 311.9122027664333)","(1369.4649089254565, 280.6010015556554)","(1405.6489364024753, 266.83855980370464)","(1443.0511704460546, 271.9089330807391)","(1480.1900084752422, 284.4860927679286)","(1538.4993011611389, 282.7740186743845)","(1578.4367218432353, 269.14327492962946)","(1617.9790485037447, 266.77271080010684)","(1656.7970361246776, 285.04580929851033)","(1674.4445690889015, 317.6081415776475)","(1510.776870646444, 323.1394578798669)","(1507.7148919791437, 356.85414772196634)","(1504.5870643082458, 392.4455341666046)","(1503.4017822434846, 426.226073012302)","(1467.0202077556721, 445.61860457186896)","(1485.523777766668, 453.78388101800243)","(1504.1590457848597, 458.1957642590584)","(1525.0002554235796, 453.29001349101856)","(1544.0306174633583, 446.4417171168421)","(1390.2731940623773, 330.1853012648369)","(1411.2461017082928, 321.5261572917195)","(1435.6431575412964, 322.38219433849156)","(1459.6451193527128, 334.4984110004961)","(1435.1822145161113, 335.51907055626276)","(1410.71930967951, 336.5397301120295)","(1559.2417372944617, 334.2350149861047)","(1582.2230395501117, 321.88832681150774)","(1606.6200953831153, 322.7443638582798)","(1628.8770585991888, 331.041338311609)","(1607.9699999568713, 337.8237856821876)","(1585.4496407264064, 337.0335976390134)","(1433.0091973973824, 504.55346279194526)","(1457.5379512375816, 501.6561066336398)","(1482.0667050777809, 498.75875047533435)","(1504.3895172974524, 505.1790283261248)","(1527.1074235387107, 500.3391265616828)","(1555.192023573194, 503.2035582181893)","(1586.9641678091568, 508.07638448443026)","(1558.1552287350971, 525.8556154558499)","(1531.5522312815658, 534.3172124181737)","(1507.155175448562, 533.4611753714016)","(1482.8239686191562, 530.7284417220909)","(1458.7561578041418, 520.488921662625)","(1442.3926804100759, 504.8827078099345)","(1483.4166096515369, 513.8381722992422)","(1503.9944232758653, 516.4392079413572)","(1528.5231771160645, 513.5418517830518)","(1573.761442587788, 509.4921380617841)","(1530.465722722201, 511.73100418411093)","(1505.9369688820018, 514.6283603424164)","(1483.4824586551347, 511.96147569670336)"
