,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,m_0_16,m_1_15,m_2_14,m_3_13,label_measures
0,19,249,1,8.299999999999974,8.88834024284386,133.32510364265897,22.220850607109824,35.55336097137579,35.553360971375675,40.24367206887861,44.44170121421965,111.10425303554912,75.55089206417333,71.10218302266867,85.18704343076092,83.68064124807734,39.99497795025116,26.663318633500808,8.686919253475821,17.976399380024986,13.332510364265849,13.332510364265849,13.331659316750349,65.45317483760505,67.96384514207773,66.810526591246,400.0000000000002,395.6309971931011,382.2244677673445,364.5303282340773,{}
1,19,250,0,8.333333333333307,8.986495300827741,134.87229618273176,26.959485902483,36.2257206845732,40.43922885372461,40.43922885372461,40.43922885372461,112.42102029610118,76.38521005703534,71.89080198852707,81.26009329882152,84.98738629964726,42.68516368068788,29.231167711954413,6.612115665848137,15.82823055145127,13.479742951241498,13.479742951241612,13.479525372848912,66.78492116547841,63.54268684284239,67.5483236300991,399.99999999999983,395.5078993177162,382.0317591303465,368.6928055414753,{}
2,19,251,0,8.36666666666664,8.986495300827741,134.87229618273176,26.959485902483,36.2257206845732,40.43922885372461,40.43922885372461,40.43922885372461,112.42102029610118,76.38521005703534,71.89080198852707,81.26009329882152,84.98738629964726,42.68516368068788,29.231167711954413,6.612115665848137,15.82823055145127,13.479742951241498,13.479742951241612,13.479525372848912,66.78492116547841,63.54268684284239,67.5483236300991,399.99999999999983,395.5078993177162,382.0317591303465,368.6928055414753,{}
3,19,252,0,8.399999999999974,10.047207186066464,139.29067716282918,26.9594859024831,35.945981203310645,40.439228853724536,40.68808799552845,40.439228853724536,112.42102029610118,76.51725027668839,71.9037474428186,85.78583269049295,84.98069771822372,44.94471191973901,26.972021571019468,8.869470742901285,18.08956478017808,8.986495300827663,13.47974295124155,13.492503809479672,66.77425850658722,68.04689120469016,62.90546710579398,399.99999999999983,395.5078993177162,386.5237779423492,373.0478103001224,{}
4,19,253,0,8.433333333333307,8.988196697826432,139.3170488163101,22.470491744566136,35.95278679130584,40.446885140219,40.446885140219,44.94098348913227,112.35245872283068,76.39967193152484,71.9043723434836,85.77609735483486,84.9708099478089,40.4332209366446,26.97712813537123,8.871149983851069,18.09298964495531,13.482295046739592,13.482295046739592,13.495058320968042,66.81287777002876,68.05977440026254,67.56111243276906,400.0,395.5827801172233,386.5185856021736,368.6256604689542,{}
5,19,254,0,8.46666666666664,8.988196697826456,139.31704881630998,22.470491744566143,35.95278679130594,35.9527867913056,40.44688514021872,44.940983489132286,112.35245872283085,76.39967193152489,71.90442602200892,85.76735561523526,84.98026620609608,40.43354464691015,26.976854748723326,8.873798338521397,18.064971438792327,13.482295046739573,14.211586811367756,13.507469860066522,66.80103985307403,68.04514891913277,67.41147523369855,400.0000000000002,395.58278011722336,386.59695779430814,368.5434666308216,{}
6,19,255,0,8.499999999999973,8.986495300827716,134.87229618273153,22.46623825206923,35.945981203310744,40.43922885372477,40.6880879955285,40.43922885372454,107.83794360993224,71.89196240662149,67.39431363861411,77.15044285106092,80.10295563903844,38.19011106188134,29.20420257673277,6.482691121428616,15.930732042956263,13.479742951241514,13.479742951241514,13.4788627277228,66.16196047493656,68.67801485077814,63.065736071547406,399.9999999999998,395.63549486231983,386.65433824938026,368.69280554147525,{}
7,19,256,0,8.533333333333307,8.886694914058898,137.7437711679107,22.65671538906564,35.546779656235024,39.99012711326453,44.65508928456918,44.4334745702937,111.1725178565044,75.66748060380985,71.14017372077967,85.23979659901363,83.64748946158102,40.01313742129048,26.68398573858872,8.654959763141619,18.003343602262248,13.330042371088291,13.330042371088176,11.107626402251752,65.41300450065921,67.92987707273016,66.79815923361244,400.0,395.5577615776534,382.3603113555346,369.03866468378266,{}
8,19,257,0,8.56666666666664,10.04720718606664,134.7974295124152,22.46623825206916,35.945981203310794,40.43922885372467,44.93247650413855,44.93247650413844,112.42102029610128,76.51725027668836,71.89196240662147,85.371705357863,85.371705357863,40.43922885372456,26.959485902483152,8.986495300827642,17.972990601655397,13.47974295124152,13.47974295124152,13.47974295124152,67.39871475620771,67.39871475620771,63.06573607154728,399.99999999999983,395.63549486231983,386.6543382493804,364.2025990064162,{}
9,19,258,0,8.599999999999973,13.479742951241407,139.2906771628291,22.911157448865072,31.452733552897147,40.43922885372468,44.93247650413856,44.93247650413844,112.42102029610132,81.0031739846259,74.16305111724762,85.78111607503013,84.98518234311575,40.45140627842261,26.97188339922764,8.870809818594125,18.088235939796164,13.47974295124152,13.47974295124152,13.479522879194974,66.78140763578381,68.03949643784199,67.54832363009882,400.0,399.9999999999998,391.0158249921884,368.69280554147537,{}
