0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,rot_x,rot_y,rot_z
"(204.98910991403872, 567.6621505311841)","(210.6206788677211, 617.2199573235891)","(220.75750298434937, 666.777764115994)","(233.14695468245063, 716.3355709083991)","(250.04166154349778, 762.5144363285946)","(278.19950631190966, 801.9354190043712)","(317.6204889876864, 833.4722051449926)","(366.05198198935483, 855.9984809597221)","(418.98873015396924, 862.756363704141)","(470.79916452784715, 852.6195395875127)","(513.5990885758332, 825.5880086098372)","(548.514816088664, 791.798594887743)","(573.2937194848665, 751.2512984212298)","(590.1884263459136, 706.1987467917708)","(598.072622881069, 656.6409399993657)","(603.7041918347513, 607.0831332069608)","(604.8305056254878, 556.3990126238193)","(219.6311891936129, 501.209636877732)","(237.65220984539653, 469.67285073711065)","(269.18899598601786, 451.65183008532705)","(307.48366487105807, 449.3992025038541)","(341.2730785931524, 465.16759557416475)","(439.2623783872258, 458.4097128297459)","(474.1781059000566, 441.51500596869874)","(511.3464609943603, 439.2623783872258)","(545.1358747164546, 453.9044576668)","(568.7884643219206, 479.80967485373895)","(395.33614054850324, 523.7359126924615)","(395.33614054850324, 551.8937574608734)","(395.33614054850324, 580.0516022292853)","(396.4624543392397, 609.3357607884337)","(364.9256681986184, 648.7567434642104)","(382.946688850402, 651.0093710456833)","(402.0940232929221, 654.3883124178928)","(421.2413577354422, 648.7567434642104)","(439.2623783872258, 644.2514883012645)","(263.5574270323355, 549.6411298794005)","(286.083702847065, 532.7464230183533)","(316.49417519694987, 531.6201092276169)","(342.3993923838888, 548.514816088664)","(316.49417519694987, 558.6516402052923)","(287.2100166378015, 560.9042677867652)","(452.77814387606355, 540.6306195535087)","(478.6833610630025, 520.3569713202521)","(509.09383341288736, 519.2306575295156)","(533.8727368090898, 533.8727368090898)","(511.3464609943603, 546.2621885071911)","(482.0623024352119, 547.3885022979275)","(326.6309993135782, 729.8513363972368)","(351.4099027097806, 698.3145502566153)","(384.0730026411385, 684.7987847677776)","(407.7255922466045, 688.1777261399872)","(432.50449564280694, 682.5461571863048)","(466.29390936490125, 693.8092950936694)","(497.8306955055226, 724.2197674435544)","(473.0517921093201, 765.893377700804)","(440.3886921779623, 783.9143983525876)","(413.35716120028684, 787.2933397247971)","(386.32563022261144, 785.0407121433241)","(353.6625302912536, 770.3986328637499)","(342.3993923838888, 730.9776501879732)","(385.19931643187493, 712.9566295361896)","(408.85190603734094, 711.8303157454532)","(433.63080943354345, 710.7040019547167)","(483.1886162259484, 725.3460812342909)","(437.00975080575284, 750.1249846304933)","(411.1045336188139, 753.5039260027028)","(386.32563022261144, 752.3776122119663)",4.47,0.91,3.0
"(204.98910991403872, 567.6621505311841)","(210.6206788677211, 617.2199573235891)","(220.75750298434937, 666.777764115994)","(233.14695468245063, 716.3355709083991)","(250.04166154349778, 762.5144363285946)","(278.19950631190966, 801.9354190043712)","(317.6204889876864, 833.4722051449926)","(366.05198198935483, 855.9984809597221)","(418.98873015396924, 862.756363704141)","(470.79916452784715, 852.6195395875127)","(513.5990885758332, 825.5880086098372)","(548.514816088664, 791.798594887743)","(573.2937194848665, 751.2512984212298)","(590.1884263459136, 706.1987467917708)","(598.072622881069, 656.6409399993657)","(603.7041918347513, 607.0831332069608)","(604.8305056254878, 556.3990126238193)","(219.6311891936129, 501.209636877732)","(237.65220984539653, 469.67285073711065)","(269.18899598601786, 451.65183008532705)","(307.48366487105807, 449.3992025038541)","(341.2730785931524, 465.16759557416475)","(439.2623783872258, 458.4097128297459)","(474.1781059000566, 441.51500596869874)","(511.3464609943603, 439.2623783872258)","(545.1358747164546, 453.9044576668)","(568.7884643219206, 479.80967485373895)","(395.33614054850324, 523.7359126924615)","(395.33614054850324, 551.8937574608734)","(395.33614054850324, 580.0516022292853)","(396.4624543392397, 609.3357607884337)","(364.9256681986184, 648.7567434642104)","(382.946688850402, 651.0093710456833)","(402.0940232929221, 654.3883124178928)","(421.2413577354422, 648.7567434642104)","(439.2623783872258, 644.2514883012645)","(263.5574270323355, 549.6411298794005)","(286.083702847065, 532.7464230183533)","(316.49417519694987, 531.6201092276169)","(342.3993923838888, 548.514816088664)","(316.49417519694987, 558.6516402052923)","(287.2100166378015, 560.9042677867652)","(452.77814387606355, 540.6306195535087)","(478.6833610630025, 520.3569713202521)","(509.09383341288736, 519.2306575295156)","(533.8727368090898, 533.8727368090898)","(511.3464609943603, 546.2621885071911)","(482.0623024352119, 547.3885022979275)","(326.6309993135782, 729.8513363972368)","(351.4099027097806, 698.3145502566153)","(384.0730026411385, 684.7987847677776)","(407.7255922466045, 688.1777261399872)","(432.50449564280694, 682.5461571863048)","(466.29390936490125, 693.8092950936694)","(497.8306955055226, 724.2197674435544)","(473.0517921093201, 765.893377700804)","(440.3886921779623, 783.9143983525876)","(413.35716120028684, 787.2933397247971)","(386.32563022261144, 785.0407121433241)","(353.6625302912536, 770.3986328637499)","(342.3993923838888, 730.9776501879732)","(385.19931643187493, 712.9566295361896)","(408.85190603734094, 711.8303157454532)","(433.63080943354345, 710.7040019547167)","(483.1886162259484, 725.3460812342909)","(437.00975080575284, 750.1249846304933)","(411.1045336188139, 753.5039260027028)","(386.32563022261144, 752.3776122119663)",4.47,0.91,3.0
"(212.6006722346047, 571.1488329762084)","(217.19744352616374, 621.7133171833576)","(226.39098610928178, 669.9794157447272)","(236.73372151528957, 720.5438999518765)","(252.82242103574615, 767.6608056903565)","(281.55224160799, 807.8825544914979)","(321.77399040913144, 841.2091463553008)","(370.0400889705012, 864.193002813096)","(424.05215164631966, 872.2373525733242)","(476.91502149924844, 860.7454243444266)","(520.5843487690591, 833.1647965950725)","(556.2093262786415, 798.6890119083798)","(580.3423755593263, 757.3180702843487)","(595.2818822568933, 711.3503573687585)","(604.4754248400112, 661.935065984499)","(610.22138895446, 612.5197746002395)","(612.5197746002395, 563.10448321598)","(228.68937175506127, 502.197263602823)","(249.37484256707688, 474.6166358534689)","(281.55224160799, 457.37874351012255)","(317.17721911757246, 458.52793633301235)","(350.50381098137535, 474.6166358534689)","(448.18520092700453, 471.16905738479966)","(481.5117927908074, 457.37874351012255)","(517.1367703003898, 457.37874351012255)","(550.4633621641927, 467.72147891613037)","(576.8947970906571, 489.55614255103575)","(402.21748801141433, 529.7778913521771)","(403.3666808343041, 557.3585191015313)","(402.21748801141433, 587.2375324966649)","(403.3666808343041, 617.1165458917985)","(371.18928179339093, 655.0399090471604)","(389.576366959627, 657.3382946929399)","(407.9634521258631, 661.935065984499)","(426.3505372920992, 656.1891018700502)","(444.7376224583353, 651.5923305784912)","(266.6127349104232, 552.7617478099722)","(289.5965913682183, 535.523855466626)","(320.6247975862417, 534.3746626437362)","(349.3546181584856, 552.7617478099722)","(320.6247975862417, 561.9552903930903)","(290.74578419110804, 563.10448321598)","(459.6771291559021, 545.8665908726338)","(486.10856408236646, 526.3303128835079)","(517.1367703003898, 525.1811200606181)","(542.4190124039644, 540.1206267581849)","(520.5843487690591, 552.7617478099722)","(489.55614255103575, 553.910940632862)","(329.8183401693598, 737.7817922952229)","(355.1005822729344, 705.6043932543097)","(388.4271741367373, 690.6648865567429)","(412.5602234174221, 694.1124650254121)","(436.69327269810697, 688.3665009109634)","(472.3182502076894, 702.1568147856404)","(502.197263602823, 732.035828180774)","(476.91502149924844, 775.7051554505848)","(443.5884296354455, 794.0922406168208)","(417.15699470898113, 797.5398190854901)","(390.72555978251677, 795.2414334397106)","(356.24977509582413, 779.152733919254)","(344.75784686692657, 738.9309851181126)","(389.576366959627, 719.3947071289867)","(413.7094162403119, 719.3947071289867)","(437.8424655209967, 718.245514306097)","(488.40694972814595, 733.1850210036638)","(441.290043989666, 759.6164559301282)","(414.85860906320164, 763.0640343987975)","(390.72555978251677, 761.9148415759078)",4.19,1.05,2.57
"(208.55894673051426, 568.063871481456)","(213.16798422732123, 617.6110245721306)","(221.23379984673338, 667.1581776628053)","(232.75639358875074, 717.8575901276818)","(251.1925435759785, 763.9479650957512)","(279.99902793102194, 804.2770431928119)","(319.17584665388097, 837.6925650446623)","(368.72299974455564, 860.737752528697)","(421.72693095783546, 867.6513087739074)","(474.73086217111535, 857.2809744060918)","(518.5167183907813, 829.6267494252502)","(553.0844996168335, 792.7544494507946)","(577.2819464750698, 752.4253713537338)","(592.2613183396925, 706.3349963856643)","(600.3271339591046, 656.7878432949897)","(606.0884308301133, 607.240690204315)","(608.3929495785168, 556.5412777394387)","(226.99509671774206, 497.7760496551501)","(246.58350607917157, 468.9695653001067)","(277.69450918261845, 451.6856746870806)","(314.56680915707403, 451.6856746870806)","(347.98233100892435, 467.8173059259049)","(447.0766371902737, 463.208268429098)","(480.49215904212406, 445.92437781607197)","(516.2121996423779, 444.7721184418702)","(549.6277214942282, 457.44697155808933)","(573.8251683524646, 480.49215904212406)","(400.98626222220423, 524.27801526179)","(400.98626222220423, 553.0844996168335)","(402.13852159640595, 583.0432433460786)","(402.13852159640595, 614.1542464495254)","(369.87525911875736, 651.026546423981)","(388.31140910598515, 654.4833245465862)","(406.7475590932129, 659.0923620433931)","(426.33596845464245, 653.3310651723845)","(444.7721184418702, 648.7220276755776)","(267.3241748148028, 549.6277214942282)","(289.2171029246358, 531.1915715070004)","(320.3281060280827, 531.1915715070004)","(347.98233100892435, 548.4754621200265)","(320.3281060280827, 558.8457964878421)","(290.36936229883753, 559.9980558620439)","(458.59923093229105, 542.7141652490178)","(485.101196538931, 521.9734965133865)","(515.0599402681761, 519.6689777649831)","(540.4096465006144, 535.8006090038074)","(518.5167183907813, 549.6277214942282)","(487.40571528733443, 550.7799808684299)","(328.39392164749484, 732.8369619923043)","(354.8958872541348, 702.8782182630591)","(386.00689035758165, 690.20336514684)","(411.3565965900199, 693.6601432694453)","(436.70630282245804, 687.8988463984366)","(471.27408404851013, 699.4214401404539)","(501.2328277777553, 728.2279244954973)","(475.88312154531707, 770.8615213409615)","(443.6198590676685, 789.2976713281894)","(415.9656340868268, 792.7544494507946)","(388.31140910598515, 790.449930702391)","(354.8958872541348, 775.4705588377685)","(343.3732935121174, 733.9892213665061)","(388.31140910598515, 716.70533075348)","(412.5088559642216, 716.70533075348)","(437.8585621966598, 715.5530713792782)","(487.40571528733443, 729.3801838696991)","(440.16308094506326, 755.882149476339)","(413.6611153384233, 759.3389275989442)","(388.31140910598515, 758.1866682247424)",4.01,0.75,2.68
"(213.4566960793894, 575.8639438185725)","(218.14805203717816, 623.9503423859074)","(226.3579249633085, 673.2095799426896)","(236.91347586833328, 723.6416564889189)","(252.1603827311468, 770.5552160668067)","(280.30851847787943, 810.4317417080114)","(320.18504411908407, 844.44407240198)","(368.27144268641905, 869.073691180371)","(423.3948751904372, 877.2835641065014)","(476.1726297155609, 865.5551742120294)","(519.5676723251071, 837.4070384652968)","(554.752842008523, 801.0490297924338)","(579.3824607869141, 759.999665161782)","(595.8022066391748, 713.0861055838942)","(604.0120795653052, 664.9997070165592)","(609.876274512541, 616.9133084492242)","(613.3947914808826, 568.8269098818893)","(235.74063687888608, 509.01212142008234)","(261.54309464672434, 489.07385859948005)","(293.2097473617986, 477.3454687050081)","(328.3949170452144, 474.9997907261137)","(361.23440874973585, 487.90101961003285)","(449.19733295827547, 484.3825026416913)","(482.0368246627969, 469.13559577887776)","(518.3948333356599, 469.13559577887776)","(551.2343250401814, 479.6911466839025)","(578.2096217974669, 498.4565705150576)","(408.14796832762363, 535.9874181773679)","(408.14796832762363, 564.1355539241005)","(408.14796832762363, 594.6293676497276)","(408.14796832762363, 623.9503423859074)","(375.3084766231022, 660.3083510587704)","(392.90106146481014, 663.826868027112)","(411.66648529596523, 668.5182239849008)","(430.4319091271203, 663.826868027112)","(448.02449396882827, 659.1355120693232)","(270.9258065623019, 554.752842008523)","(294.3825863512458, 537.160257166815)","(324.87640007687287, 535.9874181773679)","(353.0245358236055, 554.752842008523)","(324.87640007687287, 564.1355539241005)","(294.3825863512458, 566.4812319029949)","(464.44423982108896, 551.2343250401814)","(490.24669758892725, 530.1232232301319)","(520.7405113145543, 528.9503842406847)","(546.5429690823926, 545.3701300929454)","(524.2590282828959, 558.2713589768646)","(493.76521455726885, 559.4441979663118)","(329.5677560346616, 740.0614023411797)","(357.7158917813943, 710.7404276049998)","(390.55538348591574, 697.8391987210806)","(415.18500226430683, 701.3577156894222)","(440.98746003214507, 696.6663597316335)","(474.9997907261137, 708.3947496261054)","(505.4936044517408, 736.5428853728381)","(479.6911466839025, 782.2836059612787)","(446.85165497938107, 799.8761908029866)","(418.7035192326484, 802.221868781881)","(391.72822247536294, 799.8761908029866)","(357.7158917813943, 783.4564449507259)","(344.81466289747516, 741.2342413306269)","(391.72822247536294, 723.6416564889189)","(416.35784125375403, 722.4688174994717)","(442.16029902159227, 722.4688174994717)","(491.41953657837445, 738.8885633517325)","(444.50597700048667, 768.2095380879123)","(417.5306802432012, 770.5552160668067)","(391.72822247536294, 768.2095380879123)",4.06,0.55,1.92
"(169.39321675272245, 526.7582611278208)","(173.7646546044056, 573.7512180334147)","(183.60038977069271, 620.7441749390086)","(198.90042225158376, 668.8299913075234)","(222.94333043584115, 710.3586508985135)","(253.54339539762327, 747.5158726378203)","(292.8863360627717, 779.2087970625232)","(337.69357404252406, 804.3445647097014)","(386.8722498739596, 813.0874404130677)","(433.8652067795536, 803.2517052467806)","(473.20814744470204, 779.2087970625232)","(505.99393133232576, 745.3301537119787)","(531.1296989795039, 708.1729319726719)","(548.6154503862366, 664.4585534558403)","(558.4511855525236, 618.5584560131671)","(566.1012017929692, 571.5654991075731)","(569.3797801817316, 523.4796827390584)","(209.82901688079167, 457.908114963811)","(234.96478452796984, 438.23664463123674)","(267.75056841559353, 429.49376892787046)","(301.62921176613804, 432.7723473166328)","(334.4149956537617, 448.07237979752387)","(417.47231483574177, 445.8866608716823)","(448.07237979752387, 432.7723473166328)","(481.9510231480684, 431.67948785371203)","(512.5510881098505, 439.3295040941575)","(537.6868557570286, 459.0009744267318)","(379.2222336335141, 498.3439150918802)","(379.2222336335141, 525.6654016649)","(379.2222336335141, 555.1726071637613)","(379.2222336335141, 583.5869531997018)","(346.4364497458904, 614.1870181614839)","(362.82934168970223, 618.5584560131671)","(381.4079525593557, 622.9298938648502)","(397.8008445031675, 618.5584560131671)","(414.19373644697936, 615.2798776244048)","(250.2648170088609, 510.3653691840089)","(273.21486573019746, 495.06533670311785)","(302.7220712290588, 496.15819616603864)","(326.7649794133162, 513.6439475727713)","(300.53635230321726, 522.3868232761375)","(272.1220062672767, 522.3868232761375)","(429.49376892787046, 512.5510881098505)","(454.62953657504863, 492.8796177772763)","(483.04388261098916, 492.8796177772763)","(507.08679079524654, 507.08679079524654)","(485.2296015368307, 519.1082448873752)","(456.8152555008902, 520.201104350296)","(303.8149306919796, 687.4086021771768)","(331.13641726499935, 661.1799750670779)","(362.82934168970223, 650.25138043787)","(383.59367148519726, 652.4370993637116)","(406.54372020653386, 649.1585209749492)","(437.14378516831596, 661.1799750670779)","(465.5581312042565, 686.3157427142561)","(442.60808248291994, 727.8444023052461)","(412.0080175211378, 744.237294249058)","(386.8722498739596, 746.4230131748996)","(362.82934168970223, 744.237294249058)","(330.04355780207857, 728.9372617681669)","(316.9292442470291, 688.5014616400977)","(362.82934168970223, 673.2014291592066)","(383.59367148519726, 674.2942886221274)","(406.54372020653386, 673.2014291592066)","(452.443817649207, 688.5014616400977)","(409.8222985952962, 713.6372292872758)","(385.77939041103883, 715.8229482131175)","(363.9222011526231, 714.7300887501966)",3.39,-1.61,0.77
"(134.68256583170063, 465.7343688683998)","(138.79501058992048, 516.1118171565932)","(145.99178891680526, 566.4892654447866)","(156.27290081235492, 616.86671373298)","(170.66645746612446, 664.1598284525083)","(198.42545958410855, 705.2842760347071)","(237.49368478719728, 740.240056479576)","(282.7305771276158, 765.9428362184501)","(335.1642477949191, 775.1958369244447)","(388.62602965177734, 765.9428362184501)","(431.8066996130859, 740.240056479576)","(466.7624800579548, 704.256164845152)","(493.4933709863839, 664.1598284525083)","(511.99937239837334, 619.9510473016448)","(523.3085954834779, 571.6298213925614)","(531.5334849999177, 522.280484293923)","(534.6178185685826, 472.9311471952846)","(157.30101200190987, 405.0758086846568)","(184.03190293033902, 385.54169608311247)","(215.90334980654296, 376.28869537711773)","(252.91535263052177, 377.3168065666727)","(284.78679950672574, 391.7103632204423)","(374.23247299800784, 387.59791846222237)","(407.13203106376676, 373.20436180845286)","(444.14403388774554, 373.20436180845286)","(477.04359195350446, 383.4854737040025)","(503.7744828819336, 401.99147511599193)","(330.0236918471443, 441.05970031908066)","(328.9955806575893, 471.90303600572963)","(327.9674694680343, 504.80259407148856)","(326.93935827847935, 536.6740409476926)","(291.9835778336105, 569.5735990134515)","(310.4895792455999, 574.7141549612263)","(330.0236918471443, 579.8547109090011)","(349.5578044486886, 575.7422661507812)","(368.06380586067803, 571.6298213925614)","(193.28490363633372, 454.4251457832952)","(216.93146099609794, 437.97536675041573)","(248.80290787230192, 439.0034779399707)","(276.561909990286, 458.5375905415151)","(247.77479668274694, 467.7905912475098)","(215.90334980654296, 468.81870243706476)","(384.5135848935575, 457.5094793519601)","(412.2725870115416, 435.91914437130583)","(444.14403388774554, 434.89103318175086)","(467.7905912475098, 451.3408122146303)","(446.2002562668555, 465.7343688683998)","(414.32880939065154, 466.7624800579548)","(247.77479668274694, 642.5694934718541)","(277.59002117984096, 620.9791584911998)","(308.43335686649, 611.7261577852051)","(332.0799142262542, 616.86671373298)","(355.7264715860184, 611.7261577852051)","(387.59791846222237, 624.0634920598646)","(418.4412541488714, 645.653827040519)","(389.6541408413323, 681.6377186749428)","(358.81080515468335, 691.9188305704924)","(333.10802541580915, 693.9750529496024)","(308.43335686649, 691.9188305704924)","(276.561909990286, 679.5814962958328)","(263.19646452607145, 645.653827040519)","(309.4614680560449, 635.3727151449693)","(332.0799142262542, 636.4008263345243)","(356.7545827755734, 636.4008263345243)","(403.0195863055469, 648.7381606091839)","(356.7545827755734, 653.8787165569587)","(332.0799142262542, 655.9349389360686)","(309.4614680560449, 653.8787165569587)",2.72,0.62,0.15
"(134.68256583170063, 465.7343688683998)","(138.79501058992048, 516.1118171565932)","(145.99178891680526, 566.4892654447866)","(156.27290081235492, 616.86671373298)","(170.66645746612446, 664.1598284525083)","(198.42545958410855, 705.2842760347071)","(237.49368478719728, 740.240056479576)","(282.7305771276158, 765.9428362184501)","(335.1642477949191, 775.1958369244447)","(388.62602965177734, 765.9428362184501)","(431.8066996130859, 740.240056479576)","(466.7624800579548, 704.256164845152)","(493.4933709863839, 664.1598284525083)","(511.99937239837334, 619.9510473016448)","(523.3085954834779, 571.6298213925614)","(531.5334849999177, 522.280484293923)","(534.6178185685826, 472.9311471952846)","(157.30101200190987, 405.0758086846568)","(184.03190293033902, 385.54169608311247)","(215.90334980654296, 376.28869537711773)","(252.91535263052177, 377.3168065666727)","(284.78679950672574, 391.7103632204423)","(374.23247299800784, 387.59791846222237)","(407.13203106376676, 373.20436180845286)","(444.14403388774554, 373.20436180845286)","(477.04359195350446, 383.4854737040025)","(503.7744828819336, 401.99147511599193)","(330.0236918471443, 441.05970031908066)","(328.9955806575893, 471.90303600572963)","(327.9674694680343, 504.80259407148856)","(326.93935827847935, 536.6740409476926)","(291.9835778336105, 569.5735990134515)","(310.4895792455999, 574.7141549612263)","(330.0236918471443, 579.8547109090011)","(349.5578044486886, 575.7422661507812)","(368.06380586067803, 571.6298213925614)","(193.28490363633372, 454.4251457832952)","(216.93146099609794, 437.97536675041573)","(248.80290787230192, 439.0034779399707)","(276.561909990286, 458.5375905415151)","(247.77479668274694, 467.7905912475098)","(215.90334980654296, 468.81870243706476)","(384.5135848935575, 457.5094793519601)","(412.2725870115416, 435.91914437130583)","(444.14403388774554, 434.89103318175086)","(467.7905912475098, 451.3408122146303)","(446.2002562668555, 465.7343688683998)","(414.32880939065154, 466.7624800579548)","(247.77479668274694, 642.5694934718541)","(277.59002117984096, 620.9791584911998)","(308.43335686649, 611.7261577852051)","(332.0799142262542, 616.86671373298)","(355.7264715860184, 611.7261577852051)","(387.59791846222237, 624.0634920598646)","(418.4412541488714, 645.653827040519)","(389.6541408413323, 681.6377186749428)","(358.81080515468335, 691.9188305704924)","(333.10802541580915, 693.9750529496024)","(308.43335686649, 691.9188305704924)","(276.561909990286, 679.5814962958328)","(263.19646452607145, 645.653827040519)","(309.4614680560449, 635.3727151449693)","(332.0799142262542, 636.4008263345243)","(356.7545827755734, 636.4008263345243)","(403.0195863055469, 648.7381606091839)","(356.7545827755734, 653.8787165569587)","(332.0799142262542, 655.9349389360686)","(309.4614680560449, 653.8787165569587)",2.72,0.62,0.15
"(138.494713256656, 473.79770324645483)","(140.5773405236734, 523.780757654872)","(146.82522232472556, 572.7224984297806)","(155.1557313927951, 622.7055528381977)","(169.73412226191678, 670.6059799795976)","(195.76696309963407, 712.2585253199453)","(234.29556753945567, 748.7045024927495)","(279.07205378032944, 776.8199705974841)","(331.137735455764, 786.1917932990624)","(384.2447307647073, 777.8612842309929)","(429.02121700558104, 750.7871297597668)","(465.4671941783853, 716.42377985398)","(493.58266228311993, 675.812548147141)","(512.3263076862764, 631.0360619062673)","(523.780757654872, 583.1356347648674)","(533.1525803564502, 534.193893989959)","(538.3591485239937, 484.21083958154173)","(159.32098592682985, 420.69070793751155)","(185.35382676454716, 400.9057489008464)","(217.6345494033166, 389.4512989322508)","(255.1218402096295, 389.4512989322508)","(286.3612492148903, 405.07100343488116)","(370.70765352909433, 402.98837616786375)","(405.07100343488116, 387.36867166523336)","(442.55829424119406, 388.4099852987421)","(476.9216441469809, 400.9057489008464)","(502.9544849846982, 420.69070793751155)","(328.01379455523795, 451.93011694277226)","(326.97248092172924, 485.25215321505044)","(324.8898536547119, 518.5741894873286)","(322.80722638769447, 551.8962257596068)","(288.44387648190764, 582.0943211313588)","(306.14620825155544, 588.3422029324109)","(324.8898536547119, 594.5900847334631)","(343.63349905786833, 589.3835165659196)","(362.3771444610248, 586.2595756653935)","(191.6017085655993, 461.3019396443505)","(215.55192213629923, 445.6822351417201)","(246.79133114155997, 446.72354877522883)","(273.86548561278596, 467.54982144540264)","(245.7500175080513, 476.9216441469809)","(213.46929486928184, 476.9216441469809)","(384.2447307647073, 467.54982144540264)","(411.3188852359333, 445.6822351417201)","(443.59960787470277, 443.59960787470277)","(468.59113507891135, 461.3019396443505)","(446.72354877522883, 476.9216441469809)","(414.44282613645936, 476.9216441469809)","(241.5847629740165, 652.9036482099498)","(270.7415447122599, 633.1186891732847)","(301.98095371752066, 624.7881801052151)","(323.8485400212032, 629.9947482727586)","(346.7574399583944, 625.8294937387238)","(377.99684896365517, 638.3252573408281)","(411.3188852359333, 658.1102163774933)","(379.0381625971639, 686.225684482228)","(348.84006722541176, 694.5561935502975)","(324.8898536547119, 695.5975071838062)","(300.93964008401196, 692.4735662832801)","(270.7415447122599, 681.0191163146845)","(257.20446747664687, 654.9862754769672)","(303.0222673510293, 648.7383936759151)","(324.8898536547119, 650.8210209429325)","(347.7987535919031, 650.8210209429325)","(395.6991807333029, 661.2341572780193)","(347.7987535919031, 661.2341572780193)","(323.8485400212032, 662.275470911528)","(301.98095371752066, 660.1928436445106)",2.38,1.67,-0.31
"(136.0007132507598, 473.4070629186753)","(137.0388866343534, 521.1630385639803)","(141.1915801687277, 568.9190142092853)","(148.45879385388284, 618.7513366217773)","(158.84052768981869, 665.4691388834888)","(181.68034212887758, 709.0724209944194)","(219.05458393824668, 747.484836187382)","(261.6196926655837, 778.6300376951897)","(314.5665352288566, 791.0881182983127)","(369.58972455931666, 783.8209046131576)","(416.30752682102803, 757.8665700233179)","(454.71994201399076, 723.6068483647296)","(483.78879675461116, 683.1180864045797)","(504.5522644264829, 638.4766309100555)","(517.0103450296059, 588.6443084975633)","(527.3920788655417, 539.8501594686649)","(535.6974659342904, 488.9796636725791)","(153.64966077185076, 427.7274340405575)","(178.56582197809684, 406.96396636868576)","(211.78737025309158, 396.5822325327499)","(248.1234386788671, 397.6204059163435)","(279.2686401866747, 413.1930066702473)","(363.36068425775517, 412.15483328665374)","(397.6204059163435, 397.6204059163435)","(436.0328211093062, 400.73492606712426)","(470.29254276789453, 415.26935343743446)","(497.2850507413278, 438.10916787649336)","(319.7574021468245, 457.83446216477154)","(316.6428819960438, 490.0178370561727)","(313.528361845263, 524.277558714761)","(310.41384169448224, 558.5372803733494)","(278.2304668030811, 587.6061351139698)","(294.8412409405785, 593.8351754155314)","(312.49018846166945, 600.0642157170928)","(332.21548274994757, 595.9115221827185)","(350.9026036546321, 593.8351754155314)","(184.79486227965833, 464.06350246633303)","(208.67285010231083, 448.4909017124292)","(240.856224993712, 450.5672484796164)","(266.81055958355165, 472.36888953508173)","(237.74170484293123, 480.6742766038304)","(206.59650333512366, 480.6742766038304)","(376.8569382444718, 474.4452363022689)","(404.8876196014986, 452.64359524680356)","(438.10916787649336, 451.60542186321)","(463.02532908273946, 470.29254276789453)","(439.14734126008693, 485.86514352179836)","(406.96396636868576, 484.82697013820473)","(231.51266454136973, 658.2019251983337)","(259.5433458983965, 636.4002841428684)","(290.6885474062041, 627.056723690526)","(311.4520150780759, 632.247590608494)","(333.25365613354114, 629.1330704577132)","(366.47520440853594, 645.7438445952106)","(398.6585792999371, 668.5836590342695)","(366.47520440853594, 701.8052073092642)","(333.25365613354114, 710.1105943780129)","(309.37566831088867, 710.1105943780129)","(285.4976804882362, 705.9579008436386)","(256.4288257476158, 692.461646856922)","(247.0852652952735, 661.3164453491144)","(289.65037402261055, 651.9728848967721)","(311.4520150780759, 654.0492316639593)","(334.2918295171348, 656.1255784311464)","(382.0478051624397, 670.6600058014567)","(333.25365613354114, 673.7745259522375)","(309.37566831088867, 673.7745259522375)","(288.612200639017, 670.6600058014567)",1.71,2.79,-1.42
