,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,58,205,1,6.840166666666675,22.157949572148937,156.68036399655787,22.157949572148496,32.24455289402749,43.32731606838262,43.32731606838268,32.68932635833491,108.68428758671192,76.94528976700633,64.48910578805499,75.2372900860646,59.11501363905063,34.931598968530125,40.30569111753448,2.6870460745021774,18.80932252151615,22.157949572148496,21.49636859601833,21.49636859601833,48.36682934104101,59.115013639050176,53.74092149004588,{}
1,58,206,0,6.8735333333333415,16.573415809301174,147.5871750828203,15.722922769929935,31.879601830567506,42.25408530925606,47.45904039296899,31.87960183056752,95.63880549170298,63.75920366113548,55.03022969475478,68.13266533636352,52.40974256643312,28.82535841153821,34.066332668181985,2.620487128322111,18.3434098982516,26.20487128321656,21.60909044128382,23.58438415489536,41.92779405314696,57.65071682307689,57.88845274641042,{}
2,58,207,0,6.906900000000008,11.73303088576904,158.82987918742833,17.59954632865265,35.684620319392444,41.06560810019039,46.93212354307468,37.10310145613207,101.27175828234104,65.58963660670851,58.66515442884338,70.39818531461196,58.66515442884338,29.332577214421235,35.19909265730621,4.547473508864641e-13,11.733030885768583,23.46606177153717,23.466061771537625,23.466061771537625,52.79863898595886,58.66515442884338,58.66515442884327,{}
3,58,208,0,6.940266666666675,11.563881692555242,162.30681402974048,17.34582253883309,29.482229201608543,46.615497388105766,46.25552677022108,36.56820474119758,94.12317773381432,64.64406387079735,57.81940846277666,63.60134930905406,52.037467616498816,23.12776338511094,34.69164507766527,4.547473508864641e-13,11.563881692555697,17.345822538832635,17.34582253883309,17.34582253883309,46.25552677022142,46.25552677022142,46.61549738810571,{}
4,58,209,0,6.973633333333342,11.919076009447052,155.40573797716232,17.878614014171035,29.797690023618088,41.71676603306503,47.67630403778867,32.09309432981776,90.18417460736424,60.775601156166616,53.6358420425122,59.59538004723572,47.67630403778867,23.83815201889456,35.757228028341615,5.959538004723527,5.959538004723527,18.845713897261646,17.87861401417058,20.85838301653257,53.6358420425122,53.6358420425122,48.04733145486239,{}
5,58,210,0,7.0070000000000086,18.14851812056713,151.3585927681595,18.14851812056713,24.942752386511465,42.34654228132331,42.34654228132331,32.57758702817365,92.53964803956406,67.63553368079138,57.47030738179592,60.49506040189044,54.4455543617014,27.2227771808507,33.27228322103974,3.024753020094522,9.074259060283566,19.130217805943488,18.14851812056713,18.14851812056713,48.39604832151235,48.39604832151235,42.776467438466405,{}
6,58,211,0,7.040366666666675,6.222713912870859,149.86279623719494,18.668141738611663,31.729739669232,37.85129102597441,44.001232051746506,39.35589838457862,95.1892190076964,63.45947933846441,59.11578217226997,68.4498530415758,56.004425215834544,24.890855651482525,31.11356956435248,0.0,12.445427825741262,19.677949192289507,12.445427825741262,12.445427825741262,43.55899739009374,49.78171130296414,43.55899739009385,{}
7,58,212,0,7.073733333333342,12.861470387249938,148.46505071756656,19.292205580874,32.153675968123935,45.015146355373645,45.015146355373645,34.63056884870996,97.31468195955934,65.5808884780818,57.87661674262336,70.73808712987284,57.87661674262336,32.153675968123935,32.153675968123935,0.0,12.861470387249938,14.379561038245194,19.29220558087445,19.29220558087445,45.01514635537387,51.44588154899839,45.47216463427089,{}
8,58,213,0,7.107100000000009,6.535459155621993,150.45756869843376,19.60637746686507,32.6772957781086,39.75364607011026,45.74821408935213,29.227461872286884,85.9605442214063,53.89277682107665,49.015943667162446,58.81913240059521,52.28367324497367,29.40956620029783,29.40956620029783,3.267729577810769,16.3386478890543,19.606377466865524,19.60637746686507,16.3386478890543,45.74821408935213,45.74821408935213,46.21267487107833,{}
9,58,214,0,7.140466666666676,13.287276776598446,153.3803026512184,14.8556270541638,26.574553553196893,46.50546871809456,39.86183032979534,33.87604178319186,87.38341987451336,61.25131947910192,53.14910710639333,66.43638388299178,53.14910710639333,26.57455355319644,26.574553553196893,6.643638388299223,13.287276776598446,26.574553553196893,19.93091516489767,23.25273435904728,39.86183032979488,46.50546871809411,46.505468718094335,{}
