,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,25,0,0.0,2.540771034562271,157.78372237400558,12.703855172811291,20.086558705497875,45.48618848340267,43.71307773677001,52.379336730050355,83.59484218360261,63.519275864056624,63.77917319333744,71.86385711925345,50.30469998347746,8.982982139906767,21.55915713577599,3.5931928559625703,1.7965964279813988,23.424751508948784,21.856538868385005,22.457455349766747,44.914910699533436,77.25364640319754,76.49788603934759
1,25,1,0.0333666666666666,1.7895703533640699,159.46266859092543,12.654173322741642,20.008004803202233,45.30830248220581,47.38138871748526,50.23563371866713,83.01754953517148,63.04268001602467,62.63496236774347,76.95152519465626,51.897540247558936,14.3165628269129,17.895703533640926,1.1368683772161603e-13,7.158281413456507,21.549280665436537,21.77106298155143,21.474844240369237,44.739258834102486,76.95152519465631,77.96449685732706
2,25,2,0.0667333333333332,2.577990741340031,161.90110258749039,12.889953706700508,20.38080632365194,45.89982020871114,47.953399741860196,50.055525878149844,81.86896585804695,61.49467158482688,61.06764362376384,76.56241887158467,54.687442051131825,16.40623261533949,14.583317880301934,5.468744205113126,7.29165894015091,21.87497682045273,22.176714892431992,21.87497682045273,45.572868375943244,76.56241887158467,82.53597499876179
3,25,3,0.1000999999999998,2.566370864916697,163.22199404156353,14.63056495934161,23.868628773126535,47.73725754625308,47.73725754625299,51.10236646731818,88.02689477238437,64.15927162291491,64.42178757758495,76.21732614812868,52.626249007041224,13.610236812165795,22.683728020276362,0.9073491208110909,4.536745604055227,19.961680657843203,20.28894313458188,20.869029778654237,45.36745604055278,76.21732614812862,84.18322357768811
4,25,4,0.1334666666666664,1.8292130349069566,162.22345660363968,12.934489412175227,24.05954107176013,49.52406384521435,49.92779930729709,51.511106757371046,88.73097446553773,64.67244706087635,64.02245622174314,73.16852139627792,53.047178012301515,11.889884726895161,24.694375971243744,2.743819552360378,2.743819552360492,21.950556418883366,22.253337017330118,22.865162936336787,43.90111283776673,74.99773443118488,81.00336944467864
5,25,5,0.166833333333333,2.5636285641790955,158.7484424525323,14.61493143979597,27.43202356783183,49.245696585210965,49.245696585211064,51.27257128358191,95.3724956078206,67.94824846226851,66.16570868937185,74.32312482915745,56.195533407411745,14.502073137396678,29.004146274793015,3.6255182843490275,3.625518284349255,21.75310970609479,22.053166772950043,22.65948927718216,45.318978554364264,76.13588397133196,80.49956978309835
6,25,6,0.2001999999999996,6.542987559662864,157.5760070550834,11.038378467937005,22.07675693587403,45.692934190800344,47.49519817918715,52.90709075279442,91.88897959868368,69.8128352672819,66.23648581920702,76.21732614812856,54.44094724866329,12.702887691354704,25.40577538270952,3.62939648324425,5.444094724866318,21.776378899465385,20.28894313458188,20.869029778654237,43.55275779893066,76.21732614812862,82.38410240143234
7,25,7,0.2335666666666662,3.9950093555113884,144.2746065486338,14.404211077254658,25.076441736709,43.02756757094594,43.47040154488816,50.31174634664234,91.97202220148485,66.96856001083788,65.21172117459878,78.61138990910536,58.95854243182907,18.75953622830923,22.332781224177666,2.67993374690127,8.039801240703923,21.513783785473027,21.73520077244408,21.439469975210557,44.66556244835533,76.82476741117114,84.89747373969112
8,25,8,0.2669333333333328,3.62939648324425,146.80000275922993,9.253181745313663,22.07675693587414,42.09161178884407,42.091611788844055,54.71247485450696,86.5175347927617,64.44095407404039,63.51443845677386,78.03202438975075,56.255645490285474,12.702887691354817,18.146982416221135,1.814698241622068,7.2587929664885,19.961680657843203,22.076756935874066,22.683728020276362,45.36745604055278,78.03202438975075,82.38410240143234
9,25,9,0.3002999999999994,5.13004996753122,153.65548750697397,14.6228922562742,25.457146088734383,45.66897145817209,47.712222709702395,52.723587825582314,96.7425959985757,71.31507553354453,68.92236927747581,81.61859519701079,61.6673830377415,19.044338879302472,24.48557855910326,0.9068732799668169,8.161859519701125,21.764958719202866,21.840400743399275,22.671831999169683,43.52991743840579,74.36360895727648,83.9237604355246
