,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,0,7,0,0.0,21.0,84.0,8.0,10.0,21.0,22.0,11.0,50.0,40.0,29.5,25.0,25.0,14.0,25.0,14.0,6.0,6.082762530298219,6.082762530298219,6.0,27.0,27.0,33.0,{},{}
1,1,7,0,0.0333666666666666,23.0,84.0,7.0,9.0,21.0,23.0,11.04536101718726,50.00999900019995,41.01219330881976,29.5,25.0,25.0,14.0,25.0,15.0,7.0,6.082762530298219,6.0,6.0,28.0,27.0,34.0,{},{}
2,2,7,0,0.0667333333333332,22.0,85.0,8.0,10.0,21.02379604162864,22.0,12.0,52.0,42.0,31.0,26.0,26.0,14.0,26.0,15.0,6.0,6.0,6.0,6.0,29.0,28.0,34.0,{},{}
3,3,7,0,0.1000999999999998,24.0,84.00595217006948,7.0,10.0,19.026297590440446,22.0,12.0,53.0,43.0,31.0,25.0,26.0,13.5,27.5,16.5,6.5,6.082762530298219,6.0,6.0,29.0,28.0,35.0142828000232,{},{}
4,4,7,0,0.1334666666666664,26.0,84.00595217006948,8.0,9.055385138137416,20.0,23.0,11.0,54.00925846556311,45.0,32.0,26.0,25.0,14.5,28.5,17.5,7.5,6.082762530298219,7.071067811865476,6.5,29.0,28.0,34.0147027033899,{},{}
5,5,7,0,0.166833333333333,27.0,83.0,7.0,10.0,20.0,22.0,12.0,56.0,46.0,32.5,26.0,26.0,14.0,30.0,18.0,7.0,6.082762530298219,7.0,6.5,31.0,29.0,36.013886210738214,{},{}
6,6,7,0,0.2001999999999996,27.0,82.00609733428362,8.0,11.0,19.026297590440446,21.02379604162864,12.0,58.0,47.0,33.5,26.0,27.0,14.5,31.5,19.5,6.5,7.071067811865476,8.06225774829855,7.5,32.0,29.0,35.0142828000232,{},{}
7,7,7,0,0.2335666666666662,30.0,83.00602387778854,8.0,9.0,20.024984394500787,23.021728866442675,12.0,59.0,50.0,35.0,26.0,27.0,14.5,32.5,21.5,6.5,9.055385138137416,8.0,8.0,34.0,30.0,36.05551275463989,{},{}
8,8,7,0,0.2669333333333328,31.0,83.00602387778854,7.0,10.0,20.024984394500787,21.0,12.0,60.0,50.0,34.5,26.0,27.0,14.5,33.5,21.5,7.5,8.06225774829855,8.06225774829855,8.0,35.0,31.0,36.013886210738214,{},{}
9,9,7,0,0.3002999999999994,32.0,83.00602387778854,7.0,9.0,20.024984394500787,23.021728866442675,12.0,60.0,51.0,35.0,27.0,28.0,15.5,32.5,21.5,8.5,8.06225774829855,8.06225774829855,8.5,33.0,31.0,36.013886210738214,{},{}
10,10,7,0,0.333666666666666,31.016124838541646,83.00602387778854,7.0,9.0,20.024984394500787,23.021728866442675,13.0,60.00833275470999,51.0098029794274,35.5,27.0,28.0,14.5,32.5,21.5,7.5,8.06225774829855,7.0,7.5,34.0,32.0,36.013886210738214,{},{}
11,11,7,0,0.3670333333333326,29.0,83.0,8.0,10.0,20.0,22.02271554554524,12.041594578792296,59.00847396772772,49.01020301937138,34.5,28.0,28.0,16.0,31.0,19.0,8.0,8.0,8.0,7.5,33.0,32.0,36.0,{},{}
12,12,7,0,0.4003999999999992,26.0,82.0,8.0,11.04536101718726,20.024984394500787,22.02271554554524,12.041594578792296,57.0,46.01086828130936,33.0,27.0,27.0,15.0,30.0,17.0,7.0,8.06225774829855,8.06225774829855,8.5,32.0,32.0,36.0,{},{}
13,13,7,0,0.4337666666666658,24.0,83.0,8.06225774829855,11.0,21.0,22.09072203437452,12.0,55.00909015790027,44.01136216933077,32.0,27.0,27.0,15.0,28.0,15.0,8.0,7.071067811865476,7.071067811865476,7.0,31.0,32.0,36.0,{},{}
14,14,7,0,0.4671333333333324,23.021728866442675,85.0,7.0,11.0,20.0,22.02271554554524,12.041594578792296,53.03772242470448,42.04759208325728,30.5,26.0,26.0,14.0,27.0,15.0,7.0,7.071067811865476,8.06225774829855,8.0,30.0,32.0,34.0,{},{}
15,15,7,0,0.5004999999999991,22.02271554554524,83.00602387778854,7.071067811865476,11.0,21.02379604162864,22.02271554554524,12.041594578792296,52.009614495783374,41.01219330881976,30.0,25.0,24.0,12.5,27.5,15.5,5.5,7.071067811865476,8.06225774829855,7.5,30.0,31.0,34.0,{},{}
16,16,7,0,0.5338666666666656,22.0,83.0,7.0,11.04536101718726,21.02379604162864,23.0,12.0,52.009614495783374,41.0,30.0,24.0,24.0,12.0,28.0,16.0,5.0,7.0,7.280109889280518,7.0,31.0,32.0,34.0,{},{}
17,17,7,0,0.5672333333333321,21.02379604162864,82.00609733428362,7.0,11.0,21.02379604162864,23.0,12.0,51.0098029794274,40.01249804748511,29.5,25.0,24.0,12.5,26.5,14.5,5.5,7.071067811865476,7.0,7.0,31.0,32.0,33.015148038438355,{},{}
18,18,7,0,0.6005999999999987,21.02379604162864,81.0,7.0,11.0,21.0,22.0,12.0,51.0098029794274,40.01249804748511,29.5,24.0,24.0,12.0,27.0,15.0,5.0,7.071067811865476,7.0,7.0,30.0,30.0,32.0,{},{}
19,19,7,0,0.6339666666666652,20.0,81.00617260431454,8.0,11.0,20.024984394500787,22.0,12.041594578792296,51.0098029794274,40.01249804748511,30.0,24.0,25.0,12.5,26.5,14.5,4.5,7.071067811865476,8.0,7.5,30.0,30.0,32.0,{},{}
20,20,7,0,0.6673333333333318,19.026297590440446,81.00617260431454,7.0,12.0,20.024984394500787,22.02271554554524,13.152946437965904,51.0098029794274,39.01281840626232,29.5,24.0,25.0,11.5,26.5,13.5,4.5,8.06225774829855,8.06225774829855,8.0,31.0,30.0,32.0,{},{}
21,21,7,0,0.7006999999999983,19.0,80.00624975587844,7.0,11.0,19.026297590440446,21.02379604162864,13.038404810405298,50.00999900019995,39.01281840626232,29.5,25.0,26.0,12.5,24.5,12.5,5.5,8.06225774829855,7.071067811865476,7.5,31.0,31.0,32.01562118716424,{},{}
22,22,7,0,0.7340666666666649,19.026297590440446,78.0,7.0,11.04536101718726,19.026297590440446,21.02379604162864,13.038404810405298,50.00999900019995,39.0,29.5,25.0,25.0,12.0,25.0,12.0,5.0,7.071067811865476,8.06225774829855,8.0,30.0,31.0,33.0,{},{}
23,23,7,0,0.7674333333333314,18.0,77.0,6.0,11.0,20.024984394500787,22.02271554554524,14.0356688476182,49.01020301937138,38.01315561749642,29.0,25.0,25.0,11.0,24.0,12.0,5.0,7.0,7.071067811865476,7.0,29.0,30.0,34.0147027033899,{},{}
24,24,7,0,0.800799999999998,16.0,76.0,8.0,12.0,18.027756377319943,19.026297590440446,14.0,50.0,38.0,30.0,26.0,26.0,12.0,24.0,11.0,4.0,7.071067811865476,8.06225774829855,8.0,30.0,32.0,34.0147027033899,{},{}
25,25,7,0,0.8341666666666645,14.0,75.0,8.0,13.0,18.027756377319943,20.0,14.0,49.0,36.0,29.0,26.0,26.0,12.0,23.0,9.0,4.0,7.0,7.071067811865476,7.0,29.0,31.0,34.0147027033899,{},{}
26,26,7,0,0.867533333333331,14.0,72.0,8.06225774829855,13.038404810405298,17.0,19.026297590440446,14.0356688476182,49.01020301937138,36.0,29.0,27.0,27.0,13.0,22.0,8.0,5.0,7.071067811865476,8.06225774829855,8.0,28.0,31.0,34.0147027033899,{},{}
27,27,7,0,0.9008999999999976,11.0,70.0,9.0,13.0,17.0,19.0,14.0356688476182,47.01063709417264,34.0147027033899,28.5,27.0,27.0,13.0,20.0,6.0,4.0,7.0,8.06225774829855,7.5,29.0,31.0,34.0,{},{}
28,28,7,0,0.934266666666664,11.0,70.0,8.0,13.0,17.029386365926403,19.0,15.033296378372908,47.01063709417264,34.0147027033899,28.5,27.0,27.0,12.0,20.0,7.0,4.0,8.06225774829855,8.06225774829855,8.0,30.0,31.0,33.015148038438355,{},{}
29,29,7,0,0.9676333333333308,10.04987562112089,69.00724599634447,8.06225774829855,13.0,17.029386365926403,18.0,15.132745950421556,46.04345773288535,33.06055050963308,28.0,26.0,27.0,11.5,19.5,5.5,3.5,8.06225774829855,8.06225774829855,8.0,29.0,30.0,34.0,{},{}
30,30,7,0,1.0009999999999972,12.0,70.0,8.0,12.0,17.0,19.026297590440446,14.0356688476182,46.01086828130936,34.0147027033899,28.0,26.0,26.0,12.0,20.0,7.0,4.0,7.071067811865476,8.06225774829855,8.0,29.0,31.0,34.0,{},{}
31,31,7,0,1.0343666666666638,13.0,73.0,9.055385138137416,14.0,19.0,20.0,14.0356688476182,50.0,36.0,29.5,27.0,27.0,13.0,23.0,8.0,4.0,7.0,7.071067811865476,7.5,29.0,31.0,33.015148038438355,{},{}
32,32,7,0,1.0677333333333303,18.0,74.02702209328699,8.0,12.0,19.0,21.02379604162864,13.038404810405298,51.0098029794274,39.01281840626232,30.0,25.0,27.0,13.0,25.0,11.0,5.0,5.0990195135927845,6.082762530298219,5.5,29.0,31.0,34.0147027033899,{},{}
33,33,7,0,1.1010999999999969,18.0,73.02739212103907,7.0,13.038404810405298,18.027756377319943,20.024984394500787,13.038404810405298,51.03920062069938,38.01315561749642,29.0,25.0,27.0,13.0,25.0,11.0,6.0,4.123105625617661,4.0,4.5,30.0,32.0,34.0,{},{}
34,34,7,0,1.1344666666666634,16.0,73.02739212103907,7.0,13.0,17.029386365926403,18.027756377319943,13.038404810405298,49.01020301937138,36.013886210738214,28.0,25.0,27.0,13.0,23.0,9.0,5.0,4.0,5.0,5.0,30.0,31.0,33.015148038438355,{},{}
35,35,7,0,1.16783333333333,15.0,72.02777242147643,8.0,12.0,17.029386365926403,19.026297590440446,13.0,48.0,36.0,28.5,25.0,27.0,13.0,22.0,8.0,5.0,5.0990195135927845,5.0,5.0,30.0,31.0,33.015148038438355,{},{}
36,36,7,0,1.2011999999999965,16.0,72.0,7.0,12.0,17.0,19.0,13.038404810405298,48.010415536631214,36.013886210738214,28.0,26.0,26.0,13.0,22.0,9.0,6.0,5.0990195135927845,6.082762530298219,6.0,29.0,31.0,33.015148038438355,{},{}
37,37,7,0,1.234566666666663,15.0,71.0,7.071067811865476,13.0,17.0,19.0,13.152946437965904,48.010415536631214,35.0142828000232,27.5,26.0,26.0,13.0,22.0,8.0,6.0,6.082762530298219,7.071067811865476,7.0,29.0,31.0,33.015148038438355,{},{}
38,38,7,0,1.2679333333333296,13.0,70.0,8.0,14.0,18.0,19.0,13.0,48.0,34.0,27.5,27.0,27.0,14.0,21.0,7.0,6.0,8.06225774829855,7.0,7.0,29.0,31.0,33.0,{},{}
39,39,7,0,1.301299999999996,16.0,69.00724599634447,8.0,13.0,19.0,20.0,13.0,50.0,37.0,29.0,27.0,26.0,13.5,23.5,9.5,5.5,8.06225774829855,8.06225774829855,8.0,28.0,30.0,32.01562118716424,{},{}
40,40,7,0,1.334666666666663,13.0,70.00714249274856,8.0,14.0356688476182,18.0,19.0,14.0,49.01020301937138,35.0,28.5,27.0,26.0,12.5,22.5,7.5,5.5,8.0,8.06225774829855,8.0,28.0,30.0,33.0,{},{}
