,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,57,218,1,7.273933333333343,21.181372554387963,159.6526197421648,16.74534531011094,32.21031482852909,42.69242124905261,47.95137155858848,32.21031482852909,101.85795900924812,69.64936467261579,58.248774524566215,68.8394608017602,52.95343138596945,29.12438726228356,39.71507353947664,7.943014707895145,13.238357846492818,21.181372554387963,16.74534531011094,18.533700985089126,47.65808824737224,63.54411766316298,52.95343138596917,{}
1,57,219,0,7.3073000000000095,15.949044456578122,159.844474845055,16.811768995356417,27.10816296908341,42.86176908266803,47.84713336973402,32.338083338177526,91.7743983213515,64.67616667635548,55.82165559802297,63.79617782631203,53.16348152192677,26.581740760963385,31.898088913156244,5.316348152192859,10.632696304385265,21.26539260877053,15.949044456578122,18.607218532674324,42.53078521754105,53.16348152192632,58.479829674119344,{}
2,57,220,0,7.340666666666676,17.08022826928709,159.51709947310096,17.08022826928709,29.030805747238137,45.90173423558955,51.2406848078615,36.008282857695804,98.28348506224528,69.26331501690709,59.7807989425055,62.627503654052816,56.93409423095727,25.620342403930408,37.00716125012241,2.8467047115477726,14.233523557739318,17.08022826928709,17.08022826928709,17.08022826928709,45.547275384765726,56.93409423095727,56.93409423095716,{}
3,57,221,0,7.374033333333343,5.699763999032712,159.69514103774728,17.09929199709859,34.670310884858935,45.95296646467522,51.29787599129497,36.04847272474672,92.78543558036226,58.1264157078838,54.14775799081144,56.997639990328025,51.297875991295314,19.94917399661472,37.04846599371285,2.849881999516583,8.549645998549295,17.099291997098135,17.099291997098135,17.099291997098135,45.59811199226215,51.29787599129486,51.61355820773207,{}
4,57,222,0,7.40740000000001,11.90718797146019,160.8572515718583,17.860781957190284,29.76796992865001,41.675157900110094,47.62875188584019,32.061084807920885,90.0942252780103,60.71498381849232,53.5823458715704,59.53593985730049,53.5823458715704,26.7911729357852,32.74476692151529,2.9767969928652747,8.930390978594914,17.860781957190284,17.860781957190284,20.83757895005556,47.62875188583985,53.58234587156994,47.99940924167554,{}
5,57,223,0,7.440766666666676,12.086578036702576,157.2416886257031,18.12986705505364,24.91711894879716,48.34631214680962,48.34631214680962,32.5441073409671,86.52673079841537,61.62969726170749,54.38960116516091,60.43289018351197,54.38960116516091,27.194800582580683,27.19480058258023,3.0216445091755304,9.064933527527046,18.12986705505364,18.12986705505364,18.12986705505364,42.303023128458335,48.3463121468094,48.34631214680974,{}
6,57,224,0,7.474133333333343,12.6412123503992,151.82617039719517,12.6412123503992,25.282424700798856,50.5648494015976,44.24424322639789,39.9750234131129,89.38686975386547,64.45778845015656,56.88545557679754,63.20606175199691,56.88545557679754,22.122121613198487,28.44272778839877,3.160303087599459,9.480909262799289,19.98751170655625,18.96181852559903,18.96181852559903,44.24424322639789,50.56484940159771,56.8854555767972,{}
7,57,225,0,7.50750000000001,6.430735193624969,154.47156019899828,19.292205580874,32.79044423904065,39.116635078051054,45.47216463427082,32.7904442390411,90.94432926854172,58.2327838996474,54.66124914581087,64.30735193624832,57.87661674262336,28.93830837131145,28.93830837131145,3.2153675968124844,16.076837984061967,19.29220558087445,19.29220558087445,19.29220558087445,45.01514635537387,51.44588154899839,51.44588154899839,{}
8,57,226,0,7.540866666666677,6.633581268066791,152.71650936694232,19.90074380419992,33.82476033087476,40.35049957908348,46.43506887646595,35.72292839005895,94.97842960487937,61.15859741200568,56.385440778566135,66.3358126806661,59.70223141259976,29.85111570629988,29.851115706299424,3.3167906340331683,16.58395317016675,14.833138649666196,13.267162536133128,13.267162536133128,46.435068876466175,46.435068876466175,46.435068876466175,{}
9,57,227,0,7.574233333333344,6.744873473156986,148.5404298900255,20.234620419470048,27.80982576125196,41.02746363412031,47.214114312097536,30.16399117122723,83.42947728375587,55.61965152250392,50.58655104867557,60.7038612584106,53.95898778525407,30.35193062920507,23.607057156048995,3.372436736578038,16.862183682891555,20.234620419470502,13.489746946313517,16.86218368289201,47.214114312097536,53.95898778525407,47.69345771114408,{}
10,57,228,0,7.60760000000001,0.0,158.034549561542,21.728222852749305,34.35533686120516,48.58578332901208,41.22640423344569,28.33013653648477,83.59014231004424,50.022125526564096,48.09747160568668,54.96853897792789,54.96853897792789,27.484269488963943,27.484269488963943,6.871067372241214,13.742134744481971,20.61320211672273,20.61320211672273,20.61320211672273,41.22640423344592,48.09747160568668,48.097471605686906,{}
11,57,229,0,7.640966666666677,7.124704998791003,142.67210641621088,21.37411499637301,28.498819995164013,42.74822999274579,42.74822999274579,25.68848919569505,79.65662348464572,51.86863531990422,46.31058249214084,56.99763999032757,49.87293499153657,32.06117249455974,24.936467495768284,3.562352499395729,10.687057498186732,21.37411499637301,21.37411499637301,21.37411499637301,49.87293499153657,49.87293499153657,49.8729349915368,{}
12,57,230,0,7.674333333333344,7.362101738322963,133.3333333333336,23.281009858985566,29.44840695329276,36.810508691615496,44.17261042993846,23.28100985898644,82.31079972079944,53.59690967105529,47.85366129910017,66.25891564490848,51.53471216826165,36.81050869161572,22.08630521496889,7.362101738323872,14.724203476646837,14.72420347664638,14.724203476645926,18.405254345807407,44.17261042993823,51.53471216826165,44.7819165981152,{}
13,57,231,0,7.707700000000011,7.513807567653203,150.46387928554205,22.54142270296052,30.98022225200129,38.31305140884616,45.08284540592081,33.602768982250936,92.94066675600216,61.96044450400087,56.35355675740084,60.11046054122744,52.59665297357424,26.29832648678712,33.81213405444123,3.756903783826601,11.270711351479804,15.02761513530686,15.02761513530686,15.02761513530686,37.56903783826738,45.08284540592104,45.08284540592081,{}
14,57,232,0,7.741066666666677,7.641607199008831,108.06864539165976,15.283214398017662,30.56642879603441,38.208035995043474,31.507153630992843,46.48208194138712,92.96416388277429,63.01430726198651,61.13285759206974,91.69928638810416,76.4160719900874,38.20803599504325,7.641607199008831,22.924821597025584,22.924821597025584,22.924821597026494,15.283214398017208,15.283214398017208,38.2080359950437,45.84964319405208,45.84964319405231,{}
15,57,311,1,10.377033333333287,30.60490595826113,179.4852952450787,8.762159086766482,17.524318173533,41.93038742529484,47.42910660713381,36.44468371668513,92.9367316213185,75.6291588853427,59.57301686008441,38.79173190889219,66.50011184381515,16.625027960953787,38.79173190889219,19.39586595444609,5.541675986984615,16.854349524341654,17.524318173532947,15.239608964207662,66.50011184381515,19.39586595444609,48.39060520168176,{}
16,57,325,1,10.844166666666611,14.588737773537147,132.72482995678,17.403312000798998,23.06681977565539,29.177475547074184,31.987923639620217,37.63172233825424,91.59947337156598,68.90409625495553,61.51336767684654,68.66608484857284,51.49956363642957,22.88869494952428,31.47195555559574,11.444347474762026,8.58326060607169,25.90824350966036,25.90824350966036,28.61086868690529,40.05521616166743,65.80499797988222,71.7556936148738,{}
17,57,326,0,10.877533333333275,6.499469908602517,135.2452078160075,17.680469656854115,23.2532104533592,29.64214346383961,33.14092389197324,40.79679519591543,87.24796993929334,64.01235491687868,61.039677440067976,72.66628266674752,52.31972352005823,21.7998848000243,24.706536106694216,4.359976960004815,7.266628266674729,26.15986176002912,26.32084704416633,26.15986176002912,34.8798156800388,61.03967744006792,84.74271972140718,{}
18,57,366,1,12.212199999999912,20.4175845604234,143.56980604899354,14.030642960434433,27.435304887302667,37.586598761471485,40.97671259247082,34.19903088599578,95.82740026716176,68.39806177199146,57.84982292120003,44.238099880917616,30.626376840635203,3.402930760070604,57.84982292120003,27.223446080564827,6.805861520141207,3.402930760070376,9.624941665416545,5.104396140105791,40.83516912084701,68.05861520141161,61.62969726170711,{}
