0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,rot_x,rot_y,rot_z
"(311.35491815734645, 531.6983986994686)","(308.9598803253669, 586.7842688349991)","(313.74995598932605, 639.47510113855)","(320.9350694852648, 692.165933442101)","(335.30529647714235, 742.4617279136723)","(361.6507126289178, 787.9674467212845)","(399.97131794059123, 821.4979763689988)","(445.47703674820343, 847.8433925207743)","(495.7728312197748, 859.8185816806722)","(546.0686256913461, 850.2384303527539)","(596.3644201629174, 826.2880520329579)","(639.47510113855, 792.7575223852438)","(670.6105929542847, 749.6468414096112)","(689.7708956101214, 699.3510469380398)","(699.3510469380398, 646.6602146344889)","(706.5361604339786, 591.5743444989583)","(711.3262360979377, 536.4884743634278)","(332.91025864516274, 464.6373394040401)","(356.86063696495864, 438.29192325226467)","(392.78620444465247, 423.92169626038714)","(431.1068097563259, 426.3167340923667)","(464.6373394040401, 440.6869610842442)","(543.6735878593665, 440.6869610842442)","(579.5991553390604, 423.92169626038714)","(617.9197606507338, 423.92169626038714)","(656.2403659624072, 440.6869610842442)","(677.7957064502235, 469.4274150679993)","(502.95794471571355, 500.56290688373394)","(502.95794471571355, 531.6983986994686)","(502.95794471571355, 560.4388526832237)","(502.95794471571355, 591.5743444989583)","(459.84726374008096, 634.6850254745909)","(481.40260422789726, 637.0800633065704)","(500.56290688373394, 639.47510113855)","(522.1182473715503, 637.0800633065704)","(541.2785500273869, 634.6850254745909)","(371.2308639568362, 514.9331338756115)","(395.1812422766321, 500.56290688373394)","(423.92169626038714, 500.56290688373394)","(445.47703674820343, 519.7232095395707)","(421.52665842840753, 522.1182473715503)","(392.78620444465247, 522.1182473715503)","(560.4388526832237, 522.1182473715503)","(584.3892310030195, 502.95794471571355)","(610.734647154795, 505.3529825476931)","(634.6850254745909, 519.7232095395707)","(613.1296849867746, 526.9083230355094)","(584.3892310030195, 526.9083230355094)","(419.1316205964279, 713.7212739299173)","(445.47703674820343, 684.9808199461622)","(479.00756639591765, 670.6105929542847)","(500.56290688373394, 675.4006686182439)","(522.1182473715503, 670.6105929542847)","(555.6487770192645, 687.3758577781418)","(584.3892310030195, 713.7212739299173)","(555.6487770192645, 752.0418792415907)","(522.1182473715503, 768.8071440654478)","(498.16786905175434, 771.2021818974274)","(474.2174907319585, 768.8071440654478)","(443.0819989162238, 754.4369170735703)","(431.1068097563259, 713.7212739299173)","(479.00756639591765, 701.7460847700194)","(500.56290688373394, 701.7460847700194)","(522.1182473715503, 701.7460847700194)","(572.4140418431216, 716.1163117618969)","(522.1182473715503, 732.881576585754)","(498.16786905175434, 732.881576585754)","(476.61252856393804, 732.881576585754)",2.8,1.38,-0.81
"(311.35491815734645, 531.6983986994686)","(308.9598803253669, 586.7842688349991)","(313.74995598932605, 639.47510113855)","(320.9350694852648, 692.165933442101)","(335.30529647714235, 742.4617279136723)","(361.6507126289178, 787.9674467212845)","(399.97131794059123, 821.4979763689988)","(445.47703674820343, 847.8433925207743)","(495.7728312197748, 859.8185816806722)","(546.0686256913461, 850.2384303527539)","(596.3644201629174, 826.2880520329579)","(639.47510113855, 792.7575223852438)","(670.6105929542847, 749.6468414096112)","(689.7708956101214, 699.3510469380398)","(699.3510469380398, 646.6602146344889)","(706.5361604339786, 591.5743444989583)","(711.3262360979377, 536.4884743634278)","(332.91025864516274, 464.6373394040401)","(356.86063696495864, 438.29192325226467)","(392.78620444465247, 423.92169626038714)","(431.1068097563259, 426.3167340923667)","(464.6373394040401, 440.6869610842442)","(543.6735878593665, 440.6869610842442)","(579.5991553390604, 423.92169626038714)","(617.9197606507338, 423.92169626038714)","(656.2403659624072, 440.6869610842442)","(677.7957064502235, 469.4274150679993)","(502.95794471571355, 500.56290688373394)","(502.95794471571355, 531.6983986994686)","(502.95794471571355, 560.4388526832237)","(502.95794471571355, 591.5743444989583)","(459.84726374008096, 634.6850254745909)","(481.40260422789726, 637.0800633065704)","(500.56290688373394, 639.47510113855)","(522.1182473715503, 637.0800633065704)","(541.2785500273869, 634.6850254745909)","(371.2308639568362, 514.9331338756115)","(395.1812422766321, 500.56290688373394)","(423.92169626038714, 500.56290688373394)","(445.47703674820343, 519.7232095395707)","(421.52665842840753, 522.1182473715503)","(392.78620444465247, 522.1182473715503)","(560.4388526832237, 522.1182473715503)","(584.3892310030195, 502.95794471571355)","(610.734647154795, 505.3529825476931)","(634.6850254745909, 519.7232095395707)","(613.1296849867746, 526.9083230355094)","(584.3892310030195, 526.9083230355094)","(419.1316205964279, 713.7212739299173)","(445.47703674820343, 684.9808199461622)","(479.00756639591765, 670.6105929542847)","(500.56290688373394, 675.4006686182439)","(522.1182473715503, 670.6105929542847)","(555.6487770192645, 687.3758577781418)","(584.3892310030195, 713.7212739299173)","(555.6487770192645, 752.0418792415907)","(522.1182473715503, 768.8071440654478)","(498.16786905175434, 771.2021818974274)","(474.2174907319585, 768.8071440654478)","(443.0819989162238, 754.4369170735703)","(431.1068097563259, 713.7212739299173)","(479.00756639591765, 701.7460847700194)","(500.56290688373394, 701.7460847700194)","(522.1182473715503, 701.7460847700194)","(572.4140418431216, 716.1163117618969)","(522.1182473715503, 732.881576585754)","(498.16786905175434, 732.881576585754)","(476.61252856393804, 732.881576585754)",2.8,1.38,-0.81
"(318.55716314124544, 536.5173273957818)","(318.55716314124544, 591.6061601194558)","(320.9523297814052, 644.29982620297)","(328.13782970188436, 696.9934922864843)","(342.5088295428428, 747.2919917298389)","(366.4604959444402, 792.8001578928739)","(404.78316218699604, 826.3324908551103)","(452.68649499019085, 852.6793238968675)","(500.58982779338567, 862.2599904575064)","(550.8883272367402, 855.0744905370271)","(601.1868266800948, 831.1228241354298)","(644.29982620297, 797.5904911731934)","(675.4369925250467, 754.4774916503181)","(694.5983256463246, 704.1789922069636)","(704.1789922069636, 651.4853261234493)","(713.7596587676026, 594.0013267596155)","(718.549992047922, 538.9124940359414)","(342.5088295428428, 464.66232819098957)","(366.4604959444402, 438.31549514923245)","(402.38799554683635, 426.33966194843373)","(438.31549514923245, 428.7348285885935)","(474.24299475162854, 445.5009950697116)","(550.8883272367402, 445.5009950697116)","(584.4206601989765, 428.7348285885935)","(622.7433264415324, 426.33966194843373)","(658.6708260439285, 440.7106617893922)","(682.622492445526, 469.45266147130906)","(507.7753277138649, 502.9849944335454)","(507.7753277138649, 531.7269941154623)","(507.7753277138649, 562.8641604375389)","(507.7753277138649, 594.0013267596155)","(467.0574948311493, 634.7191596423311)","(486.2188279524272, 637.1143262824909)","(507.7753277138649, 639.5094929226506)","(526.9366608351428, 637.1143262824909)","(548.4931605965804, 637.1143262824909)","(378.4363291452389, 517.3559942745038)","(402.38799554683635, 505.38016107370515)","(428.7348285885935, 505.38016107370515)","(452.68649499019085, 522.1463275548233)","(426.33966194843373, 526.9366608351428)","(399.9928289066766, 524.5414941949831)","(567.6544937178584, 524.5414941949831)","(591.6061601194558, 507.7753277138649)","(617.9529931612129, 507.7753277138649)","(641.9046595628104, 522.1463275548233)","(617.9529931612129, 529.3318274753026)","(591.6061601194558, 529.3318274753026)","(423.944495308274, 716.1548254077622)","(450.2913283500311, 685.0176590856856)","(486.2188279524272, 670.6466592447272)","(507.7753277138649, 675.4369925250467)","(526.9366608351428, 668.2514926045675)","(562.8641604375389, 685.0176590856856)","(591.6061601194558, 716.1548254077622)","(562.8641604375389, 759.2678249306376)","(529.3318274753026, 776.0339914117558)","(505.38016107370515, 776.0339914117558)","(479.03332803194803, 776.0339914117558)","(447.89616170987136, 759.2678249306376)","(435.9203285090727, 716.1548254077622)","(483.82366131226746, 701.7838255668038)","(507.7753277138649, 701.7838255668038)","(526.9366608351428, 701.7838255668038)","(577.2351602784973, 716.1548254077622)","(526.9366608351428, 735.3161585290402)","(505.38016107370515, 737.7113251691999)","(483.82366131226746, 735.3161585290402)",2.97,1.69,-0.69
"(327.70489726512847, 546.9780270528247)","(325.29530243229664, 599.9891133751249)","(330.1144920979603, 653.0001996974252)","(337.3432765964558, 706.0112860197253)","(349.3912507606149, 756.6127775091937)","(373.4871990889332, 799.9854845001665)","(412.0407164142424, 833.7198121598121)","(457.82301823804715, 860.2253553209623)","(506.01491489468367, 872.2733294851214)","(559.0260012169839, 865.044544986626)","(607.2178978736205, 840.9485966583077)","(650.5906048645933, 809.6238638314938)","(681.9153376914071, 766.251156840521)","(703.6016911868935, 715.6496653510526)","(713.2400705182208, 662.6385790287525)","(722.8784498495481, 607.2178978736205)","(727.6976395152118, 549.3876218856566)","(351.80084559344675, 472.2805872350381)","(375.89679392176504, 445.775044073888)","(409.6311215814106, 433.72706990972887)","(448.18463890671984, 433.72706990972887)","(481.9189665663654, 450.59423373955167)","(559.0260012169839, 453.0038285723835)","(592.7603288766295, 436.1366647425607)","(631.3138462019386, 433.72706990972887)","(667.4577686944161, 448.18463890671984)","(691.5537170227344, 479.5093717335336)","(518.0628890588429, 508.4245097275155)","(518.0628890588429, 539.7492425543293)","(515.653294226011, 568.6643805483112)","(515.653294226011, 599.9891133751249)","(474.69018206786996, 640.952225533266)","(496.37653556335636, 643.3618203660978)","(515.653294226011, 645.7714151989296)","(537.3396477214974, 645.7714151989296)","(556.616406384152, 643.3618203660978)","(387.9447680859242, 525.2916735573383)","(412.0407164142424, 513.2436993931792)","(438.5462595753925, 513.2436993931792)","(462.6422079037108, 527.7012683901701)","(436.1366647425607, 532.5204580558337)","(409.6311215814106, 532.5204580558337)","(575.8931650468066, 532.5204580558337)","(599.9891133751249, 515.653294226011)","(626.494656536275, 518.0628890588429)","(650.5906048645933, 530.110863223002)","(626.494656536275, 537.3396477214974)","(599.9891133751249, 537.3396477214974)","(431.31747507689704, 722.8784498495481)","(457.82301823804715, 691.5537170227344)","(491.5573458976927, 677.0961480257434)","(515.653294226011, 681.9153376914071)","(537.3396477214974, 677.0961480257434)","(571.073975381143, 693.9633118555662)","(599.9891133751249, 725.2880446823799)","(571.073975381143, 768.6607516733528)","(537.3396477214974, 785.5279155031757)","(513.2436993931792, 785.5279155031757)","(486.73815623202904, 783.1183206703438)","(453.0038285723835, 766.251156840521)","(443.3654492410562, 722.8784498495481)","(491.5573458976927, 708.4208808525572)","(513.2436993931792, 708.4208808525572)","(534.9300528886656, 708.4208808525572)","(587.9411392109658, 725.2880446823799)","(534.9300528886656, 746.9743981778664)","(513.2436993931792, 746.9743981778664)","(489.14775106486087, 744.5648033450345)",3.48,1.85,-0.96
"(332.50598824774505, 551.7671833966205)","(332.50598824774505, 604.7753844216232)","(337.3249156136544, 660.1930491295807)","(342.1438429795637, 713.2012501545836)","(356.6006250772918, 761.3905238136771)","(380.69526190683854, 807.1703337898159)","(419.2466808341133, 840.9028253511813)","(462.61702712729743, 867.4069258636828)","(510.8063007863909, 879.4542442784561)","(561.4050381284391, 872.2258532295921)","(609.5943117875325, 848.1312164000453)","(655.3741217636714, 814.3987248386799)","(686.6971496420822, 771.0283785454958)","(708.3823227886742, 722.8391048864023)","(718.0201775204929, 669.8309038613994)","(727.6580322523116, 612.0037754704873)","(732.4769596182209, 556.5861107625298)","(356.6006250772918, 477.0738092250255)","(380.69526190683854, 450.56970871252406)","(416.83721715115865, 438.5223902977507)","(455.3886360784334, 440.9318539807054)","(489.1211276397989, 457.79809976138813)","(563.8145018113938, 457.79809976138813)","(597.5469933727592, 440.9318539807054)","(638.5078759829887, 438.5223902977507)","(674.6498312273088, 455.3886360784334)","(696.3350043739008, 486.7116639568442)","(525.263082884119, 513.2157644693456)","(522.8536192011643, 544.5387923477564)","(522.8536192011643, 573.4523565432124)","(520.4441555182096, 602.3659207386686)","(479.48327290798017, 645.7362670318527)","(501.16844605457226, 648.1457307148074)","(520.4441555182096, 650.5551943977621)","(542.1293286648017, 648.1457307148074)","(561.4050381284391, 648.1457307148074)","(395.15204400456656, 530.0820102500284)","(416.83721715115865, 518.034691835255)","(443.34131766366005, 518.034691835255)","(467.4359544932068, 532.491473932983)","(443.34131766366005, 537.3104012988923)","(416.83721715115865, 537.3104012988923)","(580.6807475920765, 537.3104012988923)","(604.7753844216232, 522.8536192011643)","(631.2794849341246, 522.8536192011643)","(655.3741217636714, 537.3104012988923)","(631.2794849341246, 544.5387923477564)","(604.7753844216232, 542.1293286648017)","(436.11292661479604, 727.6580322523116)","(462.61702712729743, 696.3350043739008)","(496.3495186886629, 679.4687585932181)","(518.034691835255, 684.2876859591274)","(539.7198649818471, 679.4687585932181)","(575.8618202261672, 698.7444680568556)","(602.3659207386686, 732.4769596182209)","(573.4523565432124, 773.4378422284504)","(539.7198649818471, 790.3040880091331)","(515.6252281523003, 790.3040880091331)","(491.53059132275354, 787.8946243261785)","(457.79809976138813, 771.0283785454958)","(448.1602450295694, 727.6580322523116)","(496.3495186886629, 710.7917864716289)","(518.034691835255, 710.7917864716289)","(539.7198649818471, 710.7917864716289)","(590.3186023238952, 730.0674959352663)","(539.7198649818471, 751.7526690818584)","(515.6252281523003, 754.162132764813)","(493.94005500570825, 751.7526690818584)",3.68,1.71,-1.35
"(339.29425324738435, 557.4119874778457)","(336.8707228670459, 610.7296558452919)","(341.71778362772284, 666.4708545930764)","(346.56484438839976, 717.3649925801841)","(361.1060266704305, 768.2591305672918)","(385.3413304738151, 814.3062077937225)","(421.694286178892, 848.2356331184609)","(465.3178330249843, 874.894467302184)","(513.7884406317535, 887.0121192038763)","(564.6825786188612, 882.1650584431993)","(613.1531862256303, 857.9297546398147)","(659.200263452061, 824.0003293150763)","(690.706158396461, 780.3767824689841)","(712.5179318195071, 731.9061748622148)","(722.212053340861, 678.5885064947687)","(731.9061748622148, 622.8473077469841)","(739.1767660032302, 567.1061089991996)","(365.9530874311074, 482.2825456873535)","(390.18839123449203, 458.04724188396887)","(424.11781655923045, 445.9295899822766)","(462.8943026446458, 445.9295899822766)","(496.82372796938427, 462.8943026446458)","(571.9531697598765, 462.8943026446458)","(605.882595084615, 448.3531203626151)","(647.0826115503687, 448.3531203626151)","(681.0120368751072, 462.8943026446458)","(705.2473406784918, 494.4001975890458)","(530.7531532941227, 521.0590317727689)","(530.7531532941227, 550.1413963368303)","(528.3296229137842, 579.2237609008919)","(528.3296229137842, 610.7296558452919)","(487.1296064480304, 651.9296723110457)","(506.5178494907381, 654.3532026913841)","(525.9060925334458, 656.7767330717226)","(547.7178659564919, 654.3532026913841)","(567.1061089991996, 654.3532026913841)","(402.3060431361843, 538.023744435138)","(424.11781655923045, 528.3296229137842)","(450.7766507429535, 528.3296229137842)","(475.01195454633813, 540.4472748154765)","(448.3531203626151, 545.2943355761535)","(424.11781655923045, 542.870805195815)","(586.4943520419073, 545.2943355761535)","(610.7296558452919, 533.1766836744612)","(637.3884900290149, 535.6002140547996)","(661.6237938323995, 545.2943355761535)","(637.3884900290149, 550.1413963368303)","(610.7296558452919, 550.1413963368303)","(441.08252922159966, 736.7532356228918)","(465.3178330249843, 702.8238102981534)","(501.6707887300612, 685.8590976357841)","(523.4825621531073, 690.706158396461)","(545.2943355761535, 685.8590976357841)","(581.6472912812303, 705.2473406784918)","(608.3061254649534, 739.1767660032302)","(581.6472912812303, 782.8003128493225)","(545.2943355761535, 799.7650255116918)","(521.0590317727689, 802.1885558920302)","(494.4001975890458, 799.7650255116918)","(462.8943026446458, 782.8003128493225)","(453.200181123292, 736.7532356228918)","(501.6707887300612, 717.3649925801841)","(523.4825621531073, 717.3649925801841)","(545.2943355761535, 719.7885229605225)","(596.1884735632611, 739.1767660032302)","(545.2943355761535, 763.4120698066148)","(521.0590317727689, 763.4120698066148)","(499.2472583497227, 760.9885394262764)",3.67,1.71,-1.85
"(343.80019361139034, 558.3705272128254)","(341.3618943659195, 614.4514098586551)","(346.2384928568612, 670.5322925044848)","(351.11509134780295, 724.1748759048435)","(365.74488682062804, 775.3791600597315)","(387.68958002986574, 821.7068457236777)","(426.70236795739936, 858.2813344057405)","(470.59175437587476, 882.664326860449)","(519.3577392852918, 897.2941223332741)","(568.1237241947089, 887.5409253513907)","(616.8897091041259, 865.596232142153)","(660.7790955226013, 831.460042705561)","(694.9152849591933, 787.5706562870857)","(716.859978168431, 736.3663721321977)","(726.6131751503144, 682.723788731839)","(736.3663721321977, 626.6429060860094)","(743.6812698686103, 568.1237241947089)","(370.62148531156976, 487.65984909417074)","(395.0044777662783, 463.2768566394622)","(429.14066720287025, 453.5236596575788)","(465.71515588493304, 453.5236596575788)","(499.851345321525, 468.15345513040387)","(577.8769211765923, 473.0300536213456)","(609.5748113677134, 458.4002581485205)","(648.5875992952471, 458.4002581485205)","(682.723788731839, 470.59175437587476)","(707.1067811865476, 497.4130460760541)","(533.9875347581169, 531.5492355126461)","(531.5492355126461, 560.8088264582964)","(531.5492355126461, 590.0684174039466)","(529.1109362671752, 619.3280083495968)","(490.09814833964157, 660.7790955226013)","(509.6045423034084, 663.2173947680722)","(529.1109362671752, 665.655694013543)","(551.055629476413, 663.2173947680722)","(570.5620234401797, 663.2173947680722)","(407.19597399363255, 548.617330230942)","(431.5789664483411, 546.1790309854712)","(455.9619589030496, 543.7407317400003)","(480.34495135775813, 548.617330230942)","(455.9619589030496, 553.4939287218838)","(431.5789664483411, 553.4939287218838)","(590.0684174039466, 553.4939287218838)","(616.8897091041259, 548.617330230942)","(641.2727015588345, 551.055629476413)","(665.655694013543, 555.9322279673546)","(638.8344023133636, 560.8088264582964)","(614.4514098586551, 558.3705272128254)","(443.77046267569534, 743.6812698686103)","(470.59175437587476, 711.9833796774892)","(507.16624305793755, 694.9152849591933)","(529.1109362671752, 699.791883450135)","(551.055629476413, 694.9152849591933)","(585.1918189130049, 711.9833796774892)","(612.0131106131843, 746.1195691140812)","(585.1918189130049, 790.0089555325566)","(548.617330230942, 807.0770502508525)","(524.2343377762335, 809.5153494963234)","(499.851345321525, 809.5153494963234)","(465.71515588493304, 790.0089555325566)","(455.9619589030496, 743.6812698686103)","(504.7279438124667, 724.1748759048435)","(526.6726370217044, 726.6131751503144)","(548.617330230942, 726.6131751503144)","(599.82161438583, 746.1195691140812)","(548.617330230942, 770.5025615687897)","(526.6726370217044, 772.9408608142605)","(502.28964456699583, 770.5025615687897)",2.43,1.9,-1.71
"(347.9824437912786, 570.0988972750735)","(345.5144831970142, 626.8619909431544)","(347.9824437912786, 681.1571240169709)","(352.9183649798074, 735.4522570907874)","(367.7261285453937, 787.2794295703395)","(392.4057344880376, 834.1706808613629)","(429.4251434020034, 868.7221291810644)","(473.84843409876237, 895.8696957179726)","(520.7396853897857, 910.677459283559)","(572.5668578693378, 903.2735775007658)","(621.9260697546256, 878.5939715581219)","(666.3493604513845, 844.0425232384205)","(700.900808771086, 799.6192325416615)","(723.1124541194655, 750.2600206563737)","(732.984296496523, 695.9648875825573)","(742.8561388735806, 639.2017939144763)","(747.7920600621094, 582.4387002463955)","(377.5979709224513, 498.52804004140626)","(399.80961627083076, 473.84843409876237)","(434.3610645905322, 461.5086311274404)","(471.38047350449796, 463.97659172170484)","(505.93192182419943, 478.78435528729113)","(582.4387002463955, 483.7202764758199)","(616.9901485660969, 468.9125129102336)","(654.0095574800627, 466.4445523159692)","(688.5610057997641, 481.25231588155555)","(710.7726511481436, 510.8678430127282)","(538.0154095496364, 542.9513307381652)","(538.0154095496364, 572.5668578693378)","(535.547448955372, 599.7144244062462)","(535.547448955372, 629.3299515374188)","(493.5921188528775, 671.2852816399134)","(513.3358036069926, 673.7532422341777)","(533.0794883611077, 676.2212028284422)","(555.2911337094871, 676.2212028284422)","(575.0348184636023, 673.7532422341777)","(412.1494192421527, 560.2270548980159)","(436.82902518479654, 560.2270548980159)","(461.5086311274404, 557.7590943037516)","(486.1882370700843, 562.6950154922803)","(461.5086311274404, 567.6309366808091)","(436.82902518479654, 567.6309366808091)","(592.310542623453, 565.1629760865447)","(619.4581091603612, 565.1629760865447)","(644.1377151030051, 567.6309366808091)","(668.817321045649, 570.0988972750735)","(641.6697545087408, 575.0348184636023)","(616.9901485660969, 572.5668578693378)","(444.2329069675897, 752.7279812506381)","(471.38047350449796, 720.6444935252011)","(510.8678430127282, 705.8367299596148)","(533.0794883611077, 710.7726511481436)","(552.8231731152227, 705.8367299596148)","(589.8425820291885, 723.1124541194655)","(616.9901485660969, 757.6639024391669)","(589.8425820291885, 802.0871931359259)","(552.8231731152227, 821.8308778900409)","(528.1435671725789, 824.2988384843054)","(503.463961229935, 821.8308778900409)","(468.9125129102336, 802.0871931359259)","(459.04067053317607, 752.7279812506381)","(508.3998824184638, 735.4522570907874)","(530.6115277668433, 737.9202176850519)","(552.8231731152227, 737.9202176850519)","(604.6503455947749, 755.1959418449026)","(552.8231731152227, 784.8114689760752)","(530.6115277668433, 784.8114689760752)","(505.93192182419943, 782.3435083818108)",2.65,1.76,-2.15
"(341.0016333891167, 569.1538053688854)","(341.0016333891167, 625.5785360735593)","(345.90813171126223, 679.5500176171606)","(353.2678791944806, 731.068249999689)","(365.5341249998445, 782.5864823822175)","(390.06661661057234, 829.1982164426003)","(429.31860318773687, 865.996953858692)","(471.02383892597413, 892.9826946304926)","(517.635572986357, 905.2489404358565)","(566.7005562078126, 897.8891929526382)","(615.7655394292683, 873.3567013419104)","(659.9240243285783, 841.4644622479642)","(691.8162634225245, 797.3059773486541)","(713.8955058721796, 745.7877449661257)","(726.1617516775434, 691.8162634225245)","(735.9747483218346, 635.3915327178505)","(740.8812466439801, 578.9668020131766)","(370.4406233219901, 498.0095796977747)","(394.9731149327179, 473.4770880870469)","(429.31860318773687, 463.66409144275576)","(466.11734060382855, 463.66409144275576)","(498.0095796977747, 478.3835864091925)","(576.5135528521038, 483.290084731338)","(610.8590411071227, 468.57058976490134)","(647.6577785232145, 468.57058976490134)","(682.0032667782334, 483.290084731338)","(704.0825092278884, 512.7290746642115)","(532.3550679527937, 539.714815436012)","(532.3550679527937, 569.1538053688854)","(529.9018187917209, 598.5927953017588)","(529.9018187917209, 628.0317852346321)","(488.1965830534836, 669.7370209728695)","(507.8225763420659, 672.1902701339422)","(527.4485696306481, 674.643519295015)","(549.5278120803032, 672.1902701339422)","(569.1538053688854, 672.1902701339422)","(407.2393607380818, 556.8875595635214)","(431.7718523488096, 554.4343104024488)","(453.85109479846466, 554.4343104024488)","(478.3835864091925, 559.3408087245942)","(453.85109479846466, 561.794057885667)","(429.31860318773687, 561.794057885667)","(586.3265494963949, 561.794057885667)","(613.3122902681955, 559.3408087245942)","(637.8447818789233, 561.794057885667)","(662.3772734896511, 566.7005562078126)","(635.3915327178505, 571.6070545299582)","(610.8590411071227, 569.1538053688854)","(441.58484899310076, 748.2409941271985)","(468.57058976490134, 718.8020041943251)","(505.3693271809931, 701.6292600668156)","(527.4485696306481, 706.5357583889612)","(547.0745629192304, 704.0825092278884)","(583.8733003353221, 721.2552533553979)","(610.8590411071227, 753.1474924493441)","(583.8733003353221, 799.7592265097269)","(547.0745629192304, 819.3852197983092)","(522.5420713085025, 819.3852197983092)","(498.0095796977747, 816.9319706372364)","(463.66409144275576, 797.3059773486541)","(453.85109479846466, 748.2409941271985)","(502.9160780199203, 733.5214991607618)","(524.9953204695753, 733.5214991607618)","(547.0745629192304, 733.5214991607618)","(598.5927953017588, 753.1474924493441)","(547.0745629192304, 780.1332332211447)","(524.9953204695753, 782.5864823822175)","(500.4628288588475, 780.1332332211447)",2.73,1.58,-1.87
"(343.1837242304091, 577.7337515821275)","(343.1837242304091, 632.0506000214729)","(348.1216195430768, 686.3674484608182)","(355.5284625120785, 740.6842969001634)","(370.3421484500817, 790.063250026841)","(392.5626773570866, 834.5043078408509)","(429.5968922020948, 871.538522685859)","(474.0379500161046, 898.6969469055317)","(518.4790078301145, 911.0416851872011)","(567.857960956792, 903.6348422181994)","(617.2369140834695, 878.9453656548607)","(661.6779718974793, 846.8490461225202)","(696.2432390861536, 799.9390406521766)","(715.9948203368247, 750.560087525499)","(728.339558618494, 696.2432390861536)","(738.2153492438296, 639.4574429904744)","(743.1532445564974, 582.6716468947952)","(370.3421484500817, 506.13426954844505)","(392.5626773570866, 481.44479298510623)","(427.12794454576095, 471.56900235977076)","(466.631107047103, 471.56900235977076)","(501.1963742357773, 486.382688297774)","(577.7337515821275, 488.8516359541079)","(609.830071114468, 474.0379500161046)","(649.33323361581, 474.0379500161046)","(683.8985008044842, 486.382688297774)","(708.5879773678231, 516.0100601737805)","(533.2926937681177, 545.6374320497871)","(533.2926937681177, 575.2648039257937)","(530.8237461117839, 602.4232281454663)","(528.3547984554499, 634.5195476778067)","(488.8516359541079, 676.4916578354827)","(508.6032172047789, 676.4916578354827)","(528.3547984554499, 678.9606054918165)","(550.5753273624548, 678.9606054918165)","(570.3269086131259, 676.4916578354827)","(404.90741563875605, 560.4511179877903)","(429.5968922020948, 553.0442750187888)","(454.2863687654336, 553.0442750187888)","(478.9758453287724, 562.9200656441243)","(451.8174211090997, 565.3890133004581)","(427.12794454576095, 565.3890133004581)","(590.0784898637969, 565.3890133004581)","(617.2369140834695, 557.9821703314565)","(641.9263906468084, 560.4511179877903)","(666.6158672101471, 567.857960956792)","(639.4574429904744, 572.7958562694597)","(614.7679664271357, 570.3269086131259)","(444.4105781400981, 757.9669304945006)","(469.10005470343685, 723.4016633058263)","(506.13426954844505, 708.5879773678231)","(528.3547984554499, 713.5258726804908)","(550.5753273624548, 708.5879773678231)","(585.1405945511292, 725.8706109621602)","(614.7679664271357, 757.9669304945006)","(585.1405945511292, 804.8769359648443)","(550.5753273624548, 824.6285172155153)","(525.885850799116, 827.0974648718492)","(501.1963742357773, 824.6285172155153)","(466.631107047103, 804.8769359648443)","(456.7553164217675, 755.4979828381668)","(503.66532189211114, 738.2153492438296)","(528.3547984554499, 738.2153492438296)","(548.106379706121, 738.2153492438296)","(602.4232281454663, 757.9669304945006)","(550.5753273624548, 787.5943023705072)","(525.885850799116, 787.5943023705072)","(503.66532189211114, 785.1253547141732)",2.9,1.99,-1.41
