,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,64,D,L,museu_da_pessoa_4,360,640,327.52,29.97002997002997,9815,0.0333666666666666
