,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,0,22,0,0.0,1.0,50.00999900019995,7.0,9.0,13.038404810405298,13.0,11.0,28.0,19.0,18.5,18.0,17.0,6.5,10.5,0.5,0.5,11.0,10.04987562112089,10.0,24.0,27.0,26.0,{},{}
1,1,22,0,0.0333333333333333,0.0,51.03920062069938,7.0,10.0,12.0,13.038404810405298,11.0,28.0,18.0,18.0,18.0,16.0,6.0,11.0,0.0,0.0,11.0,10.04987562112089,10.0,25.0,27.0,27.0,{},{}
2,2,22,0,0.0666666666666666,0.0,49.01020301937138,7.0,10.04987562112089,13.038404810405298,13.0,10.0,27.018512172212592,17.0,17.0,17.0,16.0,6.5,10.5,0.5,0.5,10.0,9.055385138137416,9.5,24.0,28.0,26.0,{},{}
3,3,22,0,0.0999999999999999,0.0,51.03920062069938,7.0,9.0,14.0,14.0356688476182,11.0,27.0,18.0,18.0,18.0,16.0,6.0,10.0,0.0,0.0,10.0,10.04987562112089,10.0,24.0,28.0,25.019992006393608,{},{}
4,4,22,0,0.1333333333333332,1.0,50.039984012787215,7.071067811865476,9.0,13.038404810405298,14.0356688476182,10.04987562112089,27.0,18.0,17.5,18.0,16.0,7.0,10.0,0.0,1.0,11.0,9.055385138137416,9.5,24.0,28.0,27.0,{},{}
5,5,22,0,0.1666666666666665,0.0,52.08646657242167,7.0,10.0,14.0356688476182,15.033296378372908,11.0,28.0,18.0,18.0,19.0,16.0,6.5,10.5,0.5,0.5,10.0,10.04987562112089,10.5,24.0,28.0,26.019223662515376,{},{}
6,6,22,0,0.1999999999999998,0.0,51.03920062069938,7.071067811865476,10.0,13.0,14.0,11.04536101718726,28.0,18.0,18.0,18.0,16.0,6.0,11.0,0.0,0.0,10.0,10.04987562112089,10.0,24.0,28.0,27.018512172212592,{},{}
7,7,22,0,0.2333333333333331,0.0,51.03920062069938,7.071067811865476,10.0,13.0,14.0,11.0,28.0178514522438,18.027756377319943,18.0,18.0,16.0,6.0,11.0,0.0,0.0,10.0,10.04987562112089,9.5,23.0,28.0,27.018512172212592,{},{}
8,8,22,0,0.2666666666666664,0.0,51.03920062069938,7.0,10.04987562112089,14.0,14.0,11.0,28.0178514522438,18.0,18.0,18.0,16.0,6.0,11.0,0.0,0.0,10.0,10.04987562112089,10.0,23.0,27.0,26.0,{},{}
9,9,22,0,0.2999999999999997,0.0,51.03920062069938,7.0,10.04987562112089,14.0,14.0356688476182,11.0,28.0178514522438,18.0,18.0,18.0,16.0,6.0,11.0,1.0,0.0,10.0,10.04987562112089,9.5,25.0,29.0,26.0,{},{}
10,10,22,0,0.333333333333333,1.0,51.03920062069938,7.0,9.0,13.0,14.0356688476182,11.0,27.018512172212592,18.027756377319943,18.0,18.0,16.0,6.0,10.0,0.0,0.0,10.0,10.198039027185567,10.0,24.0,27.0,26.019223662515376,{},{}
11,11,22,0,0.3666666666666663,1.0,51.03920062069938,7.0,9.0,13.0,14.0356688476182,11.0,27.018512172212592,18.027756377319943,18.0,18.0,16.0,6.0,10.0,0.0,0.0,10.0,10.04987562112089,10.0,24.0,27.0,26.0,{},{}
12,12,22,0,0.3999999999999997,0.0,50.00999900019995,7.0,10.04987562112089,13.0,13.038404810405298,11.0,28.0178514522438,18.0,18.0,18.0,17.0,6.5,10.5,0.5,0.5,11.0,10.04987562112089,10.0,24.0,27.0,26.019223662515376,{},{}
13,13,22,0,0.433333333333333,1.0,50.00999900019995,7.071067811865476,9.0,13.0,14.0356688476182,11.04536101718726,28.0,19.0,18.5,18.0,17.0,6.5,10.5,0.5,0.5,11.04536101718726,10.04987562112089,10.0,24.0,28.0,27.018512172212592,{},{}
14,14,22,0,0.4666666666666663,1.0,50.00999900019995,6.0,9.0,14.0356688476182,15.033296378372908,11.0,27.0,18.0,17.5,17.0,16.0,5.5,10.5,0.5,0.5,10.0,10.04987562112089,10.5,24.0,28.0,26.019223662515376,{},{}
15,15,22,0,0.4999999999999996,0.0,51.0098029794274,7.0,10.0,14.0,14.0,11.0,28.0,18.0,18.0,17.0,16.0,5.5,11.5,0.5,0.5,10.0,9.055385138137416,9.5,24.0,27.0,27.0,{},{}
16,16,22,0,0.533333333333333,0.0,50.00999900019995,7.0,10.04987562112089,13.0,13.0,11.0,28.0178514522438,18.0,18.0,18.0,17.0,6.5,10.5,0.5,0.5,11.0,9.055385138137416,9.5,24.0,27.0,26.019223662515376,{},{}
17,17,22,0,0.5666666666666663,1.0,51.0098029794274,6.082762530298219,9.0,14.0,14.0356688476182,11.0,27.018512172212592,18.027756377319943,17.5,17.0,16.0,5.5,10.5,0.5,0.5,11.0,10.04987562112089,10.5,24.0,28.0,26.019223662515376,{},{}
18,18,22,0,0.5999999999999996,0.0,50.039984012787215,6.082762530298219,10.0,13.0,14.0,11.04536101718726,27.0,17.0,17.0,17.0,15.0,5.0,11.0,1.0,0.0,10.0,10.04987562112089,10.0,23.0,27.0,27.018512172212592,{},{}
19,19,22,0,0.633333333333333,1.0,50.039984012787215,6.0,9.055385138137416,13.0,14.0356688476182,11.0,27.018512172212592,18.0,17.5,17.0,15.0,5.0,11.0,1.0,0.0,10.0,9.219544457292889,9.5,23.0,27.0,26.019223662515376,{},{}
20,20,22,0,0.6666666666666663,0.0,50.00999900019995,7.071067811865476,10.0,13.0,14.0,11.04536101718726,28.0,18.0,18.0,17.0,16.0,5.5,11.5,0.5,0.5,10.0,10.04987562112089,10.0,23.0,26.0,26.0,{},{}
