0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,rot_x,rot_y,rot_z
"(314.5009186768672, 538.0797708168201)","(308.5388159531351, 596.2102723732079)","(308.5388159531351, 654.3407739295957)","(315.99144435780016, 712.4712754859835)","(338.34932957179547, 763.149148637706)","(371.1408945523219, 807.8649190656967)","(408.4040365756474, 845.1280610890221)","(451.62928132270497, 874.9385747076826)","(500.81662879349466, 886.8627801551468)","(548.5134505833513, 877.9196260695486)","(585.7765926066768, 848.1091124508882)","(620.0586832681362, 810.8459704275627)","(652.8502482486626, 770.6017770423712)","(678.189184824524, 724.3954809334476)","(694.5849673147871, 676.6986591435909)","(705.0186470813184, 627.5113116728013)","(712.4712754859835, 578.3239642020117)","(359.2166891048578, 497.83557743162856)","(389.02720272351814, 475.4776922176333)","(427.7808704277767, 469.5155894939012)","(466.53453813203515, 482.9303206222984)","(502.30715447442765, 500.81662879349466)","(576.8334385210786, 511.25030856002576)","(612.6060548634711, 502.30715447442765)","(649.8691968867967, 496.3450517506956)","(682.660761867323, 505.2882058362937)","(700.5470700385192, 533.6081937740211)","(536.5892451358872, 555.9660789880163)","(535.0987194549541, 585.7765926066768)","(533.6081937740211, 614.0965805444041)","(532.117668093088, 645.3976198439975)","(476.9682178985663, 669.2460307389258)","(500.81662879349466, 675.2081334626579)","(526.1555653693559, 684.151287548256)","(550.0039762642842, 681.1702361863901)","(572.3618614782796, 676.6986591435909)","(396.47983112818326, 557.4566046689494)","(423.3092933849776, 555.9660789880163)","(447.15770427990594, 557.4566046689494)","(471.00611517483424, 563.4187073926814)","(445.6671785989729, 567.8902844354806)","(420.32824202311156, 566.3997587545475)","(587.2671182876097, 575.3429128401456)","(614.0965805444041, 573.8523871592126)","(636.4544657583995, 578.3239642020117)","(658.8123509723947, 582.7955412448107)","(634.9639400774664, 588.7576439685428)","(611.1155291825381, 584.2860669257437)","(420.32824202311156, 742.2817891046438)","(456.10085836550405, 725.8860066143806)","(497.83557743162856, 716.9428525287825)","(523.17451400749, 724.3954809334476)","(548.5134505833513, 721.4144295715815)","(579.8144898829447, 733.3386350190457)","(603.662900777873, 755.696520233041)","(576.8334385210786, 807.8649190656967)","(542.5513478596192, 830.222804279692)","(515.7218856028248, 831.7133299606251)","(487.40189766509747, 827.2417529178259)","(448.64822996083893, 801.9028163419646)","(435.23349883244174, 745.2628404665098)","(494.8545260697625, 736.3196863809118)","(521.6839883265569, 740.7912634237108)","(545.5323992214852, 740.7912634237108)","(588.7576439685428, 757.187045913974)","(544.0418735405522, 794.4501879372995)","(518.7029369646908, 797.4312392991656)","(491.8734747078965, 791.4691365754335)",-1.02,-3.62,-5.84
"(295.0910057002341, 517.855784513156)","(290.7514320869954, 575.7167660230058)","(292.19795662474166, 632.1312229951094)","(300.8771038512191, 689.9922045049592)","(324.021496455159, 739.1740387883316)","(357.2915608233227, 782.5697749207189)","(393.4546742669788, 821.6259374398676)","(435.40388586162, 849.1099036570463)","(483.13919560724605, 862.1286244967624)","(529.4279808151259, 853.449477270285)","(565.591094258782, 825.9655110531063)","(598.8611586269458, 788.355873071704)","(632.1312229951094, 749.2997105525553)","(658.1686646745418, 704.4574498824217)","(675.5269591274968, 658.1686646745418)","(685.6526308917205, 610.4333549289157)","(692.8852535804517, 559.8049961077971)","(347.16588905909896, 484.5857201449923)","(376.0963798140239, 461.4413275410524)","(415.1525423331725, 454.20870485232115)","(454.20870485232115, 468.6739502297836)","(490.37181829597733, 487.4787692204848)","(558.3584715700508, 496.1579164469623)","(594.521585013707, 487.4787692204848)","(630.6846984573632, 481.69267106949985)","(663.9547628255268, 491.81834283372353)","(681.3130572784818, 519.3023090509022)","(520.7488335886485, 539.5536525793497)","(519.3023090509022, 568.4841433342746)","(517.855784513156, 595.9681095514533)","(516.4092599754098, 624.8986003063782)","(461.4413275410524, 650.9360419858106)","(486.03224468273856, 656.7221401367956)","(510.62316182442476, 663.9547628255268)","(533.7675544283646, 661.0617137500343)","(555.4654224945583, 658.1686646745418)","(383.32900250275515, 541.0001771170959)","(409.36644418218754, 539.5536525793497)","(432.51083678612747, 541.0001771170959)","(457.10175392781366, 546.7862752680809)","(431.0643122483812, 551.1258488813196)","(406.4733951066951, 549.6793243435734)","(571.3771924097671, 558.3584715700508)","(595.9681095514533, 556.9119470323046)","(619.1125021553931, 561.2515206455433)","(640.8103702215868, 565.591094258782)","(617.665977617647, 571.3771924097671)","(593.0750604759608, 567.0376187965284)","(407.9199196444413, 723.2622688731228)","(442.6365085503512, 705.903974420168)","(484.5857201449923, 697.2248271936904)","(507.73011274893224, 703.0109253446755)","(530.8745053528722, 700.117876269183)","(561.2515206455433, 711.6900725711529)","(584.3959132494833, 734.8344651750929)","(559.8049961077971, 786.9093485339577)","(526.5349317396334, 810.0537411378976)","(500.497490060201, 811.5002656756438)","(474.4600483807686, 807.1606920624051)","(433.9573613238737, 782.5697749207189)","(420.93864048415753, 726.1553179486153)","(481.69267106949985, 716.0296461843916)","(506.283588211186, 720.3692197976304)","(529.4279808151259, 718.9226952598841)","(569.9306678720209, 734.8344651750929)","(527.9814562773797, 773.8906276942415)","(503.39053913569353, 776.7836767697339)","(478.79962199400734, 772.4441031564952)",-1.05,-4.27,-6.16
"(297.9317589336649, 520.2905838939124)","(295.025107626995, 576.9702843739755)","(295.025107626995, 635.1033105073735)","(305.19838720033965, 693.2363366407716)","(326.99827200036395, 742.6494088541599)","(361.87808768040276, 786.2491784542084)","(398.2112290137765, 825.4889710942521)","(441.81099861382506, 853.1021585076162)","(491.2240708272134, 864.7287637342957)","(537.7304917339318, 854.5554841609511)","(575.5169587206406, 825.4889710942521)","(607.4901230940095, 789.1558297608783)","(638.0099618140434, 748.4627114674997)","(664.1698235740726, 704.8629418674511)","(680.156405760757, 658.3565209607327)","(690.3296853341017, 608.9434487473444)","(696.1429879474415, 558.0770508806212)","(347.34483114705324, 485.4107682138736)","(377.86466986708723, 462.15755776051435)","(417.1044625071309, 454.8909294938396)","(454.8909294938396, 466.5175347205192)","(492.67739648054834, 485.4107682138736)","(560.983702187291, 497.0373734405532)","(595.8635178673298, 486.8640938672085)","(630.7433335473687, 482.5041169072037)","(664.1698235740726, 489.7707451738784)","(683.0630570674269, 515.9306069339076)","(521.7439095472473, 540.6371430406017)","(520.2905838939124, 569.7036561073007)","(518.8372582405775, 597.3168435206647)","(517.3839325872425, 627.8366822406988)","(465.06420906718427, 653.9965440007279)","(488.31741952054347, 659.8098466140677)","(513.0239556272377, 667.0764748807425)","(534.8238404272619, 662.7164979207375)","(556.6237252272862, 658.3565209607327)","(385.13129813376196, 542.0904686939367)","(411.2911598937911, 542.0904686939367)","(435.99769600048523, 542.0904686939367)","(457.79758080050954, 547.9037713072764)","(433.0910446938154, 553.7170739206163)","(408.3845085871212, 552.2637482672814)","(572.6103074139706, 559.5303765339561)","(598.7701691739998, 558.0770508806212)","(622.023379627359, 560.983702187291)","(643.8232644273833, 565.3436791472959)","(619.116728320689, 571.1569817606356)","(595.8635178673298, 568.2503304539658)","(414.197811200461, 729.5694779741453)","(449.0776268804998, 713.5828957874609)","(488.31741952054347, 704.8629418674511)","(511.5706299739027, 710.676244480791)","(534.8238404272619, 706.3162675207861)","(563.8903534939609, 717.9428727474657)","(587.1435639473201, 738.2894318941551)","(562.437027840626, 784.7958528008735)","(531.9171891205921, 805.1424119475628)","(505.7573273605629, 806.5957376008977)","(479.5974656005338, 803.6890862942279)","(441.81099861382506, 780.4358758408686)","(428.7310677338105, 732.4761292808153)","(485.4107682138736, 725.2095010141405)","(510.11730432056777, 728.1161523208103)","(533.370514773927, 726.6628266674754)","(572.6103074139706, 738.2894318941551)","(533.370514773927, 767.355944960854)","(508.6639786672328, 770.2625962675239)","(483.95744256053865, 765.9026193075191)",-1.3,-4.04,-5.34
"(329.27728347361693, 542.6977449842946)","(323.17955600188327, 599.1017240978308)","(323.17955600188327, 657.0301350793004)","(330.80171534155033, 716.4829779287035)","(352.14376149261807, 765.2647977025727)","(384.1568307192197, 810.997753740575)","(419.2187636816882, 850.6329823068437)","(461.9028559838237, 884.1704834013788)","(509.1602438897595, 897.8903702127794)","(556.4176317956952, 888.743779005179)","(596.052860361964, 858.2551416465108)","(632.6392251923659, 823.1932086840422)","(667.7011581548343, 780.5091163819068)","(696.6653636455691, 736.3005922118379)","(713.4341141928367, 687.5187724379687)","(722.5807054004372, 635.6880889282327)","(727.1540010042373, 583.8574054184967)","(367.3880801719522, 492.39149334249197)","(394.8278537947536, 471.0494471914242)","(434.4630823610223, 468.0005834555574)","(471.0494471914242, 481.7204702669581)","(509.1602438897595, 501.53808455009244)","(588.430701022297, 513.7335394935598)","(623.4926339847653, 504.58694828595924)","(660.0789988151672, 498.48922081422563)","(693.6164999097023, 504.58694828595924)","(716.4829779287035, 528.9778581728939)","(544.222176852228, 556.4176317956952)","(542.6977449842946, 589.9551328902303)","(541.1733131163611, 621.968202116832)","(539.6488812484278, 653.9812713434336)","(486.2937658707583, 679.8966130983016)","(510.6846757576929, 687.5187724379687)","(535.0755856446275, 695.1409317776357)","(559.466495531562, 690.5676361738355)","(582.3329735505632, 682.9454768341684)","(403.9744450023541, 564.0397911353623)","(428.36535488928865, 564.0397911353623)","(452.75626477622325, 564.0397911353623)","(477.14717466315784, 568.6130867391626)","(451.23183290828985, 574.7108142108962)","(426.84092302135525, 574.7108142108962)","(600.6261559657642, 580.8085416826299)","(628.0659295885656, 582.3329735505632)","(652.4568394755001, 586.9062691543635)","(672.2744537586345, 589.9551328902303)","(647.8835438717, 596.052860361964)","(623.4926339847653, 591.4795647581637)","(440.560809832756, 760.6915020987724)","(475.62274279522444, 746.9716152873717)","(512.2091076256263, 737.8250240797712)","(532.0267219087607, 743.9227515515049)","(551.844336191895, 739.3494559477047)","(577.759677946763, 751.544910891172)","(600.6261559657642, 771.3625251743063)","(574.7108142108962, 814.0466174764418)","(547.2710405880948, 830.8153680237093)","(524.4045625690936, 830.8153680237093)","(501.53808455009244, 829.290936155776)","(466.476151587624, 810.997753740575)","(457.3295603800235, 763.7403658346392)","(510.6846757576929, 760.6915020987724)","(530.5022900408272, 763.7403658346392)","(548.7954724560282, 762.2159339667058)","(582.3329735505632, 772.8869570422397)","(548.7954724560282, 785.082411985707)","(528.9778581728939, 788.1312757215738)","(507.6358120218261, 785.082411985707)",-1.14,-2.65,-5.79
"(310.79785002643433, 530.884365834627)","(306.33663686816016, 584.4189237339172)","(307.8237079209182, 637.9534816332073)","(316.74613423746655, 692.9751105852555)","(336.07805792332135, 740.5613842735133)","(367.3065500312406, 783.6864448034971)","(404.48332635019204, 820.8632211224485)","(446.12131582741773, 850.6046421776098)","(493.7075895156756, 863.9882816524323)","(542.7809342566916, 855.065855335884)","(584.4189237339172, 826.8115053334808)","(621.5957000528687, 794.0959421728035)","(655.798334266304, 755.432094801094)","(681.0785421631911, 710.8199632183522)","(695.9492526907716, 664.7207605828523)","(704.8716790073199, 615.6474158418364)","(709.3328921655941, 565.0870000480625)","(355.4099816091761, 469.91445267154666)","(382.17726055882116, 447.6083868801758)","(419.3540368777726, 443.1471737219016)","(455.0437421439661, 455.0437421439661)","(492.22051846291754, 472.8885947770628)","(568.0611421535785, 486.2722342518853)","(603.750847419772, 478.836878988095)","(637.9534816332073, 474.37566582982083)","(669.1819737411265, 480.32395004085305)","(691.4880395324974, 502.63001583222393)","(526.4231526763529, 533.8585079401432)","(524.9360816235949, 563.5999289953044)","(523.4490105708368, 593.3413500504655)","(521.9619395180787, 623.0827711056268)","(472.8885947770628, 652.8241921607879)","(493.7075895156756, 660.2595474245782)","(517.5007263598045, 666.2078316356104)","(541.2938632039335, 661.7466184773363)","(563.5999289953044, 657.2854053190621)","(392.58675792812755, 544.2680053094496)","(416.37989477225653, 544.2680053094496)","(438.6859605636274, 544.2680053094496)","(460.9920263549983, 545.7550763622077)","(437.1988895108694, 553.1904316259979)","(414.89282371949844, 553.1904316259979)","(581.4447816284011, 557.6516447842721)","(606.724989525288, 560.6257868897883)","(629.0310553166589, 565.0870000480625)","(649.8500500552718, 568.0611421535785)","(626.0569132111428, 572.5223553118527)","(603.750847419772, 568.0611421535785)","(435.7118184581113, 736.1001711152392)","(465.4532395132725, 722.7165316404166)","(498.16880267394976, 712.3070342711103)","(516.0136553070465, 718.2553184821425)","(532.3714368873851, 715.2811763766264)","(556.1645737315141, 725.6906737459328)","(578.470639522885, 743.5355263790295)","(553.1904316259979, 776.2510895397068)","(527.910223729111, 789.6347290145293)","(508.5783000432562, 791.1218000672874)","(487.75930530464336, 789.6347290145293)","(459.50495530224026, 774.7640184869488)","(452.06960003844995, 737.5872421679973)","(495.1946605684337, 736.1001711152392)","(514.5265842542884, 739.0743132207554)","(530.884365834627, 737.5872421679973)","(560.6257868897883, 743.5355263790295)","(529.397294781869, 752.4579526955779)","(513.0395132015303, 753.9450237483359)","(492.22051846291754, 752.4579526955779)",0.54,-2.47,-5.3
"(324.5084461958951, 540.8474103264917)","(319.93790470017825, 595.6939082750938)","(318.4143908682726, 649.0168923917902)","(326.03196002780066, 703.8633903403921)","(341.2670983468568, 752.6158329613717)","(368.6903473211578, 796.7977340866344)","(405.25467928689244, 833.3620660523691)","(447.91306658024956, 860.78531502667)","(501.23605069694594, 872.9734256819149)","(554.5590348136423, 862.3088288585757)","(601.7879636027162, 834.8855798842746)","(644.4463508960733, 801.3682755823512)","(677.9636551979968, 760.2334021208998)","(699.2928488446753, 713.0044733318258)","(711.4809594999202, 665.7755445427518)","(719.0985286594482, 617.0231019217723)","(723.6690701551651, 566.7471454688872)","(362.5962919935353, 490.57145387360663)","(385.4489994721195, 460.10117723549445)","(423.5368452697598, 444.8660389164383)","(466.19523256311686, 450.96009424406077)","(504.28307836075714, 470.7657740588337)","(569.7941731326983, 486.0009123778898)","(609.4055327622443, 473.8128017226449)","(647.4933785598845, 472.28928789073933)","(684.0577105256192, 486.0009123778898)","(702.3398765084866, 517.9947028479077)","(533.2298411669638, 534.7533549988693)","(530.1828135031525, 563.7001178050759)","(528.6592996712469, 591.123366779377)","(527.1357858393413, 620.0701295855836)","(476.85982938645617, 652.0639200556013)","(499.7125368650403, 659.6814892151294)","(524.0887581755301, 665.7755445427518)","(548.4649794860198, 662.7285168789407)","(574.3647146284152, 656.6344615513182)","(400.6841377911756, 551.5120071498311)","(423.5368452697598, 551.5120071498311)","(447.91306658024956, 549.9884933179254)","(473.8128017226449, 551.5120071498311)","(447.91306658024956, 559.1295763093591)","(423.5368452697598, 559.1295763093591)","(586.5528252836601, 562.1766039731704)","(612.4525604260555, 563.7001178050759)","(636.8287817365452, 568.2706593007928)","(659.6814892151294, 571.317686964604)","(633.7817540727341, 575.8882284603209)","(609.4055327622443, 572.8412007965096)","(437.24846975691025, 740.4277223061268)","(469.24226022692807, 722.1455563232595)","(502.7595645288515, 711.4809594999202)","(522.5652443436245, 719.0985286594482)","(542.3709241583974, 714.5279871637314)","(568.2706593007928, 726.7160978189763)","(594.1703944431881, 748.0452914656548)","(565.2236316369816, 773.9450266080503)","(536.276868830775, 783.0861095994838)","(514.9476751840964, 783.0861095994838)","(492.09496770551226, 781.5625957675783)","(463.14820489930565, 770.897998944239)","(454.007121907872, 740.4277223061268)","(499.7125368650403, 738.9042084742212)","(521.0417305117188, 743.474749969938)","(540.8474103264917, 741.9512361380324)","(577.4117422922264, 746.5217776337493)","(537.8003826626806, 743.474749969938)","(517.9947028479077, 746.5217776337493)","(496.6655092012291, 741.9512361380324)",1.32,-0.96,-4.54
"(296.1774155321094, 505.84756613157305)","(291.7787410440088, 560.0978848181476)","(290.31251621464196, 612.8819786753552)","(296.1774155321094, 668.5985221912965)","(313.772113484512, 716.9839415604035)","(341.6303852424827, 759.5044616120431)","(378.2860059766546, 794.6938575168481)","(420.8065260282941, 822.5521292748189)","(473.5906198855017, 834.2819279097538)","(527.8409385720762, 824.0183541041857)","(574.7601331118163, 799.0925320049488)","(615.8144283340889, 766.8355857588774)","(649.5375994095272, 727.2475153659717)","(671.5309718500304, 683.2607704849654)","(683.2607704849654, 634.8753511158584)","(690.5918946317997, 586.4899317467514)","(694.9905691199003, 536.6382875482775)","(340.1641604131158, 450.1310226156317)","(365.0899825123527, 425.20520051639477)","(398.81315358779096, 413.47540188145973)","(435.4687743219629, 419.34030119892725)","(473.5906198855017, 435.4687743219629)","(543.969411695112, 450.1310226156317)","(580.6250324292839, 441.3336736394304)","(615.8144283340889, 438.40122398069667)","(648.0713745801603, 450.1310226156317)","(668.5985221912965, 476.5230695442355)","(504.3813413022062, 499.9826668141055)","(502.9151164728393, 526.3747137427093)","(501.44889164347245, 552.7667606713131)","(498.51644198473866, 580.6250324292839)","(450.1310226156317, 612.8819786753552)","(472.12439505613486, 620.2131028221896)","(495.58399232600493, 627.544226969024)","(519.043589595875, 623.1455524809234)","(542.5031868657451, 617.2806531634558)","(375.3535563179209, 517.5773647665081)","(398.81315358779096, 519.043589595875)","(422.272750857661, 517.5773647665081)","(442.79989846879727, 517.5773647665081)","(420.8065260282941, 524.9084889133425)","(397.34692875842404, 524.9084889133425)","(558.6316599887807, 527.8409385720762)","(580.6250324292839, 532.2396130601769)","(604.0846296991539, 536.6382875482775)","(624.6117773102902, 538.1045123776444)","(601.1521800404201, 543.969411695112)","(577.6925827705501, 539.5707372070112)","(407.6105025639922, 703.7879180961016)","(439.86744881006354, 681.7945456555984)","(473.5906198855017, 670.0647470206635)","(495.58399232600493, 675.929646338131)","(514.6449151077743, 672.9971966793972)","(541.0369620363781, 686.1932201436991)","(563.0303344768813, 711.1190422429361)","(536.6382875482775, 738.9773140009067)","(508.78001579030683, 749.2408878064749)","(488.25286817917055, 749.2408878064749)","(464.7932709093005, 746.3084381477412)","(434.002549492596, 736.044864342173)","(423.73897568702785, 703.7879180961016)","(472.12439505613486, 694.9905691199003)","(492.65154266727114, 696.4567939492673)","(513.1786902784074, 696.4567939492673)","(546.9018613538457, 709.6528174135692)","(511.71246544904056, 714.0514919016698)","(489.7190930085374, 715.5177167310367)","(469.1919453974011, 711.1190422429361)",1.94,-1.02,-4.77
"(280.7045093398507, 492.3125240729689)","(276.3859784269299, 544.1348950280183)","(273.50695781831604, 597.3967762873746)","(282.1440196441576, 649.2191472424239)","(299.4181432958407, 698.1624975888594)","(325.32932877336543, 741.3478067180672)","(359.87757607673166, 780.2145849343542)","(401.62337490163253, 809.0047910204928)","(454.88525616098883, 823.399894063562)","(508.1471374203451, 813.3233219334136)","(555.6509774624736, 788.8516467601958)","(597.3967762873746, 755.7429097611365)","(629.066002982127, 715.4366212405425)","(652.0981678510377, 669.3722915027208)","(666.493270894107, 621.8684514605923)","(673.6908224156416, 574.3646114184637)","(679.4488636328693, 523.9817507677213)","(319.5712875561377, 434.73211190069185)","(341.1639421207416, 404.5023955102464)","(378.5912100327217, 394.4258233800979)","(416.0184779447018, 404.5023955102464)","(453.44574585668187, 421.7765191619295)","(525.4212610720282, 433.2926015963849)","(564.2880392883152, 423.2160294662364)","(600.2757968959884, 420.33700885762255)","(633.3845338950478, 431.853091292078)","(652.0981678510377, 462.0828076825234)","(485.1149725514343, 483.6754622471273)","(482.2359519428204, 509.58664772465204)","(479.35693133420654, 534.0583228978697)","(477.91742102989963, 558.5299980710876)","(428.9740706834641, 591.6387350701468)","(450.56672524806805, 597.3967762873746)","(475.03840042128576, 604.5943278089092)","(499.5100755945035, 600.2757968959884)","(522.5422404634144, 597.3967762873746)","(359.87757607673166, 499.5100755945035)","(381.47023064133555, 498.0705652901966)","(404.5023955102464, 498.0705652901966)","(427.5345603791572, 500.9495858988105)","(404.5023955102464, 508.1471374203451)","(381.47023064133555, 508.1471374203451)","(538.3768538107905, 511.02615802895895)","(562.8485289840083, 512.4656683332659)","(585.8806938529191, 518.2237095504936)","(604.5943278089092, 522.5422404634144)","(583.0016732443053, 526.8607713763352)","(559.9695083753944, 522.5422404634144)","(387.22827185856323, 676.5698430242555)","(417.45798824900874, 654.9771884596516)","(453.44574585668187, 646.3401266338101)","(475.03840042128576, 650.6586575467309)","(498.0705652901966, 650.6586575467309)","(528.3002816806421, 665.0537605898)","(552.7719568538598, 692.4044563716317)","(525.4212610720282, 735.5897655008395)","(492.3125240729689, 751.4243788482157)","(466.4013385954442, 751.4243788482157)","(441.92966342222644, 747.105847935295)","(408.8209264231672, 726.9527036749979)","(403.06288520593944, 678.0093533285624)","(452.00623555237496, 665.0537605898)","(473.59889011697885, 667.932781198414)","(496.6310549858897, 669.3722915027208)","(536.9373435064837, 692.4044563716317)","(495.19154468158274, 716.8761315448495)","(470.719869508365, 716.8761315448495)","(447.6877046394542, 712.5576006319287)",2.46,-0.42,-4.84
"(273.1235974268732, 489.88835728947095)","(267.3432038305373, 540.4668012574105)","(264.45300703236927, 592.4903436244339)","(273.1235974268732, 644.5138859914574)","(290.46477821588104, 692.2021331612289)","(319.3667461975607, 735.5550851337484)","(352.6040093764924, 774.572741909016)","(393.06676455084397, 806.3649066888637)","(446.5354053169514, 822.2609890787876)","(501.44914448214286, 813.5903986842836)","(549.1373916519144, 789.0237258998559)","(591.04524522535, 755.7864627209242)","(625.7276068033656, 715.3237075465727)","(651.7393779868773, 669.0805587758852)","(663.3001651795491, 619.9472132070297)","(669.0805587758852, 570.8138676381741)","(671.9707555740531, 520.2354236702347)","(312.1412542021408, 430.6393229270276)","(332.3726317893166, 401.7373549453479)","(368.50009176641623, 393.06676455084397)","(404.6275517435158, 401.7373549453479)","(439.3099133215315, 417.6334373352717)","(514.4550300738987, 429.1942245279436)","(552.0275884500824, 420.5236341334397)","(588.155048427182, 417.6334373352717)","(621.3923116061136, 429.1942245279436)","(640.1785907942054, 458.0961925096233)","(472.54717650046314, 481.21776689496704)","(469.6569797022952, 505.78443967939484)","(466.7667829041272, 530.3511124638226)","(463.87658610595923, 554.9177852482503)","(416.18833893618773, 586.709950028098)","(439.3099133215315, 592.4903436244339)","(462.43148770687526, 598.2707372207699)","(486.998160491303, 595.3805404226019)","(511.56483327573073, 592.4903436244339)","(349.7138125783244, 497.1138492848909)","(371.3902885645842, 494.2236524867229)","(393.06676455084397, 494.2236524867229)","(414.74324053710376, 498.5589476839749)","(391.62166615176, 504.3393412803108)","(369.9451901655002, 504.3393412803108)","(528.9060140647385, 508.6746364775628)","(550.5824900509983, 508.6746364775628)","(575.1491628354261, 513.0099316748148)","(593.9354420235179, 517.3452268720667)","(572.2589660372581, 521.6805220693186)","(549.1373916519144, 518.7903252711507)","(375.72558376183616, 669.0805587758852)","(403.18245334443185, 644.5138859914574)","(440.75501172061547, 635.8432955969535)","(463.87658610595923, 640.1785907942054)","(488.44325889038697, 640.1785907942054)","(524.5707188674866, 656.0746731841293)","(550.5824900509983, 687.866837963977)","(523.1256204684026, 739.8903803310004)","(485.553062092219, 757.2315611200082)","(456.6510941105393, 757.2315611200082)","(429.1942245279436, 752.8962659227562)","(394.51186294992795, 728.3295931383285)","(388.731469353592, 671.9707555740531)","(437.8648149224475, 657.5197715832132)","(462.43148770687526, 660.4099683813812)","(486.998160491303, 661.8550667804652)","(536.1315060601585, 686.421739564893)","(486.998160491303, 719.6590027438247)","(459.5412909087073, 719.6590027438247)","(434.9746181242795, 713.8786091474886)",2.35,0.35,-4.33
"(277.9690060662647, 504.73319522558586)","(273.58002175995523, 554.4750173637595)","(273.58002175995523, 602.7538447331634)","(280.8949956038043, 652.4956668713371)","(296.98793806027226, 697.8485047032013)","(321.8588491293591, 740.2753529975259)","(354.04473404229503, 776.8502222167713)","(395.0085875678498, 807.5731123609374)","(446.2134044747933, 825.1290495861751)","(500.3442109192764, 817.814075742326)","(551.5490278262199, 794.4061594420091)","(595.4388708893143, 763.683269297843)","(632.0137401085597, 722.7194157722881)","(656.8846511776466, 677.3665779404239)","(668.5886093278051, 627.6247558022502)","(674.4405884028843, 577.8829336640766)","(677.3665779404239, 526.6781167571331)","(310.1548909792006, 437.4354358621744)","(332.0998125107478, 408.1755404867781)","(367.21168696122334, 395.0085875678498)","(405.2495509492385, 403.7865561804687)","(440.36142539971405, 419.87949863693666)","(514.9741586069746, 434.5094463246348)","(551.5490278262199, 422.8054881744763)","(589.5868918142351, 419.87949863693666)","(624.6987662647107, 433.04645155586496)","(645.180693027488, 463.7693417000311)","(472.54731031265, 484.25126846280847)","(469.62132077511035, 510.58517430066513)","(466.6953312375707, 533.9930906009821)","(463.7693417000311, 558.864001670069)","(418.41650386816684, 592.5128813517747)","(440.36142539971405, 598.364860426854)","(465.2323364688009, 604.2168395019332)","(490.10324753788774, 601.2908499643936)","(514.9741586069746, 598.364860426854)","(348.19275496721576, 501.8072056880462)","(370.13767649876297, 498.8812161505066)","(392.0825980303102, 498.8812161505066)","(414.0275195618574, 503.27020045681604)","(390.61960326154036, 509.1221795318953)","(370.13767649876297, 507.6591847631255)","(533.9930906009821, 513.5111638382048)","(555.9380121325294, 513.5111638382048)","(579.3459284328463, 517.9001481445142)","(599.8278551956238, 522.2891324508237)","(577.8829336640766, 525.2151219883633)","(554.4750173637595, 522.2891324508237)","(374.5266608050724, 672.9775936341144)","(403.7865561804687, 649.5696773337975)","(441.82442016848387, 640.7917087211786)","(466.6953312375707, 645.180693027488)","(491.56624230665756, 645.180693027488)","(528.1411115259029, 661.273635483956)","(555.9380121325294, 690.5335308593523)","(525.2151219883633, 741.7383477662958)","(487.1772580003481, 757.8312902227638)","(457.9173626249518, 757.8312902227638)","(430.1204620183253, 753.4423059164543)","(396.47158233661963, 730.0343896161372)","(389.15660849277054, 674.4405884028843)","(438.89843063094423, 661.273635483956)","(463.7693417000311, 665.6626197902655)","(490.10324753788774, 667.1256145590353)","(541.3080644448312, 690.5335308593523)","(488.6402527691179, 719.7934262347485)","(462.30634693126126, 719.7934262347485)","(434.5094463246348, 713.9414471596693)",3.51,1.29,-3.79
