,video_id,origin_vid,process_status,link_video,height_vid,width_vid,duration_vid,fps_vid,total_frames,time_step_fr
0,97,D,L,museu_da_pessoa_2_neutral_1,360,640,1.02,23.976023976023978,24,0.0417083333333333
