,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,m_0_16,m_1_15,m_2_14,m_3_13,label_measures
0,27,0,0,0.0,3.9746039240599895,158.19722512947018,23.107459850372045,28.439950585073227,42.65992587760996,44.47295851879786,39.14530886652705,94.2743878064643,65.86339656118336,63.86095111379376,59.37413814410735,64.79485788576477,23.0634368034556,31.94570229774422,1.0760230198795853,1.0151160564901147,7.328807515600183,10.664981469402488,9.770492043717468,62.09464917550105,62.07434685437113,64.21169152243861,400.00000000000017,394.640343065924,382.1783704842258,367.9590341768084,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
1,27,1,0,0.0422119037568594,3.9746039240599895,158.19722512947018,23.107459850372045,28.439950585073227,42.65992587760996,44.47295851879786,39.14530886652705,94.2743878064643,65.86339656118336,63.86095111379376,59.37413814410735,64.79485788576477,23.0634368034556,31.94570229774422,1.0760230198795853,1.0151160564901147,7.328807515600183,10.664981469402488,9.770492043717468,62.09464917550105,62.07434685437113,64.21169152243861,400.00000000000017,394.640343065924,382.1783704842258,367.9590341768084,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
2,27,2,0,0.0844238075137188,5.004841005911544,161.0225441388404,21.233742084242746,30.08113461934387,42.4674841684855,44.27233810113127,38.96872182406244,93.79905258011055,63.72579760417335,61.91646161743705,58.299754018196325,61.87714957831491,21.13022102817297,33.631449469027075,1.316953310593135,1.1990171932264957,9.022605436179171,10.616871042121373,9.729729682740128,60.69778840464932,63.135134830224615,63.79945487892871,399.9999999999999,394.6294124154748,380.4543389184552,366.2991469649088,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
3,27,3,0,0.1266357112705781,5.048951800466835,162.44173654773564,21.42088833596524,28.561184447953487,41.09549027907804,42.84177667193045,41.056702643933214,94.67626080445912,66.14415914421387,64.1696567109808,59.69474446085314,65.01784269303107,21.321640721196445,32.084828355490345,1.111416114410872,0.7311948121123351,9.102127301964847,12.495518195979678,11.62599751258648,60.425939272965365,60.77691278277939,68.04387504933456,399.99999999999983,394.6023129960232,382.0725679031521,367.7945664974739,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
4,27,4,0,0.1688476150274376,3.974603924060079,165.30721277573852,23.10745985037204,28.49544322434808,42.65992587760999,44.4729585187978,39.14530886652699,92.49817940298848,64.01457151311547,63.07734136137623,58.06903365074544,62.60872777441665,21.19988341839177,31.95847035233942,0.5613600260454632,0.707801771970253,14.219975292536684,16.0959191160897,15.151839311694118,61.36885432558603,61.08573361679794,67.75504872868257,399.99999999999983,396.4455728564956,382.1990375999542,369.7578110682645,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
5,27,5,0,0.211059518784297,5.027073788853656,161.7378474358693,23.105406776552705,26.719263693444773,40.87879660467034,44.43347457029381,37.32411863904677,90.80097672457175,64.08286836408787,62.13511519088081,58.07691547997638,62.49433382557811,22.9754297030031,30.17921962044568,1.2184307744461194,1.1213446569605594,15.996050845305794,17.862035713827712,16.92696458364071,59.669127806742665,61.09629373378317,67.63236081213431,399.9999999999998,396.410349078907,382.1650796122333,367.94780521734936,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
6,27,6,0,0.2532714225411563,5.048951800466835,162.44173654773564,23.20596236396224,28.561184447953487,41.05670264393345,44.62685069992745,39.271628615936216,94.67626080445912,66.14415914421387,64.1696567109808,59.69474446085314,65.01784269303107,23.105756062750515,32.084828355490345,1.111416114410872,1.0529205294417352,16.065666251973866,17.93977195586409,17.89964900051052,60.48443485793439,60.71841719781037,68.04387504933456,399.99999999999983,396.43114352608137,380.3715893766765,366.00983053567455,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
7,27,7,0,0.2954833262980157,3.9746039240598576,163.53937588815535,21.329962938805096,28.439950585073348,42.65992587760996,44.47295851879796,40.88242896604284,94.22410365968868,65.7914015716629,63.92586073002588,57.59086552254576,64.75555964009641,20.31298155125728,32.92440498433007,0.2440290911972624,0.0683281455352471,15.997472204103731,17.863622878175725,17.82388482104551,60.12876807099696,60.4996922896168,65.98321364505388,400.00000000000006,396.4455728564957,382.1783704842259,367.9590341768083,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
8,27,8,0,0.3376952300548752,3.9746039240598576,163.53937588815535,21.329962938805096,28.439950585073348,42.65992587760996,44.47295851879796,40.88242896604284,94.22410365968868,65.7914015716629,63.92586073002588,57.59086552254576,64.75555964009641,20.31298155125728,32.92440498433007,0.2440290911972624,0.0683281455352471,15.997472204103731,17.863622878175725,17.82388482104551,60.12876807099696,60.4996922896168,65.98321364505388,400.00000000000006,396.4455728564957,382.1783704842259,367.9590341768083,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
9,27,9,0,0.3799071338117346,2.5251549047566195,169.6276448864806,23.212204037097457,28.56886650719679,42.8532997607953,46.45873296470591,39.28219144739551,92.86598335130002,64.30474422249709,63.32492182314144,57.89872507921319,63.397271113060526,21.386450100069283,32.09414500808771,1.0611229188126572,0.7234928991904326,23.28077790595381,25.25154904756506,24.17913269094436,58.56433854646838,60.77340353199651,68.22592853088626,400.0,394.6236271609688,383.898296119526,371.3995567662475,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
10,27,10,0,0.422119037568594,4.009433265314776,170.35137828262256,23.309949864481027,26.896095997478007,43.03375359596463,44.82682666246357,39.488338095875925,91.46430384980816,64.57552938441786,63.59529777946591,55.49539691129519,61.02374780110483,18.771351714702178,33.02563623895014,3.5154147644260547,3.650252591006733,21.516876797982427,25.35788248968145,24.29970260451188,61.64014929404527,59.94504518845906,68.34878429554534,400.00000000000006,396.3705528812648,385.5273886858189,372.9635080785841,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
11,27,11,0,0.4643309413254534,4.009433265314776,170.35137828262256,23.309949864481027,26.896095997478007,43.03375359596463,44.82682666246357,39.488338095875925,91.46430384980816,64.57552938441786,63.59529777946591,55.49539691129519,61.02374780110483,18.771351714702178,33.02563623895014,3.5154147644260547,3.650252591006733,21.516876797982427,25.35788248968145,24.29970260451188,61.64014929404527,59.94504518845906,68.34878429554534,400.00000000000006,396.3705528812648,385.5273886858189,372.9635080785841,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
12,27,12,0,0.5065428450823127,5.095799826009261,171.1650261346265,21.619647675242256,27.024559594052853,43.27681318431109,46.8425699630246,41.47680558062039,93.70246176033402,66.68492233767655,64.82558318312476,56.65016427010141,60.338250776212135,17.02008589960974,35.08496915147293,5.580277102587843,5.2817635733725865,23.42128498151241,23.490476520678826,24.36737050577796,62.71672954124949,61.35897445675448,68.67523801778587,399.9999999999998,398.17814876190977,387.35621067963086,376.55943716418,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
13,27,13,0,0.5487547488391721,5.073207852876261,170.40617456985072,21.523798050825544,26.90474756353207,43.04759610165132,46.63489577678885,41.29292024184798,93.28703659237787,66.38927807666315,64.54832486529301,55.07510071691081,57.8365263795971,15.168664577672756,36.73271428385885,7.46927288622453,5.129731699782042,23.386332670339705,25.36603926438102,25.17403846313533,61.94990002297368,61.671839799994814,73.73624454961022,400.00000000000017,396.4128458955993,383.8410652397236,369.49186653917326,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
14,27,14,0,0.5909666525960314,4.02748062220137,174.7202607177306,23.414873168192862,28.81830543777604,43.22745815666384,45.06461073068536,41.426314066802895,95.52858028494454,66.73961945158031,65.67013013159408,55.25707452902566,58.126321472683,15.280184226792812,38.63855028488933,7.500481104392861,6.903523686585004,21.61372907833203,23.48404576547672,23.45464951258174,60.31195588949584,60.177159053216656,68.65643747775661,400.0000000000001,398.1547054918122,389.1138267320961,374.6769357244024,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
15,27,15,0,0.6331785563528908,4.02748062220137,174.7202607177306,23.414873168192862,28.81830543777604,43.22745815666384,45.06461073068536,41.426314066802895,95.52858028494454,66.73961945158031,65.67013013159408,55.25707452902566,58.126321472683,15.280184226792812,38.63855028488933,7.500481104392861,6.903523686585004,21.61372907833203,23.48404576547672,23.45464951258174,60.31195588949584,60.177159053216656,68.65643747775661,400.0000000000001,398.1547054918122,389.1138267320961,374.6769357244024,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], 3.8213603187810445, 4)}"
