,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,205,16,1,6.840166666666675,4.123105625617661,29.154759474226505,4.123105625617661,6.0,8.06225774829855,8.06225774829855,6.082762530298219,20.223748416156685,14.317821063276352,12.0,14.0,11.0,6.5,7.5,0.5,3.5,4.123105625617661,4.0,4.0,9.0,11.0,10.0,{},{}
1,206,16,0,6.8735333333333415,3.1622776601683795,28.16025568065745,3.0,6.082762530298219,8.06225774829855,9.055385138137416,6.082762530298219,18.24828759089466,12.16552506059644,10.5,13.0,10.0,5.5,6.5,0.5,3.5,5.0,4.123105625617661,4.5,8.0,11.0,11.04536101718726,{},{}
2,207,16,0,6.906900000000008,2.0,27.073972741361768,3.0,6.082762530298219,7.0,8.0,6.324555320336759,17.26267650163207,11.180339887498947,10.0,12.0,10.0,5.0,6.0,0.0,2.0,4.0,4.0,4.0,9.0,10.0,10.0,{},{}
3,208,16,0,6.940266666666675,2.0,28.0713376952364,3.0,5.0990195135927845,8.06225774829855,8.0,6.324555320336759,16.278820596099706,11.180339887498947,10.0,11.0,9.0,4.0,6.0,0.0,2.0,3.0,3.0,3.0,8.0,8.0,8.06225774829855,{},{}
4,209,16,0,6.973633333333342,2.0,26.0768096208106,3.0,5.0,7.0,8.0,5.385164807134504,15.132745950421556,10.198039027185567,9.0,10.0,8.0,4.0,6.0,1.0,1.0,3.1622776601683795,3.0,3.5,9.0,9.0,8.06225774829855,{},{}
5,210,16,0,7.0070000000000086,3.0,25.019992006393608,3.0,4.123105625617661,7.0,7.0,5.385164807134504,15.297058540778355,11.180339887498947,9.5,10.0,9.0,4.5,5.5,0.5,1.5,3.1622776601683795,3.0,3.0,8.0,8.0,7.071067811865476,{},{}
6,211,16,0,7.040366666666675,1.0,24.08318915758459,3.0,5.0990195135927845,6.082762530298219,7.071067811865476,6.324555320336759,15.297058540778355,10.198039027185567,9.5,11.0,9.0,4.0,5.0,0.0,2.0,3.1622776601683795,2.0,2.0,7.0,8.0,7.0,{},{}
7,212,16,0,7.073733333333342,2.0,23.08679276123039,3.0,5.0,7.0,7.0,5.385164807134504,15.132745950421556,10.198039027185567,9.0,11.0,9.0,5.0,5.0,0.0,2.0,2.23606797749979,3.0,3.0,7.0,8.0,7.071067811865476,{},{}
8,213,16,0,7.107100000000009,1.0,23.021728866442675,3.0,5.0,6.082762530298219,7.0,4.47213595499958,13.152946437965904,8.246211251235321,7.5,9.0,8.0,4.5,4.5,0.5,2.5,3.0,3.0,2.5,7.0,7.0,7.071067811865476,{},{}
9,214,16,0,7.140466666666676,2.0,23.08679276123039,2.23606797749979,4.0,7.0,6.0,5.0990195135927845,13.152946437965904,9.219544457292889,8.0,10.0,8.0,4.0,4.0,1.0,2.0,4.0,3.0,3.5,6.0,7.0,7.0,{},{}
